dataset,split,sequence,frame_gap,left_index,right_index,segment_length,middle_frame_count,dataset_item,dataset_item_relative,anchor_mib,gaussians_per_anchor
DAVIS,train,flamingo,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/flamingo/gap16/pair_000016_000032.pt,DAVIS/train/flamingo/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,flamingo,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/flamingo/gap16/pair_000032_000048.pt,DAVIS/train/flamingo/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,flamingo,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/flamingo/gap16/pair_000048_000064.pt,DAVIS/train/flamingo/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,hike,16,64,79,15,14,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hike/gap16/pair_000064_000079.pt,DAVIS/train/hike/gap16/pair_000064_000079.pt,1.828125,36864
DAVIS,train,hike,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hike/gap16/pair_000000_000016.pt,DAVIS/train/hike/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,hike,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hike/gap16/pair_000016_000032.pt,DAVIS/train/hike/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,hike,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hike/gap16/pair_000032_000048.pt,DAVIS/train/hike/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,hike,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hike/gap16/pair_000048_000064.pt,DAVIS/train/hike/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,hockey,16,64,74,10,9,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hockey/gap16/pair_000064_000074.pt,DAVIS/train/hockey/gap16/pair_000064_000074.pt,1.828125,36864
DAVIS,train,hockey,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hockey/gap16/pair_000000_000016.pt,DAVIS/train/hockey/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,hockey,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hockey/gap16/pair_000016_000032.pt,DAVIS/train/hockey/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,hockey,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hockey/gap16/pair_000032_000048.pt,DAVIS/train/hockey/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,hockey,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/hockey/gap16/pair_000048_000064.pt,DAVIS/train/hockey/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,horsejump-low,16,48,59,11,10,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/horsejump-low/gap16/pair_000048_000059.pt,DAVIS/train/horsejump-low/gap16/pair_000048_000059.pt,1.828125,36864
DAVIS,train,horsejump-low,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/horsejump-low/gap16/pair_000000_000016.pt,DAVIS/train/horsejump-low/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,horsejump-low,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/horsejump-low/gap16/pair_000016_000032.pt,DAVIS/train/horsejump-low/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,horsejump-low,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/horsejump-low/gap16/pair_000032_000048.pt,DAVIS/train/horsejump-low/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,kid-football,16,64,67,3,2,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kid-football/gap16/pair_000064_000067.pt,DAVIS/train/kid-football/gap16/pair_000064_000067.pt,1.828125,36864
DAVIS,train,kid-football,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kid-football/gap16/pair_000000_000016.pt,DAVIS/train/kid-football/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,kid-football,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kid-football/gap16/pair_000016_000032.pt,DAVIS/train/kid-football/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,kid-football,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kid-football/gap16/pair_000032_000048.pt,DAVIS/train/kid-football/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,kid-football,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kid-football/gap16/pair_000048_000064.pt,DAVIS/train/kid-football/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,kite-walk,16,64,79,15,14,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kite-walk/gap16/pair_000064_000079.pt,DAVIS/train/kite-walk/gap16/pair_000064_000079.pt,1.828125,36864
DAVIS,train,kite-walk,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kite-walk/gap16/pair_000000_000016.pt,DAVIS/train/kite-walk/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,kite-walk,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kite-walk/gap16/pair_000016_000032.pt,DAVIS/train/kite-walk/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,kite-walk,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kite-walk/gap16/pair_000032_000048.pt,DAVIS/train/kite-walk/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,kite-walk,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/kite-walk/gap16/pair_000048_000064.pt,DAVIS/train/kite-walk/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,koala,16,96,99,3,2,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/koala/gap16/pair_000096_000099.pt,DAVIS/train/koala/gap16/pair_000096_000099.pt,1.828125,36864
DAVIS,train,koala,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/koala/gap16/pair_000000_000016.pt,DAVIS/train/koala/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,koala,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/koala/gap16/pair_000016_000032.pt,DAVIS/train/koala/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,koala,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/koala/gap16/pair_000032_000048.pt,DAVIS/train/koala/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,koala,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/koala/gap16/pair_000048_000064.pt,DAVIS/train/koala/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,koala,16,64,80,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/koala/gap16/pair_000064_000080.pt,DAVIS/train/koala/gap16/pair_000064_000080.pt,1.828125,36864
DAVIS,train,koala,16,80,96,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/koala/gap16/pair_000080_000096.pt,DAVIS/train/koala/gap16/pair_000080_000096.pt,1.828125,36864
DAVIS,train,lady-running,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lady-running/gap16/pair_000000_000016.pt,DAVIS/train/lady-running/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,lady-running,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lady-running/gap16/pair_000016_000032.pt,DAVIS/train/lady-running/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,lady-running,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lady-running/gap16/pair_000032_000048.pt,DAVIS/train/lady-running/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,lady-running,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lady-running/gap16/pair_000048_000064.pt,DAVIS/train/lady-running/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,lindy-hop,16,64,72,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lindy-hop/gap16/pair_000064_000072.pt,DAVIS/train/lindy-hop/gap16/pair_000064_000072.pt,1.828125,36864
DAVIS,train,lindy-hop,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lindy-hop/gap16/pair_000000_000016.pt,DAVIS/train/lindy-hop/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,lindy-hop,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lindy-hop/gap16/pair_000016_000032.pt,DAVIS/train/lindy-hop/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,lindy-hop,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lindy-hop/gap16/pair_000032_000048.pt,DAVIS/train/lindy-hop/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,lindy-hop,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lindy-hop/gap16/pair_000048_000064.pt,DAVIS/train/lindy-hop/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,longboard,16,48,51,3,2,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/longboard/gap16/pair_000048_000051.pt,DAVIS/train/longboard/gap16/pair_000048_000051.pt,1.828125,36864
DAVIS,train,longboard,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/longboard/gap16/pair_000000_000016.pt,DAVIS/train/longboard/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,longboard,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/longboard/gap16/pair_000016_000032.pt,DAVIS/train/longboard/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,longboard,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/longboard/gap16/pair_000032_000048.pt,DAVIS/train/longboard/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,lucia,16,64,69,5,4,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lucia/gap16/pair_000064_000069.pt,DAVIS/train/lucia/gap16/pair_000064_000069.pt,1.828125,36864
DAVIS,train,lucia,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lucia/gap16/pair_000000_000016.pt,DAVIS/train/lucia/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,lucia,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lucia/gap16/pair_000016_000032.pt,DAVIS/train/lucia/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,lucia,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lucia/gap16/pair_000032_000048.pt,DAVIS/train/lucia/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,lucia,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/lucia/gap16/pair_000048_000064.pt,DAVIS/train/lucia/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,mallard-fly,16,64,69,5,4,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-fly/gap16/pair_000064_000069.pt,DAVIS/train/mallard-fly/gap16/pair_000064_000069.pt,1.828125,36864
DAVIS,train,mallard-fly,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-fly/gap16/pair_000000_000016.pt,DAVIS/train/mallard-fly/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,mallard-fly,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-fly/gap16/pair_000016_000032.pt,DAVIS/train/mallard-fly/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,mallard-fly,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-fly/gap16/pair_000032_000048.pt,DAVIS/train/mallard-fly/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,mallard-fly,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-fly/gap16/pair_000048_000064.pt,DAVIS/train/mallard-fly/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,mallard-water,16,64,79,15,14,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-water/gap16/pair_000064_000079.pt,DAVIS/train/mallard-water/gap16/pair_000064_000079.pt,1.828125,36864
DAVIS,train,mallard-water,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-water/gap16/pair_000000_000016.pt,DAVIS/train/mallard-water/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,mallard-water,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-water/gap16/pair_000016_000032.pt,DAVIS/train/mallard-water/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,mallard-water,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-water/gap16/pair_000032_000048.pt,DAVIS/train/mallard-water/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,mallard-water,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/mallard-water/gap16/pair_000048_000064.pt,DAVIS/train/mallard-water/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,miami-surf,16,64,69,5,4,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/miami-surf/gap16/pair_000064_000069.pt,DAVIS/train/miami-surf/gap16/pair_000064_000069.pt,1.828125,36864
DAVIS,train,miami-surf,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/miami-surf/gap16/pair_000000_000016.pt,DAVIS/train/miami-surf/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,miami-surf,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/miami-surf/gap16/pair_000016_000032.pt,DAVIS/train/miami-surf/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,miami-surf,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/miami-surf/gap16/pair_000032_000048.pt,DAVIS/train/miami-surf/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,miami-surf,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/miami-surf/gap16/pair_000048_000064.pt,DAVIS/train/miami-surf/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,motocross-bumps,16,48,59,11,10,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/motocross-bumps/gap16/pair_000048_000059.pt,DAVIS/train/motocross-bumps/gap16/pair_000048_000059.pt,1.828125,36864
DAVIS,train,motocross-bumps,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/motocross-bumps/gap16/pair_000000_000016.pt,DAVIS/train/motocross-bumps/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,motocross-bumps,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/motocross-bumps/gap16/pair_000016_000032.pt,DAVIS/train/motocross-bumps/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,motocross-bumps,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/motocross-bumps/gap16/pair_000032_000048.pt,DAVIS/train/motocross-bumps/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,motorbike,16,32,42,10,9,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/motorbike/gap16/pair_000032_000042.pt,DAVIS/train/motorbike/gap16/pair_000032_000042.pt,1.828125,36864
DAVIS,train,motorbike,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/motorbike/gap16/pair_000000_000016.pt,DAVIS/train/motorbike/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,motorbike,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/motorbike/gap16/pair_000016_000032.pt,DAVIS/train/motorbike/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,night-race,16,32,45,13,12,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/night-race/gap16/pair_000032_000045.pt,DAVIS/train/night-race/gap16/pair_000032_000045.pt,1.828125,36864
DAVIS,train,night-race,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/night-race/gap16/pair_000000_000016.pt,DAVIS/train/night-race/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,night-race,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/night-race/gap16/pair_000016_000032.pt,DAVIS/train/night-race/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,paragliding,16,64,69,5,4,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/paragliding/gap16/pair_000064_000069.pt,DAVIS/train/paragliding/gap16/pair_000064_000069.pt,1.828125,36864
DAVIS,train,paragliding,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/paragliding/gap16/pair_000000_000016.pt,DAVIS/train/paragliding/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,paragliding,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/paragliding/gap16/pair_000016_000032.pt,DAVIS/train/paragliding/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,paragliding,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/paragliding/gap16/pair_000032_000048.pt,DAVIS/train/paragliding/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,paragliding,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/paragliding/gap16/pair_000048_000064.pt,DAVIS/train/paragliding/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,planes-water,16,32,37,5,4,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/planes-water/gap16/pair_000032_000037.pt,DAVIS/train/planes-water/gap16/pair_000032_000037.pt,1.828125,36864
DAVIS,train,planes-water,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/planes-water/gap16/pair_000000_000016.pt,DAVIS/train/planes-water/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,planes-water,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/planes-water/gap16/pair_000016_000032.pt,DAVIS/train/planes-water/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,rallye,16,48,49,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rallye/gap16/pair_000048_000049.pt,DAVIS/train/rallye/gap16/pair_000048_000049.pt,1.828125,36864
DAVIS,train,rallye,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rallye/gap16/pair_000000_000016.pt,DAVIS/train/rallye/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,rallye,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rallye/gap16/pair_000016_000032.pt,DAVIS/train/rallye/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,rallye,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rallye/gap16/pair_000032_000048.pt,DAVIS/train/rallye/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,rhino,16,80,89,9,8,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rhino/gap16/pair_000080_000089.pt,DAVIS/train/rhino/gap16/pair_000080_000089.pt,1.828125,36864
DAVIS,train,rhino,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rhino/gap16/pair_000000_000016.pt,DAVIS/train/rhino/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,rhino,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rhino/gap16/pair_000016_000032.pt,DAVIS/train/rhino/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,rhino,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rhino/gap16/pair_000032_000048.pt,DAVIS/train/rhino/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,rhino,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rhino/gap16/pair_000048_000064.pt,DAVIS/train/rhino/gap16/pair_000048_000064.pt,1.828125,36864
DAVIS,train,rhino,16,64,80,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rhino/gap16/pair_000064_000080.pt,DAVIS/train/rhino/gap16/pair_000064_000080.pt,1.828125,36864
DAVIS,train,rollerblade,16,32,34,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rollerblade/gap16/pair_000032_000034.pt,DAVIS/train/rollerblade/gap16/pair_000032_000034.pt,1.828125,36864
DAVIS,train,rollerblade,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rollerblade/gap16/pair_000000_000016.pt,DAVIS/train/rollerblade/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,rollerblade,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/rollerblade/gap16/pair_000016_000032.pt,DAVIS/train/rollerblade/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,schoolgirls,16,64,79,15,14,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/schoolgirls/gap16/pair_000064_000079.pt,DAVIS/train/schoolgirls/gap16/pair_000064_000079.pt,1.828125,36864
DAVIS,train,schoolgirls,16,0,16,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/schoolgirls/gap16/pair_000000_000016.pt,DAVIS/train/schoolgirls/gap16/pair_000000_000016.pt,1.828125,36864
DAVIS,train,schoolgirls,16,16,32,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/schoolgirls/gap16/pair_000016_000032.pt,DAVIS/train/schoolgirls/gap16/pair_000016_000032.pt,1.828125,36864
DAVIS,train,schoolgirls,16,32,48,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/schoolgirls/gap16/pair_000032_000048.pt,DAVIS/train/schoolgirls/gap16/pair_000032_000048.pt,1.828125,36864
DAVIS,train,schoolgirls,16,48,64,16,15,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export/DAVIS/train/schoolgirls/gap16/pair_000048_000064.pt,DAVIS/train/schoolgirls/gap16/pair_000048_000064.pt,1.828125,36864
