measurement_scope,measurement_key,schedule,sequence,frame_index,left_index,right_index,segment_length
payload_residual,residual::bmx-trees:00007:00000:00016,uniform_gap16,bmx-trees,7,0,16,16
payload_residual,residual::bmx-trees:00007:00006:00008,uniform_gap2,bmx-trees,7,6,8,2
payload_residual,residual::bmx-trees:00007:00006:00012,uniform_gap6,bmx-trees,7,6,12,6
payload_residual,residual::bmx-trees:00008:00000:00016,uniform_gap16,bmx-trees,8,0,16,16
payload_residual,residual::bmx-trees:00008:00006:00012,uniform_gap6,bmx-trees,8,6,12,6
payload_residual,residual::bmx-trees:00009:00000:00016,uniform_gap16,bmx-trees,9,0,16,16
payload_residual,residual::bmx-trees:00009:00006:00012,uniform_gap6,bmx-trees,9,6,12,6
payload_residual,residual::bmx-trees:00009:00008:00010,uniform_gap2,bmx-trees,9,8,10,2
payload_residual,residual::bmx-trees:00010:00000:00016,uniform_gap16,bmx-trees,10,0,16,16
payload_residual,residual::bmx-trees:00010:00006:00012,uniform_gap6,bmx-trees,10,6,12,6
payload_residual,residual::bmx-trees:00011:00000:00016,uniform_gap16,bmx-trees,11,0,16,16
payload_residual,residual::bmx-trees:00011:00006:00012,uniform_gap6,bmx-trees,11,6,12,6
payload_residual,residual::bmx-trees:00011:00010:00012,uniform_gap2,bmx-trees,11,10,12,2
payload_residual,residual::bmx-trees:00012:00000:00016,uniform_gap16,bmx-trees,12,0,16,16
payload_residual,residual::bmx-trees:00013:00000:00016,uniform_gap16,bmx-trees,13,0,16,16
payload_residual,residual::bmx-trees:00013:00012:00014,uniform_gap2,bmx-trees,13,12,14,2
payload_residual,residual::bmx-trees:00013:00012:00018,uniform_gap6,bmx-trees,13,12,18,6
payload_residual,residual::bmx-trees:00014:00000:00016,uniform_gap16,bmx-trees,14,0,16,16
payload_residual,residual::bmx-trees:00014:00012:00018,uniform_gap6,bmx-trees,14,12,18,6
payload_residual,residual::bmx-trees:00015:00000:00016,uniform_gap16,bmx-trees,15,0,16,16
payload_residual,residual::bmx-trees:00015:00012:00018,uniform_gap6,bmx-trees,15,12,18,6
payload_residual,residual::bmx-trees:00015:00014:00016,uniform_gap2,bmx-trees,15,14,16,2
payload_residual,residual::bmx-trees:00016:00012:00018,uniform_gap6,bmx-trees,16,12,18,6
payload_residual,residual::bmx-trees:00017:00012:00018,uniform_gap6,bmx-trees,17,12,18,6
payload_residual,residual::bmx-trees:00017:00016:00018,uniform_gap2,bmx-trees,17,16,18,2
payload_residual,residual::bmx-trees:00017:00016:00032,uniform_gap16,bmx-trees,17,16,32,16
payload_residual,residual::bmx-trees:00018:00016:00032,uniform_gap16,bmx-trees,18,16,32,16
payload_residual,residual::bmx-trees:00019:00016:00032,uniform_gap16,bmx-trees,19,16,32,16
payload_residual,residual::bmx-trees:00019:00018:00020,uniform_gap2,bmx-trees,19,18,20,2
payload_residual,residual::bmx-trees:00019:00018:00024,uniform_gap6,bmx-trees,19,18,24,6
payload_residual,residual::bmx-trees:00020:00016:00032,uniform_gap16,bmx-trees,20,16,32,16
payload_residual,residual::bmx-trees:00020:00018:00024,uniform_gap6,bmx-trees,20,18,24,6
payload_residual,residual::bmx-trees:00021:00016:00032,uniform_gap16,bmx-trees,21,16,32,16
payload_residual,residual::bmx-trees:00021:00018:00024,uniform_gap6,bmx-trees,21,18,24,6
payload_residual,residual::bmx-trees:00021:00020:00022,uniform_gap2,bmx-trees,21,20,22,2
payload_residual,residual::bmx-trees:00022:00016:00032,uniform_gap16,bmx-trees,22,16,32,16
payload_residual,residual::bmx-trees:00022:00018:00024,uniform_gap6,bmx-trees,22,18,24,6
payload_residual,residual::bmx-trees:00023:00016:00032,uniform_gap16,bmx-trees,23,16,32,16
payload_residual,residual::bmx-trees:00023:00018:00024,uniform_gap6,bmx-trees,23,18,24,6
payload_residual,residual::bmx-trees:00023:00022:00024,uniform_gap2,bmx-trees,23,22,24,2
payload_residual,residual::bmx-trees:00024:00016:00032,uniform_gap16,bmx-trees,24,16,32,16
payload_residual,residual::bmx-trees:00025:00016:00032,uniform_gap16,bmx-trees,25,16,32,16
payload_residual,residual::bmx-trees:00025:00024:00026,uniform_gap2,bmx-trees,25,24,26,2
payload_residual,residual::bmx-trees:00025:00024:00030,uniform_gap6,bmx-trees,25,24,30,6
payload_residual,residual::bmx-trees:00026:00016:00032,uniform_gap16,bmx-trees,26,16,32,16
payload_residual,residual::bmx-trees:00026:00024:00030,uniform_gap6,bmx-trees,26,24,30,6
payload_residual,residual::bmx-trees:00027:00016:00032,uniform_gap16,bmx-trees,27,16,32,16
payload_residual,residual::bmx-trees:00027:00024:00030,uniform_gap6,bmx-trees,27,24,30,6
payload_residual,residual::bmx-trees:00027:00026:00028,uniform_gap2,bmx-trees,27,26,28,2
payload_residual,residual::bmx-trees:00028:00016:00032,uniform_gap16,bmx-trees,28,16,32,16
payload_residual,residual::bmx-trees:00028:00024:00030,uniform_gap6,bmx-trees,28,24,30,6
payload_residual,residual::bmx-trees:00029:00016:00032,uniform_gap16,bmx-trees,29,16,32,16
payload_residual,residual::bmx-trees:00029:00024:00030,uniform_gap6,bmx-trees,29,24,30,6
payload_residual,residual::bmx-trees:00029:00028:00030,uniform_gap2,bmx-trees,29,28,30,2
payload_residual,residual::bmx-trees:00030:00016:00032,uniform_gap16,bmx-trees,30,16,32,16
payload_residual,residual::bmx-trees:00031:00016:00032,uniform_gap16,bmx-trees,31,16,32,16
payload_residual,residual::bmx-trees:00031:00030:00032,uniform_gap2,bmx-trees,31,30,32,2
payload_residual,residual::bmx-trees:00031:00030:00036,uniform_gap6,bmx-trees,31,30,36,6
payload_residual,residual::bmx-trees:00032:00030:00036,uniform_gap6,bmx-trees,32,30,36,6
payload_residual,residual::bmx-trees:00033:00030:00036,uniform_gap6,bmx-trees,33,30,36,6
payload_residual,residual::bmx-trees:00033:00032:00034,uniform_gap2,bmx-trees,33,32,34,2
payload_residual,residual::bmx-trees:00033:00032:00048,uniform_gap16,bmx-trees,33,32,48,16
payload_residual,residual::bmx-trees:00034:00030:00036,uniform_gap6,bmx-trees,34,30,36,6
payload_residual,residual::bmx-trees:00034:00032:00048,uniform_gap16,bmx-trees,34,32,48,16
payload_residual,residual::bmx-trees:00035:00030:00036,uniform_gap6,bmx-trees,35,30,36,6
payload_residual,residual::bmx-trees:00035:00032:00048,uniform_gap16,bmx-trees,35,32,48,16
payload_residual,residual::bmx-trees:00035:00034:00036,uniform_gap2,bmx-trees,35,34,36,2
payload_residual,residual::bmx-trees:00036:00032:00048,uniform_gap16,bmx-trees,36,32,48,16
payload_residual,residual::bmx-trees:00037:00032:00048,uniform_gap16,bmx-trees,37,32,48,16
payload_residual,residual::bmx-trees:00037:00036:00038,uniform_gap2,bmx-trees,37,36,38,2
payload_residual,residual::bmx-trees:00037:00036:00042,uniform_gap6,bmx-trees,37,36,42,6
payload_residual,residual::bmx-trees:00038:00032:00048,uniform_gap16,bmx-trees,38,32,48,16
payload_residual,residual::bmx-trees:00038:00036:00042,uniform_gap6,bmx-trees,38,36,42,6
payload_residual,residual::bmx-trees:00039:00032:00048,uniform_gap16,bmx-trees,39,32,48,16
payload_residual,residual::bmx-trees:00039:00036:00042,uniform_gap6,bmx-trees,39,36,42,6
payload_residual,residual::bmx-trees:00039:00038:00040,uniform_gap2,bmx-trees,39,38,40,2
payload_residual,residual::bmx-trees:00040:00032:00048,uniform_gap16,bmx-trees,40,32,48,16
payload_residual,residual::bmx-trees:00040:00036:00042,uniform_gap6,bmx-trees,40,36,42,6
payload_residual,residual::bmx-trees:00041:00032:00048,uniform_gap16,bmx-trees,41,32,48,16
payload_residual,residual::bmx-trees:00041:00036:00042,uniform_gap6,bmx-trees,41,36,42,6
payload_residual,residual::bmx-trees:00041:00040:00042,uniform_gap2,bmx-trees,41,40,42,2
payload_residual,residual::bmx-trees:00042:00032:00048,uniform_gap16,bmx-trees,42,32,48,16
payload_residual,residual::bmx-trees:00043:00032:00048,uniform_gap16,bmx-trees,43,32,48,16
payload_residual,residual::bmx-trees:00043:00042:00044,uniform_gap2,bmx-trees,43,42,44,2
payload_residual,residual::bmx-trees:00043:00042:00048,uniform_gap6,bmx-trees,43,42,48,6
payload_residual,residual::bmx-trees:00044:00032:00048,uniform_gap16,bmx-trees,44,32,48,16
payload_residual,residual::bmx-trees:00044:00042:00048,uniform_gap6,bmx-trees,44,42,48,6
payload_residual,residual::bmx-trees:00045:00032:00048,uniform_gap16,bmx-trees,45,32,48,16
payload_residual,residual::bmx-trees:00045:00042:00048,uniform_gap6,bmx-trees,45,42,48,6
payload_residual,residual::bmx-trees:00045:00044:00046,uniform_gap2,bmx-trees,45,44,46,2
payload_residual,residual::bmx-trees:00046:00032:00048,uniform_gap16,bmx-trees,46,32,48,16
payload_residual,residual::bmx-trees:00046:00042:00048,uniform_gap6,bmx-trees,46,42,48,6
payload_residual,residual::bmx-trees:00047:00032:00048,uniform_gap16,bmx-trees,47,32,48,16
payload_residual,residual::bmx-trees:00047:00042:00048,uniform_gap6,bmx-trees,47,42,48,6
payload_residual,residual::bmx-trees:00047:00046:00048,uniform_gap2,bmx-trees,47,46,48,2
payload_residual,residual::bmx-trees:00049:00048:00050,uniform_gap2,bmx-trees,49,48,50,2
payload_residual,residual::bmx-trees:00049:00048:00054,uniform_gap6,bmx-trees,49,48,54,6
payload_residual,residual::bmx-trees:00049:00048:00064,uniform_gap16,bmx-trees,49,48,64,16
payload_residual,residual::bmx-trees:00050:00048:00054,uniform_gap6,bmx-trees,50,48,54,6
payload_residual,residual::bmx-trees:00050:00048:00064,uniform_gap16,bmx-trees,50,48,64,16
payload_residual,residual::bmx-trees:00051:00048:00054,uniform_gap6,bmx-trees,51,48,54,6
payload_residual,residual::bmx-trees:00051:00048:00064,uniform_gap16,bmx-trees,51,48,64,16
payload_residual,residual::bmx-trees:00051:00050:00052,uniform_gap2,bmx-trees,51,50,52,2
payload_residual,residual::bmx-trees:00052:00048:00054,uniform_gap6,bmx-trees,52,48,54,6
payload_residual,residual::bmx-trees:00052:00048:00064,uniform_gap16,bmx-trees,52,48,64,16
payload_residual,residual::bmx-trees:00053:00048:00054,uniform_gap6,bmx-trees,53,48,54,6
payload_residual,residual::bmx-trees:00053:00048:00064,uniform_gap16,bmx-trees,53,48,64,16
payload_residual,residual::bmx-trees:00053:00052:00054,uniform_gap2,bmx-trees,53,52,54,2
payload_residual,residual::bmx-trees:00054:00048:00064,uniform_gap16,bmx-trees,54,48,64,16
payload_residual,residual::bmx-trees:00055:00048:00064,uniform_gap16,bmx-trees,55,48,64,16
payload_residual,residual::bmx-trees:00055:00054:00056,uniform_gap2,bmx-trees,55,54,56,2
payload_residual,residual::bmx-trees:00055:00054:00060,uniform_gap6,bmx-trees,55,54,60,6
payload_residual,residual::bmx-trees:00056:00048:00064,uniform_gap16,bmx-trees,56,48,64,16
payload_residual,residual::bmx-trees:00056:00054:00060,uniform_gap6,bmx-trees,56,54,60,6
payload_residual,residual::bmx-trees:00057:00048:00064,uniform_gap16,bmx-trees,57,48,64,16
payload_residual,residual::bmx-trees:00057:00054:00060,uniform_gap6,bmx-trees,57,54,60,6
payload_residual,residual::bmx-trees:00057:00056:00058,uniform_gap2,bmx-trees,57,56,58,2
payload_residual,residual::bmx-trees:00058:00048:00064,uniform_gap16,bmx-trees,58,48,64,16
payload_residual,residual::bmx-trees:00058:00054:00060,uniform_gap6,bmx-trees,58,54,60,6
payload_residual,residual::bmx-trees:00059:00048:00064,uniform_gap16,bmx-trees,59,48,64,16
payload_residual,residual::bmx-trees:00059:00054:00060,uniform_gap6,bmx-trees,59,54,60,6
payload_residual,residual::bmx-trees:00059:00058:00060,uniform_gap2,bmx-trees,59,58,60,2
payload_residual,residual::bmx-trees:00060:00048:00064,uniform_gap16,bmx-trees,60,48,64,16
payload_residual,residual::bmx-trees:00061:00048:00064,uniform_gap16,bmx-trees,61,48,64,16
payload_residual,residual::bmx-trees:00061:00060:00062,uniform_gap2,bmx-trees,61,60,62,2
payload_residual,residual::bmx-trees:00061:00060:00066,uniform_gap6,bmx-trees,61,60,66,6
payload_residual,residual::bmx-trees:00062:00048:00064,uniform_gap16,bmx-trees,62,48,64,16
payload_residual,residual::bmx-trees:00062:00060:00066,uniform_gap6,bmx-trees,62,60,66,6
payload_residual,residual::bmx-trees:00063:00048:00064,uniform_gap16,bmx-trees,63,48,64,16
payload_residual,residual::bmx-trees:00063:00060:00066,uniform_gap6,bmx-trees,63,60,66,6
payload_residual,residual::bmx-trees:00063:00062:00064,uniform_gap2,bmx-trees,63,62,64,2
payload_residual,residual::bmx-trees:00064:00060:00066,uniform_gap6,bmx-trees,64,60,66,6
payload_residual,residual::bmx-trees:00065:00060:00066,uniform_gap6,bmx-trees,65,60,66,6
payload_residual,residual::bmx-trees:00065:00064:00066,uniform_gap2,bmx-trees,65,64,66,2
payload_residual,residual::bmx-trees:00065:00064:00079,uniform_gap16,bmx-trees,65,64,79,15
payload_residual,residual::bmx-trees:00066:00064:00079,uniform_gap16,bmx-trees,66,64,79,15
payload_residual,residual::bmx-trees:00067:00064:00079,uniform_gap16,bmx-trees,67,64,79,15
payload_residual,residual::bmx-trees:00067:00066:00068,uniform_gap2,bmx-trees,67,66,68,2
payload_residual,residual::bmx-trees:00067:00066:00072,uniform_gap6,bmx-trees,67,66,72,6
payload_residual,residual::bmx-trees:00068:00064:00079,uniform_gap16,bmx-trees,68,64,79,15
payload_residual,residual::bmx-trees:00068:00066:00072,uniform_gap6,bmx-trees,68,66,72,6
payload_residual,residual::bmx-trees:00069:00064:00079,uniform_gap16,bmx-trees,69,64,79,15
payload_residual,residual::bmx-trees:00069:00066:00072,uniform_gap6,bmx-trees,69,66,72,6
payload_residual,residual::bmx-trees:00069:00068:00070,uniform_gap2,bmx-trees,69,68,70,2
payload_residual,residual::bmx-trees:00070:00064:00079,uniform_gap16,bmx-trees,70,64,79,15
payload_residual,residual::bmx-trees:00070:00066:00072,uniform_gap6,bmx-trees,70,66,72,6
payload_residual,residual::bmx-trees:00071:00064:00079,uniform_gap16,bmx-trees,71,64,79,15
payload_residual,residual::bmx-trees:00071:00066:00072,uniform_gap6,bmx-trees,71,66,72,6
payload_residual,residual::bmx-trees:00071:00070:00072,uniform_gap2,bmx-trees,71,70,72,2
payload_residual,residual::bmx-trees:00072:00064:00079,uniform_gap16,bmx-trees,72,64,79,15
payload_residual,residual::bmx-trees:00073:00064:00079,uniform_gap16,bmx-trees,73,64,79,15
payload_residual,residual::bmx-trees:00073:00072:00074,uniform_gap2,bmx-trees,73,72,74,2
payload_residual,residual::bmx-trees:00073:00072:00078,uniform_gap6,bmx-trees,73,72,78,6
payload_residual,residual::bmx-trees:00074:00064:00079,uniform_gap16,bmx-trees,74,64,79,15
payload_residual,residual::bmx-trees:00074:00072:00078,uniform_gap6,bmx-trees,74,72,78,6
payload_residual,residual::bmx-trees:00075:00064:00079,uniform_gap16,bmx-trees,75,64,79,15
payload_residual,residual::bmx-trees:00075:00072:00078,uniform_gap6,bmx-trees,75,72,78,6
payload_residual,residual::bmx-trees:00075:00074:00076,uniform_gap2,bmx-trees,75,74,76,2
payload_residual,residual::bmx-trees:00076:00064:00079,uniform_gap16,bmx-trees,76,64,79,15
payload_residual,residual::bmx-trees:00076:00072:00078,uniform_gap6,bmx-trees,76,72,78,6
payload_residual,residual::bmx-trees:00077:00064:00079,uniform_gap16,bmx-trees,77,64,79,15
payload_residual,residual::bmx-trees:00077:00072:00078,uniform_gap6,bmx-trees,77,72,78,6
payload_residual,residual::bmx-trees:00077:00076:00078,uniform_gap2,bmx-trees,77,76,78,2
payload_residual,residual::bmx-trees:00078:00064:00079,uniform_gap16,bmx-trees,78,64,79,15
payload_residual,residual::breakdance:00001:00000:00002,uniform_gap2,breakdance,1,0,2,2
payload_residual,residual::breakdance:00001:00000:00006,uniform_gap6,breakdance,1,0,6,6
payload_residual,residual::breakdance:00001:00000:00016,uniform_gap16,breakdance,1,0,16,16
payload_residual,residual::breakdance:00002:00000:00006,uniform_gap6,breakdance,2,0,6,6
payload_residual,residual::breakdance:00002:00000:00016,uniform_gap16,breakdance,2,0,16,16
payload_residual,residual::breakdance:00003:00000:00006,uniform_gap6,breakdance,3,0,6,6
payload_residual,residual::breakdance:00003:00000:00016,uniform_gap16,breakdance,3,0,16,16
payload_residual,residual::breakdance:00003:00002:00004,uniform_gap2,breakdance,3,2,4,2
payload_residual,residual::breakdance:00004:00000:00006,uniform_gap6,breakdance,4,0,6,6
payload_residual,residual::breakdance:00004:00000:00016,uniform_gap16,breakdance,4,0,16,16
payload_residual,residual::breakdance:00005:00000:00006,uniform_gap6,breakdance,5,0,6,6
payload_residual,residual::breakdance:00005:00000:00016,uniform_gap16,breakdance,5,0,16,16
payload_residual,residual::breakdance:00005:00004:00006,uniform_gap2,breakdance,5,4,6,2
payload_residual,residual::breakdance:00006:00000:00016,uniform_gap16,breakdance,6,0,16,16
payload_residual,residual::breakdance:00007:00000:00016,uniform_gap16,breakdance,7,0,16,16
payload_residual,residual::breakdance:00007:00006:00008,uniform_gap2,breakdance,7,6,8,2
payload_residual,residual::breakdance:00007:00006:00012,uniform_gap6,breakdance,7,6,12,6
payload_residual,residual::breakdance:00008:00000:00016,uniform_gap16,breakdance,8,0,16,16
payload_residual,residual::breakdance:00008:00006:00012,uniform_gap6,breakdance,8,6,12,6
payload_residual,residual::breakdance:00009:00000:00016,uniform_gap16,breakdance,9,0,16,16
payload_residual,residual::breakdance:00009:00006:00012,uniform_gap6,breakdance,9,6,12,6
payload_residual,residual::breakdance:00009:00008:00010,uniform_gap2,breakdance,9,8,10,2
payload_residual,residual::breakdance:00010:00000:00016,uniform_gap16,breakdance,10,0,16,16
payload_residual,residual::breakdance:00010:00006:00012,uniform_gap6,breakdance,10,6,12,6
payload_residual,residual::breakdance:00011:00000:00016,uniform_gap16,breakdance,11,0,16,16
payload_residual,residual::breakdance:00011:00006:00012,uniform_gap6,breakdance,11,6,12,6
payload_residual,residual::breakdance:00011:00010:00012,uniform_gap2,breakdance,11,10,12,2
payload_residual,residual::breakdance:00012:00000:00016,uniform_gap16,breakdance,12,0,16,16
payload_residual,residual::breakdance:00013:00000:00016,uniform_gap16,breakdance,13,0,16,16
payload_residual,residual::breakdance:00013:00012:00014,uniform_gap2,breakdance,13,12,14,2
payload_residual,residual::breakdance:00013:00012:00018,uniform_gap6,breakdance,13,12,18,6
payload_residual,residual::breakdance:00014:00000:00016,uniform_gap16,breakdance,14,0,16,16
payload_residual,residual::breakdance:00014:00012:00018,uniform_gap6,breakdance,14,12,18,6
payload_residual,residual::breakdance:00015:00000:00016,uniform_gap16,breakdance,15,0,16,16
payload_residual,residual::breakdance:00015:00012:00018,uniform_gap6,breakdance,15,12,18,6
payload_residual,residual::breakdance:00015:00014:00016,uniform_gap2,breakdance,15,14,16,2
payload_residual,residual::breakdance:00016:00012:00018,uniform_gap6,breakdance,16,12,18,6
payload_residual,residual::breakdance:00017:00012:00018,uniform_gap6,breakdance,17,12,18,6
payload_residual,residual::breakdance:00017:00016:00018,uniform_gap2,breakdance,17,16,18,2
payload_residual,residual::breakdance:00017:00016:00032,uniform_gap16,breakdance,17,16,32,16
payload_residual,residual::breakdance:00018:00016:00032,uniform_gap16,breakdance,18,16,32,16
payload_residual,residual::breakdance:00019:00016:00032,uniform_gap16,breakdance,19,16,32,16
payload_residual,residual::breakdance:00019:00018:00020,uniform_gap2,breakdance,19,18,20,2
payload_residual,residual::breakdance:00019:00018:00024,uniform_gap6,breakdance,19,18,24,6
payload_residual,residual::breakdance:00020:00016:00032,uniform_gap16,breakdance,20,16,32,16
payload_residual,residual::breakdance:00020:00018:00024,uniform_gap6,breakdance,20,18,24,6
payload_residual,residual::breakdance:00021:00016:00032,uniform_gap16,breakdance,21,16,32,16
payload_residual,residual::breakdance:00021:00018:00024,uniform_gap6,breakdance,21,18,24,6
payload_residual,residual::breakdance:00021:00020:00022,uniform_gap2,breakdance,21,20,22,2
payload_residual,residual::breakdance:00022:00016:00032,uniform_gap16,breakdance,22,16,32,16
payload_residual,residual::breakdance:00022:00018:00024,uniform_gap6,breakdance,22,18,24,6
payload_residual,residual::breakdance:00023:00016:00032,uniform_gap16,breakdance,23,16,32,16
payload_residual,residual::breakdance:00023:00018:00024,uniform_gap6,breakdance,23,18,24,6
payload_residual,residual::breakdance:00023:00022:00024,uniform_gap2,breakdance,23,22,24,2
payload_residual,residual::breakdance:00024:00016:00032,uniform_gap16,breakdance,24,16,32,16
payload_residual,residual::breakdance:00025:00016:00032,uniform_gap16,breakdance,25,16,32,16
payload_residual,residual::breakdance:00025:00024:00026,uniform_gap2,breakdance,25,24,26,2
payload_residual,residual::breakdance:00025:00024:00030,uniform_gap6,breakdance,25,24,30,6
payload_residual,residual::breakdance:00026:00016:00032,uniform_gap16,breakdance,26,16,32,16
payload_residual,residual::breakdance:00026:00024:00030,uniform_gap6,breakdance,26,24,30,6
payload_residual,residual::breakdance:00027:00016:00032,uniform_gap16,breakdance,27,16,32,16
payload_residual,residual::breakdance:00027:00024:00030,uniform_gap6,breakdance,27,24,30,6
payload_residual,residual::breakdance:00027:00026:00028,uniform_gap2,breakdance,27,26,28,2
payload_residual,residual::breakdance:00028:00016:00032,uniform_gap16,breakdance,28,16,32,16
payload_residual,residual::breakdance:00028:00024:00030,uniform_gap6,breakdance,28,24,30,6
payload_residual,residual::breakdance:00029:00016:00032,uniform_gap16,breakdance,29,16,32,16
payload_residual,residual::breakdance:00029:00024:00030,uniform_gap6,breakdance,29,24,30,6
payload_residual,residual::breakdance:00029:00028:00030,uniform_gap2,breakdance,29,28,30,2
payload_residual,residual::breakdance:00030:00016:00032,uniform_gap16,breakdance,30,16,32,16
payload_residual,residual::breakdance:00031:00016:00032,uniform_gap16,breakdance,31,16,32,16
payload_residual,residual::breakdance:00031:00030:00032,uniform_gap2,breakdance,31,30,32,2
payload_residual,residual::breakdance:00031:00030:00036,uniform_gap6,breakdance,31,30,36,6
payload_residual,residual::breakdance:00032:00030:00036,uniform_gap6,breakdance,32,30,36,6
payload_residual,residual::breakdance:00033:00030:00036,uniform_gap6,breakdance,33,30,36,6
payload_residual,residual::breakdance:00033:00032:00034,uniform_gap2,breakdance,33,32,34,2
payload_residual,residual::breakdance:00033:00032:00048,uniform_gap16,breakdance,33,32,48,16
payload_residual,residual::breakdance:00034:00030:00036,uniform_gap6,breakdance,34,30,36,6
payload_residual,residual::breakdance:00034:00032:00048,uniform_gap16,breakdance,34,32,48,16
payload_residual,residual::breakdance:00035:00030:00036,uniform_gap6,breakdance,35,30,36,6
payload_residual,residual::breakdance:00035:00032:00048,uniform_gap16,breakdance,35,32,48,16
payload_residual,residual::breakdance:00035:00034:00036,uniform_gap2,breakdance,35,34,36,2
payload_residual,residual::breakdance:00036:00032:00048,uniform_gap16,breakdance,36,32,48,16
payload_residual,residual::breakdance:00037:00032:00048,uniform_gap16,breakdance,37,32,48,16
payload_residual,residual::breakdance:00037:00036:00038,uniform_gap2,breakdance,37,36,38,2
payload_residual,residual::breakdance:00037:00036:00042,uniform_gap6,breakdance,37,36,42,6
payload_residual,residual::breakdance:00038:00032:00048,uniform_gap16,breakdance,38,32,48,16
payload_residual,residual::breakdance:00038:00036:00042,uniform_gap6,breakdance,38,36,42,6
payload_residual,residual::breakdance:00039:00032:00048,uniform_gap16,breakdance,39,32,48,16
payload_residual,residual::breakdance:00039:00036:00042,uniform_gap6,breakdance,39,36,42,6
payload_residual,residual::breakdance:00039:00038:00040,uniform_gap2,breakdance,39,38,40,2
payload_residual,residual::breakdance:00040:00032:00048,uniform_gap16,breakdance,40,32,48,16
payload_residual,residual::breakdance:00040:00036:00042,uniform_gap6,breakdance,40,36,42,6
payload_residual,residual::breakdance:00041:00032:00048,uniform_gap16,breakdance,41,32,48,16
payload_residual,residual::breakdance:00041:00036:00042,uniform_gap6,breakdance,41,36,42,6
payload_residual,residual::breakdance:00041:00040:00042,uniform_gap2,breakdance,41,40,42,2
payload_residual,residual::breakdance:00042:00032:00048,uniform_gap16,breakdance,42,32,48,16
payload_residual,residual::breakdance:00043:00032:00048,uniform_gap16,breakdance,43,32,48,16
payload_residual,residual::breakdance:00043:00042:00044,uniform_gap2,breakdance,43,42,44,2
payload_residual,residual::breakdance:00043:00042:00048,uniform_gap6,breakdance,43,42,48,6
payload_residual,residual::breakdance:00044:00032:00048,uniform_gap16,breakdance,44,32,48,16
payload_residual,residual::breakdance:00044:00042:00048,uniform_gap6,breakdance,44,42,48,6
payload_residual,residual::breakdance:00045:00032:00048,uniform_gap16,breakdance,45,32,48,16
payload_residual,residual::breakdance:00045:00042:00048,uniform_gap6,breakdance,45,42,48,6
payload_residual,residual::breakdance:00045:00044:00046,uniform_gap2,breakdance,45,44,46,2
payload_residual,residual::breakdance:00046:00032:00048,uniform_gap16,breakdance,46,32,48,16
payload_residual,residual::breakdance:00046:00042:00048,uniform_gap6,breakdance,46,42,48,6
payload_residual,residual::breakdance:00047:00032:00048,uniform_gap16,breakdance,47,32,48,16
payload_residual,residual::breakdance:00047:00042:00048,uniform_gap6,breakdance,47,42,48,6
payload_residual,residual::breakdance:00047:00046:00048,uniform_gap2,breakdance,47,46,48,2
payload_residual,residual::breakdance:00049:00048:00050,uniform_gap2,breakdance,49,48,50,2
payload_residual,residual::breakdance:00049:00048:00054,uniform_gap6,breakdance,49,48,54,6
payload_residual,residual::breakdance:00049:00048:00064,uniform_gap16,breakdance,49,48,64,16
payload_residual,residual::breakdance:00050:00048:00054,uniform_gap6,breakdance,50,48,54,6
payload_residual,residual::breakdance:00050:00048:00064,uniform_gap16,breakdance,50,48,64,16
payload_residual,residual::breakdance:00051:00048:00054,uniform_gap6,breakdance,51,48,54,6
payload_residual,residual::breakdance:00051:00048:00064,uniform_gap16,breakdance,51,48,64,16
payload_residual,residual::breakdance:00051:00050:00052,uniform_gap2,breakdance,51,50,52,2
payload_residual,residual::breakdance:00052:00048:00054,uniform_gap6,breakdance,52,48,54,6
payload_residual,residual::breakdance:00052:00048:00064,uniform_gap16,breakdance,52,48,64,16
payload_residual,residual::breakdance:00053:00048:00054,uniform_gap6,breakdance,53,48,54,6
payload_residual,residual::breakdance:00053:00048:00064,uniform_gap16,breakdance,53,48,64,16
payload_residual,residual::breakdance:00053:00052:00054,uniform_gap2,breakdance,53,52,54,2
payload_residual,residual::breakdance:00054:00048:00064,uniform_gap16,breakdance,54,48,64,16
payload_residual,residual::breakdance:00055:00048:00064,uniform_gap16,breakdance,55,48,64,16
payload_residual,residual::breakdance:00055:00054:00056,uniform_gap2,breakdance,55,54,56,2
payload_residual,residual::breakdance:00055:00054:00060,uniform_gap6,breakdance,55,54,60,6
payload_residual,residual::breakdance:00056:00048:00064,uniform_gap16,breakdance,56,48,64,16
payload_residual,residual::breakdance:00056:00054:00060,uniform_gap6,breakdance,56,54,60,6
payload_residual,residual::breakdance:00057:00048:00064,uniform_gap16,breakdance,57,48,64,16
payload_residual,residual::breakdance:00057:00054:00060,uniform_gap6,breakdance,57,54,60,6
payload_residual,residual::breakdance:00057:00056:00058,uniform_gap2,breakdance,57,56,58,2
payload_residual,residual::breakdance:00058:00048:00064,uniform_gap16,breakdance,58,48,64,16
payload_residual,residual::breakdance:00058:00054:00060,uniform_gap6,breakdance,58,54,60,6
payload_residual,residual::breakdance:00059:00048:00064,uniform_gap16,breakdance,59,48,64,16
payload_residual,residual::breakdance:00059:00054:00060,uniform_gap6,breakdance,59,54,60,6
payload_residual,residual::breakdance:00059:00058:00060,uniform_gap2,breakdance,59,58,60,2
payload_residual,residual::breakdance:00060:00048:00064,uniform_gap16,breakdance,60,48,64,16
payload_residual,residual::breakdance:00061:00048:00064,uniform_gap16,breakdance,61,48,64,16
