measurement_key,sequence,target_index,left_index,right_index,segment_length,normalized_time,used_by_schedules,schedule_count
residual::bmx-trees:00071:00064:00079,bmx-trees,71,64,79,15,0.4666666666666667,uniform_gap16,1
residual::bmx-trees:00071:00066:00072,bmx-trees,71,66,72,6,0.8333333333333334,uniform_gap6,1
residual::bmx-trees:00071:00068:00072,bmx-trees,71,68,72,4,0.75,uniform_gap4,1
residual::bmx-trees:00071:00070:00072,bmx-trees,71,70,72,2,0.5,uniform_gap2,1
residual::bmx-trees:00072:00064:00079,bmx-trees,72,64,79,15,0.5333333333333333,uniform_gap16,1
residual::bmx-trees:00073:00064:00079,bmx-trees,73,64,79,15,0.6,uniform_gap16,1
residual::bmx-trees:00073:00072:00074,bmx-trees,73,72,74,2,0.5,uniform_gap2,1
residual::bmx-trees:00073:00072:00076,bmx-trees,73,72,76,4,0.25,uniform_gap4,1
residual::bmx-trees:00073:00072:00078,bmx-trees,73,72,78,6,0.16666666666666666,uniform_gap6,1
residual::bmx-trees:00073:00072:00079,bmx-trees,73,72,79,7,0.14285714285714285,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00074:00064:00079,bmx-trees,74,64,79,15,0.6666666666666666,uniform_gap16,1
residual::bmx-trees:00074:00072:00076,bmx-trees,74,72,76,4,0.5,uniform_gap4,1
residual::bmx-trees:00074:00072:00078,bmx-trees,74,72,78,6,0.3333333333333333,uniform_gap6,1
residual::bmx-trees:00074:00072:00079,bmx-trees,74,72,79,7,0.2857142857142857,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00075:00064:00079,bmx-trees,75,64,79,15,0.7333333333333333,uniform_gap16,1
residual::bmx-trees:00075:00072:00076,bmx-trees,75,72,76,4,0.75,uniform_gap4,1
residual::bmx-trees:00075:00072:00078,bmx-trees,75,72,78,6,0.5,uniform_gap6,1
residual::bmx-trees:00075:00072:00079,bmx-trees,75,72,79,7,0.42857142857142855,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00075:00074:00076,bmx-trees,75,74,76,2,0.5,uniform_gap2,1
residual::bmx-trees:00076:00064:00079,bmx-trees,76,64,79,15,0.8,uniform_gap16,1
residual::bmx-trees:00076:00072:00078,bmx-trees,76,72,78,6,0.6666666666666666,uniform_gap6,1
residual::bmx-trees:00076:00072:00079,bmx-trees,76,72,79,7,0.5714285714285714,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00077:00064:00079,bmx-trees,77,64,79,15,0.8666666666666667,uniform_gap16,1
residual::bmx-trees:00077:00072:00078,bmx-trees,77,72,78,6,0.8333333333333334,uniform_gap6,1
residual::bmx-trees:00077:00072:00079,bmx-trees,77,72,79,7,0.7142857142857143,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00077:00076:00078,bmx-trees,77,76,78,2,0.5,uniform_gap2,1
residual::bmx-trees:00077:00076:00079,bmx-trees,77,76,79,3,0.3333333333333333,uniform_gap4,1
residual::bmx-trees:00078:00064:00079,bmx-trees,78,64,79,15,0.9333333333333333,uniform_gap16,1
residual::bmx-trees:00078:00072:00079,bmx-trees,78,72,79,7,0.8571428571428571,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00078:00076:00079,bmx-trees,78,76,79,3,0.6666666666666666,uniform_gap4,1
residual::breakdance:00001:00000:00002,breakdance,1,0,2,2,0.5,uniform_gap2,1
residual::breakdance:00001:00000:00004,breakdance,1,0,4,4,0.25,uniform_gap4,1
residual::breakdance:00001:00000:00006,breakdance,1,0,6,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00001:00000:00008,breakdance,1,0,8,8,0.125,stage165_adaptive uniform_gap8,2
residual::breakdance:00001:00000:00016,breakdance,1,0,16,16,0.0625,uniform_gap16,1
residual::breakdance:00002:00000:00004,breakdance,2,0,4,4,0.5,uniform_gap4,1
residual::breakdance:00002:00000:00006,breakdance,2,0,6,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00002:00000:00008,breakdance,2,0,8,8,0.25,stage165_adaptive uniform_gap8,2
residual::breakdance:00002:00000:00016,breakdance,2,0,16,16,0.125,uniform_gap16,1
residual::breakdance:00003:00000:00004,breakdance,3,0,4,4,0.75,uniform_gap4,1
residual::breakdance:00003:00000:00006,breakdance,3,0,6,6,0.5,uniform_gap6,1
residual::breakdance:00003:00000:00008,breakdance,3,0,8,8,0.375,stage165_adaptive uniform_gap8,2
residual::breakdance:00003:00000:00016,breakdance,3,0,16,16,0.1875,uniform_gap16,1
residual::breakdance:00003:00002:00004,breakdance,3,2,4,2,0.5,uniform_gap2,1
residual::breakdance:00004:00000:00006,breakdance,4,0,6,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00004:00000:00008,breakdance,4,0,8,8,0.5,stage165_adaptive uniform_gap8,2
residual::breakdance:00004:00000:00016,breakdance,4,0,16,16,0.25,uniform_gap16,1
residual::breakdance:00005:00000:00006,breakdance,5,0,6,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00005:00000:00008,breakdance,5,0,8,8,0.625,stage165_adaptive uniform_gap8,2
residual::breakdance:00005:00000:00016,breakdance,5,0,16,16,0.3125,uniform_gap16,1
residual::breakdance:00005:00004:00006,breakdance,5,4,6,2,0.5,uniform_gap2,1
residual::breakdance:00005:00004:00008,breakdance,5,4,8,4,0.25,uniform_gap4,1
residual::breakdance:00006:00000:00008,breakdance,6,0,8,8,0.75,stage165_adaptive uniform_gap8,2
residual::breakdance:00006:00000:00016,breakdance,6,0,16,16,0.375,uniform_gap16,1
residual::breakdance:00006:00004:00008,breakdance,6,4,8,4,0.5,uniform_gap4,1
residual::breakdance:00007:00000:00008,breakdance,7,0,8,8,0.875,stage165_adaptive uniform_gap8,2
residual::breakdance:00007:00000:00016,breakdance,7,0,16,16,0.4375,uniform_gap16,1
residual::breakdance:00007:00004:00008,breakdance,7,4,8,4,0.75,uniform_gap4,1
residual::breakdance:00007:00006:00008,breakdance,7,6,8,2,0.5,uniform_gap2,1
residual::breakdance:00007:00006:00012,breakdance,7,6,12,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00008:00000:00016,breakdance,8,0,16,16,0.5,uniform_gap16,1
residual::breakdance:00008:00006:00012,breakdance,8,6,12,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00009:00000:00016,breakdance,9,0,16,16,0.5625,uniform_gap16,1
residual::breakdance:00009:00006:00012,breakdance,9,6,12,6,0.5,uniform_gap6,1
residual::breakdance:00009:00008:00010,breakdance,9,8,10,2,0.5,uniform_gap2,1
residual::breakdance:00009:00008:00012,breakdance,9,8,12,4,0.25,uniform_gap4,1
residual::breakdance:00009:00008:00016,breakdance,9,8,16,8,0.125,stage165_adaptive uniform_gap8,2
residual::breakdance:00010:00000:00016,breakdance,10,0,16,16,0.625,uniform_gap16,1
residual::breakdance:00010:00006:00012,breakdance,10,6,12,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00010:00008:00012,breakdance,10,8,12,4,0.5,uniform_gap4,1
residual::breakdance:00010:00008:00016,breakdance,10,8,16,8,0.25,stage165_adaptive uniform_gap8,2
residual::breakdance:00011:00000:00016,breakdance,11,0,16,16,0.6875,uniform_gap16,1
residual::breakdance:00011:00006:00012,breakdance,11,6,12,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00011:00008:00012,breakdance,11,8,12,4,0.75,uniform_gap4,1
residual::breakdance:00011:00008:00016,breakdance,11,8,16,8,0.375,stage165_adaptive uniform_gap8,2
residual::breakdance:00011:00010:00012,breakdance,11,10,12,2,0.5,uniform_gap2,1
residual::breakdance:00012:00000:00016,breakdance,12,0,16,16,0.75,uniform_gap16,1
residual::breakdance:00012:00008:00016,breakdance,12,8,16,8,0.5,stage165_adaptive uniform_gap8,2
residual::breakdance:00013:00000:00016,breakdance,13,0,16,16,0.8125,uniform_gap16,1
residual::breakdance:00013:00008:00016,breakdance,13,8,16,8,0.625,stage165_adaptive uniform_gap8,2
residual::breakdance:00013:00012:00014,breakdance,13,12,14,2,0.5,uniform_gap2,1
residual::breakdance:00013:00012:00016,breakdance,13,12,16,4,0.25,uniform_gap4,1
residual::breakdance:00013:00012:00018,breakdance,13,12,18,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00014:00000:00016,breakdance,14,0,16,16,0.875,uniform_gap16,1
residual::breakdance:00014:00008:00016,breakdance,14,8,16,8,0.75,stage165_adaptive uniform_gap8,2
residual::breakdance:00014:00012:00016,breakdance,14,12,16,4,0.5,uniform_gap4,1
residual::breakdance:00014:00012:00018,breakdance,14,12,18,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00015:00000:00016,breakdance,15,0,16,16,0.9375,uniform_gap16,1
residual::breakdance:00015:00008:00016,breakdance,15,8,16,8,0.875,stage165_adaptive uniform_gap8,2
residual::breakdance:00015:00012:00016,breakdance,15,12,16,4,0.75,uniform_gap4,1
residual::breakdance:00015:00012:00018,breakdance,15,12,18,6,0.5,uniform_gap6,1
residual::breakdance:00015:00014:00016,breakdance,15,14,16,2,0.5,uniform_gap2,1
residual::breakdance:00016:00012:00018,breakdance,16,12,18,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00017:00012:00018,breakdance,17,12,18,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00017:00016:00018,breakdance,17,16,18,2,0.5,uniform_gap2,1
residual::breakdance:00017:00016:00020,breakdance,17,16,20,4,0.25,uniform_gap4,1
residual::breakdance:00017:00016:00024,breakdance,17,16,24,8,0.125,stage165_adaptive uniform_gap8,2
residual::breakdance:00017:00016:00032,breakdance,17,16,32,16,0.0625,uniform_gap16,1
residual::breakdance:00018:00016:00020,breakdance,18,16,20,4,0.5,uniform_gap4,1
residual::breakdance:00018:00016:00024,breakdance,18,16,24,8,0.25,stage165_adaptive uniform_gap8,2
residual::breakdance:00018:00016:00032,breakdance,18,16,32,16,0.125,uniform_gap16,1
residual::breakdance:00019:00016:00020,breakdance,19,16,20,4,0.75,uniform_gap4,1
residual::breakdance:00019:00016:00024,breakdance,19,16,24,8,0.375,stage165_adaptive uniform_gap8,2
residual::breakdance:00019:00016:00032,breakdance,19,16,32,16,0.1875,uniform_gap16,1
residual::breakdance:00019:00018:00020,breakdance,19,18,20,2,0.5,uniform_gap2,1
residual::breakdance:00019:00018:00024,breakdance,19,18,24,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00020:00016:00024,breakdance,20,16,24,8,0.5,stage165_adaptive uniform_gap8,2
residual::breakdance:00020:00016:00032,breakdance,20,16,32,16,0.25,uniform_gap16,1
residual::breakdance:00020:00018:00024,breakdance,20,18,24,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00021:00016:00024,breakdance,21,16,24,8,0.625,stage165_adaptive uniform_gap8,2
residual::breakdance:00021:00016:00032,breakdance,21,16,32,16,0.3125,uniform_gap16,1
residual::breakdance:00021:00018:00024,breakdance,21,18,24,6,0.5,uniform_gap6,1
residual::breakdance:00021:00020:00022,breakdance,21,20,22,2,0.5,uniform_gap2,1
residual::breakdance:00021:00020:00024,breakdance,21,20,24,4,0.25,uniform_gap4,1
residual::breakdance:00022:00016:00024,breakdance,22,16,24,8,0.75,stage165_adaptive uniform_gap8,2
residual::breakdance:00022:00016:00032,breakdance,22,16,32,16,0.375,uniform_gap16,1
residual::breakdance:00022:00018:00024,breakdance,22,18,24,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00022:00020:00024,breakdance,22,20,24,4,0.5,uniform_gap4,1
residual::breakdance:00023:00016:00024,breakdance,23,16,24,8,0.875,stage165_adaptive uniform_gap8,2
residual::breakdance:00023:00016:00032,breakdance,23,16,32,16,0.4375,uniform_gap16,1
residual::breakdance:00023:00018:00024,breakdance,23,18,24,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00023:00020:00024,breakdance,23,20,24,4,0.75,uniform_gap4,1
residual::breakdance:00023:00022:00024,breakdance,23,22,24,2,0.5,uniform_gap2,1
residual::breakdance:00024:00016:00032,breakdance,24,16,32,16,0.5,uniform_gap16,1
residual::breakdance:00025:00016:00032,breakdance,25,16,32,16,0.5625,uniform_gap16,1
residual::breakdance:00025:00024:00026,breakdance,25,24,26,2,0.5,uniform_gap2,1
residual::breakdance:00025:00024:00028,breakdance,25,24,28,4,0.25,uniform_gap4,1
residual::breakdance:00025:00024:00030,breakdance,25,24,30,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00025:00024:00032,breakdance,25,24,32,8,0.125,stage165_adaptive uniform_gap8,2
residual::breakdance:00026:00016:00032,breakdance,26,16,32,16,0.625,uniform_gap16,1
residual::breakdance:00026:00024:00028,breakdance,26,24,28,4,0.5,uniform_gap4,1
residual::breakdance:00026:00024:00030,breakdance,26,24,30,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00026:00024:00032,breakdance,26,24,32,8,0.25,stage165_adaptive uniform_gap8,2
residual::breakdance:00027:00016:00032,breakdance,27,16,32,16,0.6875,uniform_gap16,1
residual::breakdance:00027:00024:00028,breakdance,27,24,28,4,0.75,uniform_gap4,1
residual::breakdance:00027:00024:00030,breakdance,27,24,30,6,0.5,uniform_gap6,1
residual::breakdance:00027:00024:00032,breakdance,27,24,32,8,0.375,stage165_adaptive uniform_gap8,2
residual::breakdance:00027:00026:00028,breakdance,27,26,28,2,0.5,uniform_gap2,1
residual::breakdance:00028:00016:00032,breakdance,28,16,32,16,0.75,uniform_gap16,1
residual::breakdance:00028:00024:00030,breakdance,28,24,30,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00028:00024:00032,breakdance,28,24,32,8,0.5,stage165_adaptive uniform_gap8,2
residual::breakdance:00029:00016:00032,breakdance,29,16,32,16,0.8125,uniform_gap16,1
residual::breakdance:00029:00024:00030,breakdance,29,24,30,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00029:00024:00032,breakdance,29,24,32,8,0.625,stage165_adaptive uniform_gap8,2
residual::breakdance:00029:00028:00030,breakdance,29,28,30,2,0.5,uniform_gap2,1
residual::breakdance:00029:00028:00032,breakdance,29,28,32,4,0.25,uniform_gap4,1
residual::breakdance:00030:00016:00032,breakdance,30,16,32,16,0.875,uniform_gap16,1
residual::breakdance:00030:00024:00032,breakdance,30,24,32,8,0.75,stage165_adaptive uniform_gap8,2
residual::breakdance:00030:00028:00032,breakdance,30,28,32,4,0.5,uniform_gap4,1
residual::breakdance:00031:00016:00032,breakdance,31,16,32,16,0.9375,uniform_gap16,1
residual::breakdance:00031:00024:00032,breakdance,31,24,32,8,0.875,stage165_adaptive uniform_gap8,2
residual::breakdance:00031:00028:00032,breakdance,31,28,32,4,0.75,uniform_gap4,1
residual::breakdance:00031:00030:00032,breakdance,31,30,32,2,0.5,uniform_gap2,1
residual::breakdance:00031:00030:00036,breakdance,31,30,36,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00032:00030:00036,breakdance,32,30,36,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00033:00030:00036,breakdance,33,30,36,6,0.5,uniform_gap6,1
residual::breakdance:00033:00032:00034,breakdance,33,32,34,2,0.5,uniform_gap2,1
residual::breakdance:00033:00032:00036,breakdance,33,32,36,4,0.25,uniform_gap4,1
residual::breakdance:00033:00032:00040,breakdance,33,32,40,8,0.125,stage165_adaptive uniform_gap8,2
residual::breakdance:00033:00032:00048,breakdance,33,32,48,16,0.0625,uniform_gap16,1
residual::breakdance:00034:00030:00036,breakdance,34,30,36,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00034:00032:00036,breakdance,34,32,36,4,0.5,uniform_gap4,1
residual::breakdance:00034:00032:00040,breakdance,34,32,40,8,0.25,stage165_adaptive uniform_gap8,2
residual::breakdance:00034:00032:00048,breakdance,34,32,48,16,0.125,uniform_gap16,1
residual::breakdance:00035:00030:00036,breakdance,35,30,36,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00035:00032:00036,breakdance,35,32,36,4,0.75,uniform_gap4,1
residual::breakdance:00035:00032:00040,breakdance,35,32,40,8,0.375,stage165_adaptive uniform_gap8,2
residual::breakdance:00035:00032:00048,breakdance,35,32,48,16,0.1875,uniform_gap16,1
residual::breakdance:00035:00034:00036,breakdance,35,34,36,2,0.5,uniform_gap2,1
residual::breakdance:00036:00032:00040,breakdance,36,32,40,8,0.5,stage165_adaptive uniform_gap8,2
residual::breakdance:00036:00032:00048,breakdance,36,32,48,16,0.25,uniform_gap16,1
residual::breakdance:00037:00032:00040,breakdance,37,32,40,8,0.625,stage165_adaptive uniform_gap8,2
residual::breakdance:00037:00032:00048,breakdance,37,32,48,16,0.3125,uniform_gap16,1
residual::breakdance:00037:00036:00038,breakdance,37,36,38,2,0.5,uniform_gap2,1
residual::breakdance:00037:00036:00040,breakdance,37,36,40,4,0.25,uniform_gap4,1
residual::breakdance:00037:00036:00042,breakdance,37,36,42,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00038:00032:00040,breakdance,38,32,40,8,0.75,stage165_adaptive uniform_gap8,2
residual::breakdance:00038:00032:00048,breakdance,38,32,48,16,0.375,uniform_gap16,1
residual::breakdance:00038:00036:00040,breakdance,38,36,40,4,0.5,uniform_gap4,1
residual::breakdance:00038:00036:00042,breakdance,38,36,42,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00039:00032:00040,breakdance,39,32,40,8,0.875,stage165_adaptive uniform_gap8,2
residual::breakdance:00039:00032:00048,breakdance,39,32,48,16,0.4375,uniform_gap16,1
residual::breakdance:00039:00036:00040,breakdance,39,36,40,4,0.75,uniform_gap4,1
residual::breakdance:00039:00036:00042,breakdance,39,36,42,6,0.5,uniform_gap6,1
residual::breakdance:00039:00038:00040,breakdance,39,38,40,2,0.5,uniform_gap2,1
residual::breakdance:00040:00032:00048,breakdance,40,32,48,16,0.5,uniform_gap16,1
residual::breakdance:00040:00036:00042,breakdance,40,36,42,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00041:00032:00048,breakdance,41,32,48,16,0.5625,uniform_gap16,1
residual::breakdance:00041:00036:00042,breakdance,41,36,42,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00041:00040:00042,breakdance,41,40,42,2,0.5,uniform_gap2,1
residual::breakdance:00041:00040:00044,breakdance,41,40,44,4,0.25,uniform_gap4,1
residual::breakdance:00041:00040:00048,breakdance,41,40,48,8,0.125,stage165_adaptive uniform_gap8,2
residual::breakdance:00042:00032:00048,breakdance,42,32,48,16,0.625,uniform_gap16,1
residual::breakdance:00042:00040:00044,breakdance,42,40,44,4,0.5,uniform_gap4,1
residual::breakdance:00042:00040:00048,breakdance,42,40,48,8,0.25,stage165_adaptive uniform_gap8,2
residual::breakdance:00043:00032:00048,breakdance,43,32,48,16,0.6875,uniform_gap16,1
residual::breakdance:00043:00040:00044,breakdance,43,40,44,4,0.75,uniform_gap4,1
residual::breakdance:00043:00040:00048,breakdance,43,40,48,8,0.375,stage165_adaptive uniform_gap8,2
residual::breakdance:00043:00042:00044,breakdance,43,42,44,2,0.5,uniform_gap2,1
residual::breakdance:00043:00042:00048,breakdance,43,42,48,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00044:00032:00048,breakdance,44,32,48,16,0.75,uniform_gap16,1
residual::breakdance:00044:00040:00048,breakdance,44,40,48,8,0.5,stage165_adaptive uniform_gap8,2
residual::breakdance:00044:00042:00048,breakdance,44,42,48,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00045:00032:00048,breakdance,45,32,48,16,0.8125,uniform_gap16,1
residual::breakdance:00045:00040:00048,breakdance,45,40,48,8,0.625,stage165_adaptive uniform_gap8,2
residual::breakdance:00045:00042:00048,breakdance,45,42,48,6,0.5,uniform_gap6,1
residual::breakdance:00045:00044:00046,breakdance,45,44,46,2,0.5,uniform_gap2,1
residual::breakdance:00045:00044:00048,breakdance,45,44,48,4,0.25,uniform_gap4,1
residual::breakdance:00046:00032:00048,breakdance,46,32,48,16,0.875,uniform_gap16,1
residual::breakdance:00046:00040:00048,breakdance,46,40,48,8,0.75,stage165_adaptive uniform_gap8,2
residual::breakdance:00046:00042:00048,breakdance,46,42,48,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00046:00044:00048,breakdance,46,44,48,4,0.5,uniform_gap4,1
residual::breakdance:00047:00032:00048,breakdance,47,32,48,16,0.9375,uniform_gap16,1
residual::breakdance:00047:00040:00048,breakdance,47,40,48,8,0.875,stage165_adaptive uniform_gap8,2
residual::breakdance:00047:00042:00048,breakdance,47,42,48,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00047:00044:00048,breakdance,47,44,48,4,0.75,uniform_gap4,1
residual::breakdance:00047:00046:00048,breakdance,47,46,48,2,0.5,uniform_gap2,1
residual::breakdance:00049:00048:00050,breakdance,49,48,50,2,0.5,uniform_gap2,1
residual::breakdance:00049:00048:00052,breakdance,49,48,52,4,0.25,uniform_gap4,1
residual::breakdance:00049:00048:00054,breakdance,49,48,54,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00049:00048:00056,breakdance,49,48,56,8,0.125,stage165_adaptive uniform_gap8,2
residual::breakdance:00049:00048:00064,breakdance,49,48,64,16,0.0625,uniform_gap16,1
residual::breakdance:00050:00048:00052,breakdance,50,48,52,4,0.5,uniform_gap4,1
residual::breakdance:00050:00048:00054,breakdance,50,48,54,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00050:00048:00056,breakdance,50,48,56,8,0.25,stage165_adaptive uniform_gap8,2
residual::breakdance:00050:00048:00064,breakdance,50,48,64,16,0.125,uniform_gap16,1
residual::breakdance:00051:00048:00052,breakdance,51,48,52,4,0.75,uniform_gap4,1
residual::breakdance:00051:00048:00054,breakdance,51,48,54,6,0.5,uniform_gap6,1
residual::breakdance:00051:00048:00056,breakdance,51,48,56,8,0.375,stage165_adaptive uniform_gap8,2
residual::breakdance:00051:00048:00064,breakdance,51,48,64,16,0.1875,uniform_gap16,1
residual::breakdance:00051:00050:00052,breakdance,51,50,52,2,0.5,uniform_gap2,1
residual::breakdance:00052:00048:00054,breakdance,52,48,54,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00052:00048:00056,breakdance,52,48,56,8,0.5,stage165_adaptive uniform_gap8,2
residual::breakdance:00052:00048:00064,breakdance,52,48,64,16,0.25,uniform_gap16,1
residual::breakdance:00053:00048:00054,breakdance,53,48,54,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00053:00048:00056,breakdance,53,48,56,8,0.625,stage165_adaptive uniform_gap8,2
residual::breakdance:00053:00048:00064,breakdance,53,48,64,16,0.3125,uniform_gap16,1
residual::breakdance:00053:00052:00054,breakdance,53,52,54,2,0.5,uniform_gap2,1
residual::breakdance:00053:00052:00056,breakdance,53,52,56,4,0.25,uniform_gap4,1
residual::breakdance:00054:00048:00056,breakdance,54,48,56,8,0.75,stage165_adaptive uniform_gap8,2
residual::breakdance:00054:00048:00064,breakdance,54,48,64,16,0.375,uniform_gap16,1
residual::breakdance:00054:00052:00056,breakdance,54,52,56,4,0.5,uniform_gap4,1
residual::breakdance:00055:00048:00056,breakdance,55,48,56,8,0.875,stage165_adaptive uniform_gap8,2
residual::breakdance:00055:00048:00064,breakdance,55,48,64,16,0.4375,uniform_gap16,1
residual::breakdance:00055:00052:00056,breakdance,55,52,56,4,0.75,uniform_gap4,1
residual::breakdance:00055:00054:00056,breakdance,55,54,56,2,0.5,uniform_gap2,1
residual::breakdance:00055:00054:00060,breakdance,55,54,60,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00056:00048:00064,breakdance,56,48,64,16,0.5,uniform_gap16,1
residual::breakdance:00056:00054:00060,breakdance,56,54,60,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00057:00048:00064,breakdance,57,48,64,16,0.5625,uniform_gap16,1
residual::breakdance:00057:00054:00060,breakdance,57,54,60,6,0.5,uniform_gap6,1
residual::breakdance:00057:00056:00058,breakdance,57,56,58,2,0.5,uniform_gap2,1
residual::breakdance:00057:00056:00060,breakdance,57,56,60,4,0.25,uniform_gap4,1
residual::breakdance:00057:00056:00064,breakdance,57,56,64,8,0.125,stage165_adaptive uniform_gap8,2
residual::breakdance:00058:00048:00064,breakdance,58,48,64,16,0.625,uniform_gap16,1
residual::breakdance:00058:00054:00060,breakdance,58,54,60,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00058:00056:00060,breakdance,58,56,60,4,0.5,uniform_gap4,1
residual::breakdance:00058:00056:00064,breakdance,58,56,64,8,0.25,stage165_adaptive uniform_gap8,2
residual::breakdance:00059:00048:00064,breakdance,59,48,64,16,0.6875,uniform_gap16,1
residual::breakdance:00059:00054:00060,breakdance,59,54,60,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00059:00056:00060,breakdance,59,56,60,4,0.75,uniform_gap4,1
residual::breakdance:00059:00056:00064,breakdance,59,56,64,8,0.375,stage165_adaptive uniform_gap8,2
residual::breakdance:00059:00058:00060,breakdance,59,58,60,2,0.5,uniform_gap2,1
residual::breakdance:00060:00048:00064,breakdance,60,48,64,16,0.75,uniform_gap16,1
residual::breakdance:00060:00056:00064,breakdance,60,56,64,8,0.5,stage165_adaptive uniform_gap8,2
residual::breakdance:00061:00048:00064,breakdance,61,48,64,16,0.8125,uniform_gap16,1
residual::breakdance:00061:00056:00064,breakdance,61,56,64,8,0.625,stage165_adaptive uniform_gap8,2
residual::breakdance:00061:00060:00062,breakdance,61,60,62,2,0.5,uniform_gap2,1
residual::breakdance:00061:00060:00064,breakdance,61,60,64,4,0.25,uniform_gap4,1
residual::breakdance:00061:00060:00066,breakdance,61,60,66,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00062:00048:00064,breakdance,62,48,64,16,0.875,uniform_gap16,1
residual::breakdance:00062:00056:00064,breakdance,62,56,64,8,0.75,stage165_adaptive uniform_gap8,2
residual::breakdance:00062:00060:00064,breakdance,62,60,64,4,0.5,uniform_gap4,1
residual::breakdance:00062:00060:00066,breakdance,62,60,66,6,0.3333333333333333,uniform_gap6,1
residual::breakdance:00063:00048:00064,breakdance,63,48,64,16,0.9375,uniform_gap16,1
residual::breakdance:00063:00056:00064,breakdance,63,56,64,8,0.875,stage165_adaptive uniform_gap8,2
residual::breakdance:00063:00060:00064,breakdance,63,60,64,4,0.75,uniform_gap4,1
residual::breakdance:00063:00060:00066,breakdance,63,60,66,6,0.5,uniform_gap6,1
residual::breakdance:00063:00062:00064,breakdance,63,62,64,2,0.5,uniform_gap2,1
residual::breakdance:00064:00060:00066,breakdance,64,60,66,6,0.6666666666666666,uniform_gap6,1
residual::breakdance:00065:00060:00066,breakdance,65,60,66,6,0.8333333333333334,uniform_gap6,1
residual::breakdance:00065:00064:00066,breakdance,65,64,66,2,0.5,uniform_gap2,1
residual::breakdance:00065:00064:00068,breakdance,65,64,68,4,0.25,uniform_gap4,1
residual::breakdance:00065:00064:00072,breakdance,65,64,72,8,0.125,stage165_adaptive uniform_gap8,2
residual::breakdance:00065:00064:00080,breakdance,65,64,80,16,0.0625,uniform_gap16,1
residual::breakdance:00066:00064:00068,breakdance,66,64,68,4,0.5,uniform_gap4,1
residual::breakdance:00066:00064:00072,breakdance,66,64,72,8,0.25,stage165_adaptive uniform_gap8,2
residual::breakdance:00066:00064:00080,breakdance,66,64,80,16,0.125,uniform_gap16,1
residual::breakdance:00067:00064:00068,breakdance,67,64,68,4,0.75,uniform_gap4,1
residual::breakdance:00067:00064:00072,breakdance,67,64,72,8,0.375,stage165_adaptive uniform_gap8,2
residual::breakdance:00067:00064:00080,breakdance,67,64,80,16,0.1875,uniform_gap16,1
residual::breakdance:00067:00066:00068,breakdance,67,66,68,2,0.5,uniform_gap2,1
residual::breakdance:00067:00066:00072,breakdance,67,66,72,6,0.16666666666666666,uniform_gap6,1
residual::breakdance:00068:00064:00072,breakdance,68,64,72,8,0.5,stage165_adaptive uniform_gap8,2
