sequence,total_frames,schedule,frame_index,measurement_type,measurement_key,left_index,right_index,segment_length,normalized_time,is_keyframe,notes
cows,104,uniform_gap6,84,q12_keyframe_payload,keyframe::cows:00084,84,84,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap6,85,stage158_residual_payload,residual::cows:00085:00084:00090,84,90,6,0.16666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,86,stage158_residual_payload,residual::cows:00086:00084:00090,84,90,6,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,87,stage158_residual_payload,residual::cows:00087:00084:00090,84,90,6,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,88,stage158_residual_payload,residual::cows:00088:00084:00090,84,90,6,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,89,stage158_residual_payload,residual::cows:00089:00084:00090,84,90,6,0.8333333333333334,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,90,q12_keyframe_payload,keyframe::cows:00090,90,90,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap6,91,stage158_residual_payload,residual::cows:00091:00090:00096,90,96,6,0.16666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,92,stage158_residual_payload,residual::cows:00092:00090:00096,90,96,6,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,93,stage158_residual_payload,residual::cows:00093:00090:00096,90,96,6,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,94,stage158_residual_payload,residual::cows:00094:00090:00096,90,96,6,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,95,stage158_residual_payload,residual::cows:00095:00090:00096,90,96,6,0.8333333333333334,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,96,q12_keyframe_payload,keyframe::cows:00096,96,96,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap6,97,stage158_residual_payload,residual::cows:00097:00096:00102,96,102,6,0.16666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,98,stage158_residual_payload,residual::cows:00098:00096:00102,96,102,6,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,99,stage158_residual_payload,residual::cows:00099:00096:00102,96,102,6,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,100,stage158_residual_payload,residual::cows:00100:00096:00102,96,102,6,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,101,stage158_residual_payload,residual::cows:00101:00096:00102,96,102,6,0.8333333333333334,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap6,102,q12_keyframe_payload,keyframe::cows:00102,102,102,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap6,103,q12_keyframe_payload,keyframe::cows:00103,103,103,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,0,q12_keyframe_payload,keyframe::cows:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,1,stage158_residual_payload,residual::cows:00001:00000:00008,0,8,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,2,stage158_residual_payload,residual::cows:00002:00000:00008,0,8,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,3,stage158_residual_payload,residual::cows:00003:00000:00008,0,8,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,4,stage158_residual_payload,residual::cows:00004:00000:00008,0,8,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,5,stage158_residual_payload,residual::cows:00005:00000:00008,0,8,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,6,stage158_residual_payload,residual::cows:00006:00000:00008,0,8,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,7,stage158_residual_payload,residual::cows:00007:00000:00008,0,8,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,8,q12_keyframe_payload,keyframe::cows:00008,8,8,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,9,stage158_residual_payload,residual::cows:00009:00008:00016,8,16,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,10,stage158_residual_payload,residual::cows:00010:00008:00016,8,16,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,11,stage158_residual_payload,residual::cows:00011:00008:00016,8,16,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,12,stage158_residual_payload,residual::cows:00012:00008:00016,8,16,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,13,stage158_residual_payload,residual::cows:00013:00008:00016,8,16,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,14,stage158_residual_payload,residual::cows:00014:00008:00016,8,16,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,15,stage158_residual_payload,residual::cows:00015:00008:00016,8,16,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,16,q12_keyframe_payload,keyframe::cows:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,17,stage158_residual_payload,residual::cows:00017:00016:00024,16,24,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,18,stage158_residual_payload,residual::cows:00018:00016:00024,16,24,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,19,stage158_residual_payload,residual::cows:00019:00016:00024,16,24,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,20,stage158_residual_payload,residual::cows:00020:00016:00024,16,24,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,21,stage158_residual_payload,residual::cows:00021:00016:00024,16,24,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,22,stage158_residual_payload,residual::cows:00022:00016:00024,16,24,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,23,stage158_residual_payload,residual::cows:00023:00016:00024,16,24,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,24,q12_keyframe_payload,keyframe::cows:00024,24,24,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,25,stage158_residual_payload,residual::cows:00025:00024:00032,24,32,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,26,stage158_residual_payload,residual::cows:00026:00024:00032,24,32,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,27,stage158_residual_payload,residual::cows:00027:00024:00032,24,32,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,28,stage158_residual_payload,residual::cows:00028:00024:00032,24,32,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,29,stage158_residual_payload,residual::cows:00029:00024:00032,24,32,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,30,stage158_residual_payload,residual::cows:00030:00024:00032,24,32,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,31,stage158_residual_payload,residual::cows:00031:00024:00032,24,32,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,32,q12_keyframe_payload,keyframe::cows:00032,32,32,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,33,stage158_residual_payload,residual::cows:00033:00032:00040,32,40,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,34,stage158_residual_payload,residual::cows:00034:00032:00040,32,40,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,35,stage158_residual_payload,residual::cows:00035:00032:00040,32,40,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,36,stage158_residual_payload,residual::cows:00036:00032:00040,32,40,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,37,stage158_residual_payload,residual::cows:00037:00032:00040,32,40,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,38,stage158_residual_payload,residual::cows:00038:00032:00040,32,40,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,39,stage158_residual_payload,residual::cows:00039:00032:00040,32,40,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,40,q12_keyframe_payload,keyframe::cows:00040,40,40,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,41,stage158_residual_payload,residual::cows:00041:00040:00048,40,48,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,42,stage158_residual_payload,residual::cows:00042:00040:00048,40,48,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,43,stage158_residual_payload,residual::cows:00043:00040:00048,40,48,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,44,stage158_residual_payload,residual::cows:00044:00040:00048,40,48,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,45,stage158_residual_payload,residual::cows:00045:00040:00048,40,48,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,46,stage158_residual_payload,residual::cows:00046:00040:00048,40,48,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,47,stage158_residual_payload,residual::cows:00047:00040:00048,40,48,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,48,q12_keyframe_payload,keyframe::cows:00048,48,48,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,49,stage158_residual_payload,residual::cows:00049:00048:00056,48,56,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,50,stage158_residual_payload,residual::cows:00050:00048:00056,48,56,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,51,stage158_residual_payload,residual::cows:00051:00048:00056,48,56,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,52,stage158_residual_payload,residual::cows:00052:00048:00056,48,56,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,53,stage158_residual_payload,residual::cows:00053:00048:00056,48,56,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,54,stage158_residual_payload,residual::cows:00054:00048:00056,48,56,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,55,stage158_residual_payload,residual::cows:00055:00048:00056,48,56,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,56,q12_keyframe_payload,keyframe::cows:00056,56,56,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,57,stage158_residual_payload,residual::cows:00057:00056:00064,56,64,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,58,stage158_residual_payload,residual::cows:00058:00056:00064,56,64,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,59,stage158_residual_payload,residual::cows:00059:00056:00064,56,64,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,60,stage158_residual_payload,residual::cows:00060:00056:00064,56,64,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,61,stage158_residual_payload,residual::cows:00061:00056:00064,56,64,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,62,stage158_residual_payload,residual::cows:00062:00056:00064,56,64,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,63,stage158_residual_payload,residual::cows:00063:00056:00064,56,64,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,64,q12_keyframe_payload,keyframe::cows:00064,64,64,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,65,stage158_residual_payload,residual::cows:00065:00064:00072,64,72,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,66,stage158_residual_payload,residual::cows:00066:00064:00072,64,72,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,67,stage158_residual_payload,residual::cows:00067:00064:00072,64,72,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,68,stage158_residual_payload,residual::cows:00068:00064:00072,64,72,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,69,stage158_residual_payload,residual::cows:00069:00064:00072,64,72,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,70,stage158_residual_payload,residual::cows:00070:00064:00072,64,72,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,71,stage158_residual_payload,residual::cows:00071:00064:00072,64,72,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,72,q12_keyframe_payload,keyframe::cows:00072,72,72,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,73,stage158_residual_payload,residual::cows:00073:00072:00080,72,80,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,74,stage158_residual_payload,residual::cows:00074:00072:00080,72,80,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,75,stage158_residual_payload,residual::cows:00075:00072:00080,72,80,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,76,stage158_residual_payload,residual::cows:00076:00072:00080,72,80,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,77,stage158_residual_payload,residual::cows:00077:00072:00080,72,80,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,78,stage158_residual_payload,residual::cows:00078:00072:00080,72,80,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,79,stage158_residual_payload,residual::cows:00079:00072:00080,72,80,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,80,q12_keyframe_payload,keyframe::cows:00080,80,80,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,81,stage158_residual_payload,residual::cows:00081:00080:00088,80,88,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,82,stage158_residual_payload,residual::cows:00082:00080:00088,80,88,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,83,stage158_residual_payload,residual::cows:00083:00080:00088,80,88,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,84,stage158_residual_payload,residual::cows:00084:00080:00088,80,88,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,85,stage158_residual_payload,residual::cows:00085:00080:00088,80,88,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,86,stage158_residual_payload,residual::cows:00086:00080:00088,80,88,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,87,stage158_residual_payload,residual::cows:00087:00080:00088,80,88,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,88,q12_keyframe_payload,keyframe::cows:00088,88,88,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,89,stage158_residual_payload,residual::cows:00089:00088:00096,88,96,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,90,stage158_residual_payload,residual::cows:00090:00088:00096,88,96,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,91,stage158_residual_payload,residual::cows:00091:00088:00096,88,96,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,92,stage158_residual_payload,residual::cows:00092:00088:00096,88,96,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,93,stage158_residual_payload,residual::cows:00093:00088:00096,88,96,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,94,stage158_residual_payload,residual::cows:00094:00088:00096,88,96,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,95,stage158_residual_payload,residual::cows:00095:00088:00096,88,96,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,96,q12_keyframe_payload,keyframe::cows:00096,96,96,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,97,stage158_residual_payload,residual::cows:00097:00096:00103,96,103,7,0.14285714285714285,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,98,stage158_residual_payload,residual::cows:00098:00096:00103,96,103,7,0.2857142857142857,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,99,stage158_residual_payload,residual::cows:00099:00096:00103,96,103,7,0.42857142857142855,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,100,stage158_residual_payload,residual::cows:00100:00096:00103,96,103,7,0.5714285714285714,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,101,stage158_residual_payload,residual::cows:00101:00096:00103,96,103,7,0.7142857142857143,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,102,stage158_residual_payload,residual::cows:00102:00096:00103,96,103,7,0.8571428571428571,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,103,q12_keyframe_payload,keyframe::cows:00103,103,103,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap16,0,q12_keyframe_payload,keyframe::cows:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap16,1,stage158_residual_payload,residual::cows:00001:00000:00016,0,16,16,0.0625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,2,stage158_residual_payload,residual::cows:00002:00000:00016,0,16,16,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,3,stage158_residual_payload,residual::cows:00003:00000:00016,0,16,16,0.1875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,4,stage158_residual_payload,residual::cows:00004:00000:00016,0,16,16,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,5,stage158_residual_payload,residual::cows:00005:00000:00016,0,16,16,0.3125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,6,stage158_residual_payload,residual::cows:00006:00000:00016,0,16,16,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,7,stage158_residual_payload,residual::cows:00007:00000:00016,0,16,16,0.4375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,8,stage158_residual_payload,residual::cows:00008:00000:00016,0,16,16,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,9,stage158_residual_payload,residual::cows:00009:00000:00016,0,16,16,0.5625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,10,stage158_residual_payload,residual::cows:00010:00000:00016,0,16,16,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,11,stage158_residual_payload,residual::cows:00011:00000:00016,0,16,16,0.6875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,12,stage158_residual_payload,residual::cows:00012:00000:00016,0,16,16,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,13,stage158_residual_payload,residual::cows:00013:00000:00016,0,16,16,0.8125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,14,stage158_residual_payload,residual::cows:00014:00000:00016,0,16,16,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,15,stage158_residual_payload,residual::cows:00015:00000:00016,0,16,16,0.9375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,16,q12_keyframe_payload,keyframe::cows:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap16,17,stage158_residual_payload,residual::cows:00017:00016:00032,16,32,16,0.0625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,18,stage158_residual_payload,residual::cows:00018:00016:00032,16,32,16,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,19,stage158_residual_payload,residual::cows:00019:00016:00032,16,32,16,0.1875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,20,stage158_residual_payload,residual::cows:00020:00016:00032,16,32,16,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,21,stage158_residual_payload,residual::cows:00021:00016:00032,16,32,16,0.3125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,22,stage158_residual_payload,residual::cows:00022:00016:00032,16,32,16,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,23,stage158_residual_payload,residual::cows:00023:00016:00032,16,32,16,0.4375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,24,stage158_residual_payload,residual::cows:00024:00016:00032,16,32,16,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,25,stage158_residual_payload,residual::cows:00025:00016:00032,16,32,16,0.5625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,26,stage158_residual_payload,residual::cows:00026:00016:00032,16,32,16,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,27,stage158_residual_payload,residual::cows:00027:00016:00032,16,32,16,0.6875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,28,stage158_residual_payload,residual::cows:00028:00016:00032,16,32,16,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,29,stage158_residual_payload,residual::cows:00029:00016:00032,16,32,16,0.8125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,30,stage158_residual_payload,residual::cows:00030:00016:00032,16,32,16,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,31,stage158_residual_payload,residual::cows:00031:00016:00032,16,32,16,0.9375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,32,q12_keyframe_payload,keyframe::cows:00032,32,32,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap16,33,stage158_residual_payload,residual::cows:00033:00032:00048,32,48,16,0.0625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,34,stage158_residual_payload,residual::cows:00034:00032:00048,32,48,16,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,35,stage158_residual_payload,residual::cows:00035:00032:00048,32,48,16,0.1875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,36,stage158_residual_payload,residual::cows:00036:00032:00048,32,48,16,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,37,stage158_residual_payload,residual::cows:00037:00032:00048,32,48,16,0.3125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,38,stage158_residual_payload,residual::cows:00038:00032:00048,32,48,16,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,39,stage158_residual_payload,residual::cows:00039:00032:00048,32,48,16,0.4375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,40,stage158_residual_payload,residual::cows:00040:00032:00048,32,48,16,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,41,stage158_residual_payload,residual::cows:00041:00032:00048,32,48,16,0.5625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,42,stage158_residual_payload,residual::cows:00042:00032:00048,32,48,16,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,43,stage158_residual_payload,residual::cows:00043:00032:00048,32,48,16,0.6875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,44,stage158_residual_payload,residual::cows:00044:00032:00048,32,48,16,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,45,stage158_residual_payload,residual::cows:00045:00032:00048,32,48,16,0.8125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,46,stage158_residual_payload,residual::cows:00046:00032:00048,32,48,16,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,47,stage158_residual_payload,residual::cows:00047:00032:00048,32,48,16,0.9375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,48,q12_keyframe_payload,keyframe::cows:00048,48,48,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap16,49,stage158_residual_payload,residual::cows:00049:00048:00064,48,64,16,0.0625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,50,stage158_residual_payload,residual::cows:00050:00048:00064,48,64,16,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,51,stage158_residual_payload,residual::cows:00051:00048:00064,48,64,16,0.1875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,52,stage158_residual_payload,residual::cows:00052:00048:00064,48,64,16,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,53,stage158_residual_payload,residual::cows:00053:00048:00064,48,64,16,0.3125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,54,stage158_residual_payload,residual::cows:00054:00048:00064,48,64,16,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,55,stage158_residual_payload,residual::cows:00055:00048:00064,48,64,16,0.4375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,56,stage158_residual_payload,residual::cows:00056:00048:00064,48,64,16,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap16,57,stage158_residual_payload,residual::cows:00057:00048:00064,48,64,16,0.5625,0,measure Stage158 entropy residual payload for recovered non-keyframe
