task_split,setting_label,setting_role,keep_fraction,side_bits,task_id,dataset,split,sequence,codec,bits,reference_gap,target_index,normalized_time,left_anchor_source_item,left_anchor_source_side,right_anchor_source_item,right_anchor_source_side,target_dense_anchor_source_item,target_dense_anchor_source_side,keep_gaussians,feature_dim,residual_dim,feature_rms,label_rms
train,q4_top10,low_rate,0.1,4,stage79_00004777,DAVIS,train,dancing,q12,12,4,49,0.25,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000051_000052.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000048_000049.pt,right_anchor,3686,56,13,0.4601037800312042,0.14214390516281128
train,q4_top20,primary,0.2,4,stage79_00016906,DAVIS,train,snowboard,q12,12,4,59,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000059_000060.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000058_000059.pt,right_anchor,7373,56,13,0.4948534369468689,0.1616395264863968
train,q4_top10,low_rate,0.1,4,stage79_00016906,DAVIS,train,snowboard,q12,12,4,59,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000059_000060.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/snowboard/gap1/pair_000058_000059.pt,right_anchor,3686,56,13,0.5074085593223572,0.17676952481269836
train,q4_top20,primary,0.2,4,stage79_00006097,DAVIS,train,dogs-scale,q12,12,4,77,0.25,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000075_000076.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000079_000080.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000076_000077.pt,right_anchor,7373,56,13,0.447260320186615,0.11916356533765793
train,q4_top10,low_rate,0.1,4,stage79_00006097,DAVIS,train,dogs-scale,q12,12,4,77,0.25,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000075_000076.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000079_000080.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dogs-scale/gap1/pair_000076_000077.pt,right_anchor,3686,56,13,0.4673978388309479,0.14033029973506927
train,q4_top20,primary,0.2,4,stage79_00010455,DAVIS,train,lady-running,q12,12,16,25,0.5625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000024_000025.pt,right_anchor,7373,56,13,0.45536085963249207,0.13692735135555267
train,q4_top10,low_rate,0.1,4,stage79_00010455,DAVIS,train,lady-running,q12,12,16,25,0.5625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lady-running/gap1/pair_000024_000025.pt,right_anchor,3686,56,13,0.4739179313182831,0.1443479359149933
train,q4_top20,primary,0.2,4,stage79_00000216,DAVIS,train,bear,q12,12,4,15,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000011_000012.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000014_000015.pt,right_anchor,7373,56,13,0.46918463706970215,0.13776320219039917
train,q4_top10,low_rate,0.1,4,stage79_00000216,DAVIS,train,bear,q12,12,4,15,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000011_000012.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/bear/gap1/pair_000014_000015.pt,right_anchor,3686,56,13,0.48560476303100586,0.1520857959985733
train,q4_top20,primary,0.2,4,stage79_00012839,DAVIS,train,motocross-bumps,q12,12,16,24,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/motocross-bumps/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/motocross-bumps/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/motocross-bumps/gap1/pair_000023_000024.pt,right_anchor,7373,56,13,0.43580886721611023,0.12568917870521545
train,q4_top10,low_rate,0.1,4,stage79_00012839,DAVIS,train,motocross-bumps,q12,12,16,24,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/motocross-bumps/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/motocross-bumps/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/motocross-bumps/gap1/pair_000023_000024.pt,right_anchor,3686,56,13,0.44142529368400574,0.13671499490737915
train,q4_top20,primary,0.2,4,stage79_00010006,DAVIS,train,koala,q12,12,8,23,0.875,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/koala/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/koala/gap1/pair_000023_000024.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/koala/gap1/pair_000022_000023.pt,right_anchor,7373,56,13,0.4853869676589966,0.09725023061037064
train,q4_top10,low_rate,0.1,4,stage79_00010006,DAVIS,train,koala,q12,12,8,23,0.875,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/koala/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/koala/gap1/pair_000023_000024.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/koala/gap1/pair_000022_000023.pt,right_anchor,3686,56,13,0.4940730035305023,0.0970647931098938
train,q4_top20,primary,0.2,4,stage79_00004234,DAVIS,train,crossing,q12,12,8,45,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000039_000040.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000044_000045.pt,right_anchor,7373,56,13,0.44431084394454956,0.11649084836244583
train,q4_top10,low_rate,0.1,4,stage79_00004234,DAVIS,train,crossing,q12,12,8,45,0.625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000039_000040.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/crossing/gap1/pair_000044_000045.pt,right_anchor,3686,56,13,0.44873714447021484,0.14169491827487946
train,q4_top20,primary,0.2,4,stage79_00013510,DAVIS,train,paragliding,q12,12,4,31,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/paragliding/gap1/pair_000027_000028.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/paragliding/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/paragliding/gap1/pair_000030_000031.pt,right_anchor,7373,56,13,0.44515782594680786,0.08809167146682739
train,q4_top10,low_rate,0.1,4,stage79_00013510,DAVIS,train,paragliding,q12,12,4,31,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/paragliding/gap1/pair_000027_000028.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/paragliding/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/paragliding/gap1/pair_000030_000031.pt,right_anchor,3686,56,13,0.45466911792755127,0.10377364605665207
train,q4_top20,primary,0.2,4,stage79_00016589,DAVIS,train,skate-park,q12,12,8,39,0.875,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/skate-park/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/skate-park/gap1/pair_000039_000040.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/skate-park/gap1/pair_000038_000039.pt,right_anchor,7373,56,13,0.48234298825263977,0.12001148611307144
train,q4_top10,low_rate,0.1,4,stage79_00016589,DAVIS,train,skate-park,q12,12,8,39,0.875,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/skate-park/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/skate-park/gap1/pair_000039_000040.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/skate-park/gap1/pair_000038_000039.pt,right_anchor,3686,56,13,0.4913024306297302,0.1367214173078537
train,q4_top20,primary,0.2,4,stage79_00018872,DAVIS,train,tennis,q12,12,4,58,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tennis/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tennis/gap1/pair_000059_000060.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tennis/gap1/pair_000057_000058.pt,right_anchor,7373,56,13,0.4546395540237427,0.11834439635276794
train,q4_top10,low_rate,0.1,4,stage79_00018872,DAVIS,train,tennis,q12,12,4,58,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tennis/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tennis/gap1/pair_000059_000060.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/tennis/gap1/pair_000057_000058.pt,right_anchor,3686,56,13,0.4638479948043823,0.1267576813697815
train,q4_top20,primary,0.2,4,stage79_00020685,DAVIS,train,varanus-cage,q12,12,16,1,0.0625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000000_000001.pt,right_anchor,7373,56,13,0.47996068000793457,0.098234161734581
train,q4_top10,low_rate,0.1,4,stage79_00020685,DAVIS,train,varanus-cage,q12,12,16,1,0.0625,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/varanus-cage/gap1/pair_000000_000001.pt,right_anchor,3686,56,13,0.49130433797836304,0.10501502454280853
train,q4_top20,primary,0.2,4,stage79_00011015,DAVIS,train,longboard,q12,12,4,35,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/longboard/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/longboard/gap1/pair_000035_000036.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/longboard/gap1/pair_000034_000035.pt,right_anchor,7373,56,13,0.4628700315952301,0.13069112598896027
train,q4_top10,low_rate,0.1,4,stage79_00011015,DAVIS,train,longboard,q12,12,4,35,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/longboard/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/longboard/gap1/pair_000035_000036.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/longboard/gap1/pair_000034_000035.pt,right_anchor,3686,56,13,0.4734407067298889,0.14307905733585358
train,q4_top20,primary,0.2,4,stage79_00006453,DAVIS,train,drift-turn,q12,12,4,59,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drift-turn/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drift-turn/gap1/pair_000059_000060.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drift-turn/gap1/pair_000058_000059.pt,right_anchor,7373,56,13,0.47928640246391296,0.15285027027130127
train,q4_top10,low_rate,0.1,4,stage79_00006453,DAVIS,train,drift-turn,q12,12,4,59,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drift-turn/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drift-turn/gap1/pair_000059_000060.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drift-turn/gap1/pair_000058_000059.pt,right_anchor,3686,56,13,0.49099335074424744,0.157590851187706
train,q4_top20,primary,0.2,4,stage79_00005385,DAVIS,train,dog-agility,q12,12,16,8,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dog-agility/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dog-agility/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dog-agility/gap1/pair_000007_000008.pt,right_anchor,7373,56,13,0.46568331122398376,0.15682092308998108
train,q4_top10,low_rate,0.1,4,stage79_00005385,DAVIS,train,dog-agility,q12,12,16,8,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dog-agility/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dog-agility/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dog-agility/gap1/pair_000007_000008.pt,right_anchor,3686,56,13,0.4813062846660614,0.16774359345436096
train,q4_top20,primary,0.2,4,stage79_00011669,DAVIS,train,mallard-fly,q12,12,4,35,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/mallard-fly/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/mallard-fly/gap1/pair_000035_000036.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/mallard-fly/gap1/pair_000034_000035.pt,right_anchor,7373,56,13,0.4618818163871765,0.1259036809206009
train,q4_top10,low_rate,0.1,4,stage79_00011669,DAVIS,train,mallard-fly,q12,12,4,35,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/mallard-fly/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/mallard-fly/gap1/pair_000035_000036.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/mallard-fly/gap1/pair_000034_000035.pt,right_anchor,3686,56,13,0.4721123278141022,0.13402995467185974
train,q4_top20,primary,0.2,4,stage79_00006929,DAVIS,train,drone,q12,12,8,73,0.125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drone/gap1/pair_000071_000072.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drone/gap1/pair_000079_000080.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drone/gap1/pair_000072_000073.pt,right_anchor,7373,56,13,0.4723908305168152,0.16025345027446747
train,q4_top10,low_rate,0.1,4,stage79_00006929,DAVIS,train,drone,q12,12,8,73,0.125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drone/gap1/pair_000071_000072.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drone/gap1/pair_000079_000080.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/drone/gap1/pair_000072_000073.pt,right_anchor,3686,56,13,0.4881898760795593,0.17490749061107635
train,q4_top20,primary,0.2,4,stage79_00011315,DAVIS,train,lucia,q12,12,4,30,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lucia/gap1/pair_000027_000028.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lucia/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lucia/gap1/pair_000029_000030.pt,right_anchor,7373,56,13,0.4470921754837036,0.12594443559646606
train,q4_top10,low_rate,0.1,4,stage79_00011315,DAVIS,train,lucia,q12,12,4,30,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lucia/gap1/pair_000027_000028.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lucia/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/lucia/gap1/pair_000029_000030.pt,right_anchor,3686,56,13,0.45401832461357117,0.13621000945568085
train,q4_top20,primary,0.2,4,stage79_00004829,DAVIS,train,dancing,q12,12,8,50,0.25,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000049_000050.pt,right_anchor,7373,56,13,0.4557845890522003,0.14991767704486847
train,q4_top10,low_rate,0.1,4,stage79_00004829,DAVIS,train,dancing,q12,12,8,50,0.25,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000049_000050.pt,right_anchor,3686,56,13,0.4689110517501831,0.15914258360862732
train,q4_top20,primary,0.2,4,stage79_00002654,DAVIS,train,car-turn,q12,12,4,22,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000019_000020.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000023_000024.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000021_000022.pt,right_anchor,7373,56,13,0.44567394256591797,0.1113070398569107
train,q4_top10,low_rate,0.1,4,stage79_00002654,DAVIS,train,car-turn,q12,12,4,22,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000019_000020.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000023_000024.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000021_000022.pt,right_anchor,3686,56,13,0.454926460981369,0.1273287981748581
train,q4_top20,primary,0.2,4,stage79_00018640,DAVIS,train,swing,q12,12,16,44,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000043_000044.pt,right_anchor,7373,56,13,0.4688294529914856,0.13398775458335876
train,q4_top10,low_rate,0.1,4,stage79_00018640,DAVIS,train,swing,q12,12,16,44,0.75,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/swing/gap1/pair_000043_000044.pt,right_anchor,3686,56,13,0.4758317470550537,0.13650833070278168
train,q4_top20,primary,0.2,4,stage79_00002806,DAVIS,train,car-turn,q12,12,16,43,0.6875,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000042_000043.pt,right_anchor,7373,56,13,0.4637486934661865,0.14132164418697357
train,q4_top10,low_rate,0.1,4,stage79_00002806,DAVIS,train,car-turn,q12,12,16,43,0.6875,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/car-turn/gap1/pair_000042_000043.pt,right_anchor,3686,56,13,0.47315800189971924,0.14824306964874268
train,q4_top20,primary,0.2,4,stage79_00009132,DAVIS,train,kid-football,q12,12,4,62,0.5,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/kid-football/gap1/pair_000059_000060.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/kid-football/gap1/pair_000063_000064.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/kid-football/gap1/pair_000061_000062.pt,right_anchor,7373,56,13,0.44192734360694885,0.14298038184642792
