dataset,split,selector_split,sequence,sample,left_index,right_index,segment_length,middle_count,normalized_left,normalized_right,endpoint_anchor_mse,endpoint_anchor_l1,endpoint_rgb_mse,endpoint_opacity_mse,endpoint_scale_mse,endpoint_xyz_mse,endpoint_rot_mse,left_opacity_mean,right_opacity_mean,left_scale_mean,right_scale_mean,rgb_motion_mean,rgb_motion_max,rgb_endpoint_mse,label_adapter_mse_sum,label_adapter_mse_mean,label_adapter_mse_max,label_linear_mse_sum,label_linear_mse_mean,label_adapter_delta_vs_linear_sum,label_adapter_delta_vs_linear_mean,label_log_adapter_mse_mean,label_adapter_better_than_linear
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,4,9,5,4,0.045454545454545456,0.10227272727272728,0.0230035912245512,0.06019866466522217,0.09128134697675705,0.017573488876223564,2.1488242509803968e-06,0.002541626337915659,0.0,0.8433966636657715,0.8457100987434387,0.0052606211975216866,0.005209228023886681,0.08901648074388505,0.10405081510543823,0.04713335633277893,0.13352718390524387,0.03338179597631097,0.03694599121809006,0.05396172124892473,0.013490430312231183,0.07956546265631914,0.019891365664079785,-1.476490301507778,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,4,11,7,6,0.045454545454545456,0.125,0.028571944683790207,0.06934505701065063,0.11374635249376297,0.01840442419052124,2.2869201075081946e-06,0.00392905855551362,0.0,0.8433966636657715,0.8441743850708008,0.0052606211975216866,0.005193371791392565,0.08909017379794802,0.10405081510543823,0.06454840302467346,0.20871872082352638,0.03478645347058773,0.03886093199253082,0.09055086597800255,0.015091810996333757,0.11816785484552383,0.019694642474253975,-1.4585898459356939,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,5,8,3,2,0.056818181818181816,0.09090909090909091,0.020895356312394142,0.056876424700021744,0.08270993828773499,0.017475059255957603,2.0949257759639295e-06,0.002010169206187129,0.0,0.8442205786705017,0.8444169759750366,0.005254986230283976,0.005249622743576765,0.08867538472016652,0.10405081510543823,0.040279630571603775,0.06374085322022438,0.03187042661011219,0.03315935283899307,0.021906167268753052,0.010953083634376526,0.04183468595147133,0.020917342975735664,-1.496612123108887,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,5,9,4,3,0.056818181818181816,0.10227272727272728,0.022273331880569458,0.05923130363225937,0.08799310773611069,0.01733674854040146,2.1317769096640404e-06,0.0027443154249340296,0.0,0.8442205786705017,0.8457100987434387,0.005254986230283976,0.005209228023886681,0.08920283988118172,0.10405081510543823,0.04494442045688629,0.09863275662064552,0.03287758554021517,0.035421863198280334,0.0379803404211998,0.012660113473733267,0.060652416199445724,0.020217472066481904,-1.4831000836085395,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,5,11,6,5,0.056818181818181816,0.125,0.029624752700328827,0.07138094305992126,0.11715705692768097,0.018575021997094154,2.3524846710643033e-06,0.005023614503443241,0.0,0.8442205786705017,0.8441743850708008,0.005254986230283976,0.005193371791392565,0.08922669539848964,0.10405081510543823,0.0673486664891243,0.1696424689143896,0.03392849378287792,0.037325967103242874,0.07052953913807869,0.014105907827615737,0.09911292977631092,0.019822585955262182,-1.4694354199266502,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,5,12,7,6,0.056818181818181816,0.13636363636363635,0.0314839743077755,0.07440105825662613,0.12440367043018341,0.01905774511396885,2.435677743051201e-06,0.0056726643815636635,0.0,0.8442205786705017,0.844007670879364,0.005254986230283976,0.005208595190197229,0.08625495114496776,0.10405081510543823,0.07330846786499023,0.20194249041378498,0.03365708173563083,0.03761107474565506,0.08394594117999077,0.013990990196665129,0.11799654923379421,0.019666091538965702,-1.4729235425675988,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,5,14,9,8,0.056818181818181816,0.1590909090909091,0.03422003611922264,0.07871416956186295,0.1350397914648056,0.018946068361401558,2.551568741182564e-06,0.006929954048246145,0.0,0.8442205786705017,0.8466957211494446,0.005254986230283976,0.005238092504441738,0.08241191133856773,0.10405081510543823,0.08158612251281738,0.27539885975420475,0.034424857469275594,0.03893250972032547,0.120687167160213,0.015085895895026624,0.15471169259399176,0.01933896157424897,-1.4631278491829038,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,5,20,15,14,0.056818181818181816,0.22727272727272727,0.032055433839559555,0.07735095173120499,0.12372273951768875,0.0197522584348917,2.590442136352067e-06,0.008598312735557556,0.0,0.8442205786705017,0.8455665111541748,0.005254986230283976,0.005202071741223335,0.08275603453318278,0.12348824739456177,0.07186266034841537,0.5537403002381325,0.039552878588438034,0.04632497951388359,0.28495763801038265,0.020354117000741617,0.2687826622277498,0.019198761587696418,-1.402821903822046,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,6,9,3,2,0.06818181818181818,0.10227272727272728,0.021194452419877052,0.057093314826488495,0.08299648016691208,0.017731474712491035,2.054089009106974e-06,0.0029342782218009233,0.0,0.8442724347114563,0.8457100987434387,0.005214014556258917,0.005209228023886681,0.08425351480642955,0.0907852053642273,0.04064245894551277,0.06333442218601704,0.03166721109300852,0.033556316047906876,0.021639988757669926,0.010819994378834963,0.04169443342834711,0.020847216714173555,-1.4993901829121448,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,6,13,7,6,0.06818181818181818,0.14772727272727273,0.03124191239476204,0.07446799427270889,0.12221217155456543,0.01919384114444256,2.443481207592413e-06,0.00676985876634717,0.0,0.8442724347114563,0.8457885384559631,0.005214014556258917,0.0052299280650913715,0.07996287143656186,0.09097860008478165,0.07129738479852676,0.1960404235869646,0.03267340393116077,0.03780140355229378,0.07872725278139114,0.013121208796898523,0.11731317080557346,0.01955219513426225,-1.4858056181432946,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,6,14,8,7,0.06818181818181818,0.1590909090909091,0.031992632895708084,0.07609938085079193,0.12429380416870117,0.019317418336868286,2.5771653326955857e-06,0.007900066673755646,0.0,0.8442724347114563,0.8466957211494446,0.005214014556258917,0.005238092504441738,0.07970704836770892,0.09097860008478165,0.07330683618783951,0.23830622620880604,0.03404374660125801,0.03895076736807823,0.10250081028789282,0.014642972898270403,0.13580541592091322,0.019400773702987605,-1.4679626507276262,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,7,10,3,2,0.07954545454545454,0.11363636363636363,0.022268937900662422,0.059204280376434326,0.08727780729532242,0.017653563991189003,2.154790990971378e-06,0.0033349567092955112,0.0,0.8463961482048035,0.8456705808639526,0.00524081289768219,0.005177424754947424,0.0835694968700409,0.0907852053642273,0.045098792761564255,0.062325770035386086,0.031162885017693043,0.033349402248859406,0.02078203856945038,0.01039101928472519,0.04154373146593571,0.020771865732967854,-1.5063623427292978,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,7,11,4,3,0.07954545454545454,0.125,0.02621922641992569,0.06611473113298416,0.10278420150279999,0.018534136936068535,2.3046593469189247e-06,0.004652855452150106,0.0,0.8463961482048035,0.8441743850708008,0.00524081289768219,0.005193371791392565,0.08542177267372608,0.09097860008478165,0.05607457831501961,0.09590532444417477,0.03196844148139159,0.03502049669623375,0.035105958580970764,0.011701986193656921,0.060799365863204,0.020266455287734665,-1.4952785358301564,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,7,13,6,5,0.07954545454545454,0.14772727272727273,0.02830618806183338,0.06991025060415268,0.110660120844841,0.0185549296438694,2.401907067905995e-06,0.0058134375140070915,0.0,0.8463961482048035,0.8457885384559631,0.00524081289768219,0.0052299280650913715,0.07835297224422295,0.09097860008478165,0.06272587180137634,0.1600962057709694,0.03201924115419388,0.03657444566488266,0.06217554956674576,0.012435109913349151,0.09792065620422363,0.019584131240844724,-1.494588964921939,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,7,16,9,8,0.07954545454545454,0.18181818181818182,0.03165333718061447,0.07602488249540329,0.1221972405910492,0.019120965152978897,2.6397956389700994e-06,0.008591785095632076,0.0,0.8463961482048035,0.8485941886901855,0.00524081289768219,0.005212180316448212,0.07900117710232735,0.09456858783960342,0.07115403562784195,0.2838180139660835,0.03547725174576044,0.04074983671307564,0.1304635275155306,0.016307940939441323,0.15335448645055294,0.019169310806319118,-1.4500500302564605,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,7,17,10,9,0.07954545454545454,0.19318181818181818,0.03213569149374962,0.07734668999910355,0.12307047098875046,0.01950969733297825,2.6535972210695036e-06,0.009679196402430534,0.0,0.8463961482048035,0.8477628827095032,0.00524081289768219,0.005207558628171682,0.07989436648786068,0.09456858783960342,0.07152210921049118,0.3264856692403555,0.03627618547115061,0.04191609472036362,0.15400309395045042,0.01711145488338338,0.17248257528990507,0.01916473058776723,-1.4403783863167998,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,8,10,2,1,0.09090909090909091,0.11363636363636363,0.01958947256207466,0.05431286245584488,0.07646331936120987,0.01764378882944584,2.012420281971572e-06,0.002541773021221161,0.0,0.8444169759750366,0.8456705808639526,0.005249622743576765,0.005177424754947424,0.08917770907282829,0.0907852053642273,0.03506748750805855,0.03202177584171295,0.03202177584171295,0.03202177584171295,0.00964514072984457,0.00964514072984457,0.02237663511186838,0.02237663511186838,-1.494554586929363,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,8,12,4,3,0.09090909090909091,0.13636363636363635,0.025061486288905144,0.06429506093263626,0.09800710529088974,0.017974695190787315,2.296724460393307e-06,0.004599555861204863,0.0,0.8444169759750366,0.844007670879364,0.005249622743576765,0.005208595190197229,0.08443962596356869,0.09097860008478165,0.05162227153778076,0.09637990035116673,0.03212663345038891,0.03526914492249489,0.03540804423391819,0.011802681411306063,0.060971856117248535,0.020323952039082847,-1.4931347817652416,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,8,15,7,6,0.09090909090909091,0.17045454545454544,0.028922412544488907,0.0710882693529129,0.11225098371505737,0.018656859174370766,2.4932580799941206e-06,0.006858836859464645,0.0,0.8444169759750366,0.8488963842391968,0.005249622743576765,0.005229365546256304,0.07772699051669665,0.09097860008478165,0.06351873278617859,0.20327307283878326,0.033878845473130546,0.03810514882206917,0.08689484838396311,0.014482474730660519,0.11637822445482016,0.019396370742470026,-1.4700713980095028,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,8,16,8,7,0.09090909090909091,0.18181818181818182,0.03086218610405922,0.07454206794500351,0.11949113011360168,0.019064132124185562,2.5844317406154005e-06,0.007888573221862316,0.0,0.8444169759750366,0.8485941886901855,0.005249622743576765,0.005212180316448212,0.07983219018206,0.09456858783960342,0.06861796230077744,0.24712490662932396,0.035303558089903424,0.03977588191628456,0.11181294545531273,0.015973277922187532,0.13531196117401123,0.01933028016771589,-1.4521815217687526,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,8,17,9,8,0.09090909090909091,0.19318181818181818,0.03174010291695595,0.07614670693874359,0.12206289917230606,0.0195148978382349,2.6078846531163435e-06,0.008970837108790874,0.0,0.8444169759750366,0.8477628827095032,0.005249622743576765,0.005207558628171682,0.08073228804601564,0.09456858783960342,0.0707101970911026,0.2882349546998739,0.03602936933748424,0.04089140519499779,0.13375788368284702,0.016719735460355878,0.1544770710170269,0.019309633877128363,-1.4433433397429145,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,8,20,12,11,0.09090909090909091,0.22727272727272727,0.03219152241945267,0.07761409878730774,0.12503573298454285,0.019850313663482666,2.5959482172766e-06,0.00784236565232277,0.0,0.8444169759750366,0.8455665111541748,0.005249622743576765,0.005202071741223335,0.08127619698643684,0.12348824739456177,0.07389036566019058,0.41927933879196644,0.038116303526542404,0.04346971586346626,0.2074245698750019,0.018856779079545628,0.21185476891696453,0.019259524446996776,-1.4188892233388302,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,8,21,13,12,0.09090909090909091,0.23863636363636365,0.03194880113005638,0.07810299843549728,0.12473629415035248,0.01991868019104004,2.6706725293479394e-06,0.007067152298986912,0.0,0.8444169759750366,0.8457029461860657,0.005249622743576765,0.005207177251577377,0.08615269913123204,0.14467072486877441,0.0731569305062294,0.4846230298280716,0.04038525248567263,0.04659643396735191,0.2539879009127617,0.02116565840939681,0.2306351289153099,0.019219594076275822,-1.3937771975857751,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,9,12,3,2,0.10227272727272728,0.13636363636363635,0.022034917026758194,0.058582838624715805,0.08641470223665237,0.01749354600906372,2.088295104840654e-06,0.003237341297790408,0.0,0.8457100987434387,0.844007670879364,0.005209228023886681,0.005208595190197229,0.08232443283001582,0.09097860008478165,0.042661476880311966,0.06297429464757442,0.03148714732378721,0.03308899700641632,0.021195126697421074,0.010597563348710537,0.04177916795015335,0.020889583975076675,-1.5018666838290933,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,9,13,4,3,0.10227272727272728,0.14772727272727273,0.02324657514691353,0.060518886893987656,0.09116287529468536,0.017573781311511993,2.1640169052261626e-06,0.003712905803695321,0.0,0.8457100987434387,0.8457885384559631,0.005209228023886681,0.0052299280650913715,0.07674488890916109,0.09097860008478165,0.04696940258145332,0.09396118298172951,0.03132039432724317,0.03478541225194931,0.0334858987480402,0.011161966249346733,0.06047528423368931,0.02015842807789644,-1.5041727787500456,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,9,14,5,4,0.10227272727272728,0.1590909090909091,0.02582000382244587,0.06537479162216187,0.10104566067457199,0.01798543706536293,2.29841634791228e-06,0.004844329785555601,0.0,0.8457100987434387,0.8466957211494446,0.005209228023886681,0.005238092504441738,0.07697916850447654,0.09097860008478165,0.054459553211927414,0.13079125061631203,0.03269781265407801,0.03610016405582428,0.05162204150110483,0.012905510375276208,0.0791692091152072,0.0197923022788018,-1.4854812988260382,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,9,15,6,5,0.10227272727272728,0.17045454545454544,0.027763335034251213,0.06865373998880386,0.10856422781944275,0.0179614070802927,2.3610054995515384e-06,0.005754841957241297,0.0,0.8457100987434387,0.8488963842391968,0.005209228023886681,0.005229365546256304,0.07555062137544155,0.09097860008478165,0.059923846274614334,0.16483386419713497,0.03296677283942699,0.03654469549655914,0.06726774573326111,0.013453549146652222,0.09756611846387386,0.01951322369277477,-1.4819235644186213,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,9,24,15,14,0.10227272727272728,0.2727272727272727,0.033930279314517975,0.08023177832365036,0.13568924367427826,0.019315386191010475,2.5898493731801864e-06,0.004901767708361149,0.0,0.8457100987434387,0.8503868579864502,0.005209228023886681,0.005255134776234627,0.09542313665151596,0.14992308616638184,0.08336510509252548,0.5769399777054787,0.04120999840753419,0.049199800938367844,0.3107630079612136,0.022197357711515257,0.2661769697442651,0.019012640696018934,-1.3849974022471865,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,10,12,2,1,0.11363636363636363,0.13636363636363635,0.018517887219786644,0.051242828369140625,0.0727858692407608,0.017078137025237083,1.8940861536975717e-06,0.0017643235623836517,0.0,0.8456705808639526,0.844007670879364,0.005177424754947424,0.005208595190197229,0.07970154285430908,0.09097860008478165,0.03177322447299957,0.03161178156733513,0.03161178156733513,0.03161178156733513,0.009239919483661652,0.009239919483661652,0.022371862083673477,0.022371862083673477,-1.5001510276183776,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,10,14,4,3,0.11363636363636363,0.1590909090909091,0.02323446236550808,0.060357723385095596,0.09154189378023148,0.017901290208101273,2.2385829652193934e-06,0.0031721831765025854,0.0,0.8456705808639526,0.8466957211494446,0.005177424754947424,0.005238092504441738,0.07433140743523836,0.09097860008478165,0.04722166061401367,0.09659041650593281,0.0321968055019776,0.03458554670214653,0.036035699769854546,0.012011899923284849,0.06055471673607826,0.02018490557869275,-1.4921872159206926,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,10,17,7,6,0.11363636363636363,0.19318181818181818,0.030769648030400276,0.07327984273433685,0.12101626396179199,0.01908419467508793,2.410412889730651e-06,0.005955842789262533,0.0,0.8456705808639526,0.8477628827095032,0.005177424754947424,0.005207558628171682,0.07831931060978345,0.09456858783960342,0.07086319476366043,0.2057886142283678,0.034298102371394634,0.03876575827598572,0.08842162229120731,0.014736937048534552,0.11736699193716049,0.019561165322860084,-1.464729907712209,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,10,19,9,8,0.11363636363636363,0.2159090909090909,0.03227263689041138,0.0757770985364914,0.1273997724056244,0.019449923187494278,2.535865633035428e-06,0.005963306874036789,0.0,0.8456705808639526,0.8483657836914062,0.005177424754947424,0.005195475649088621,0.0748300775885582,0.09456858783960342,0.07594157010316849,0.2746042925864458,0.034325536573305726,0.03987080976366997,0.11963564902544022,0.014954456128180027,0.1549686435610056,0.0193710804451257,-1.464382665178207,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,10,23,13,12,0.11363636363636363,0.26136363636363635,0.03350371867418289,0.07882610708475113,0.13445742428302765,0.019932303577661514,2.6163268103118753e-06,0.004079506732523441,0.0,0.8456705808639526,0.8491228222846985,0.005177424754947424,0.005272342823445797,0.0935272929760126,0.14992308616638184,0.08196508139371872,0.49214847572147846,0.04101237297678987,0.04869769141077995,0.2623755317181349,0.021864627643177908,0.22977294400334358,0.01914774533361196,-1.3870851016867949,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,10,24,14,13,0.11363636363636363,0.2727272727272727,0.03301124647259712,0.07855808734893799,0.13252833485603333,0.019234949722886086,2.5734454993653344e-06,0.004107015673071146,0.0,0.8456705808639526,0.8503868579864502,0.005177424754947424,0.005255134776234627,0.09598405978509358,0.14992308616638184,0.08057507127523422,0.5341831091791391,0.041091008398395315,0.04927733913064003,0.2858642442151904,0.02198955724732234,0.24831886496394873,0.019101451151072976,-1.386253200745449,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,11,15,4,3,0.125,0.17045454545454544,0.02331896312534809,0.05979640409350395,0.09223991632461548,0.018084438517689705,2.2656115561403567e-06,0.002779250266030431,0.0,0.8441743850708008,0.8488963842391968,0.005193371791392565,0.005229365546256304,0.06868872884660959,0.07791628688573837,0.04573320224881172,0.0935701709240675,0.031190056974689167,0.034128587692976,0.03265221882611513,0.010884072942038378,0.060917952097952366,0.02030598403265079,-1.505983831905094,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,11,18,7,6,0.125,0.20454545454545456,0.0312560573220253,0.07353963702917099,0.12394507229328156,0.019810067489743233,2.424122158117825e-06,0.004892852623015642,0.0,0.8441743850708008,0.848444938659668,0.005193371791392565,0.005176657810807228,0.07334732264280319,0.09456858783960342,0.07148317247629166,0.19816884770989418,0.03302814128498236,0.03864850476384163,0.07983825635164976,0.013306376058608294,0.11833059135824442,0.019721765226374068,-1.4811158662708916,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,11,20,9,8,0.125,0.22727272727272727,0.03171950578689575,0.07519537955522537,0.12675343453884125,0.019572708755731583,2.385981815677951e-06,0.004171921871602535,0.0,0.8441743850708008,0.8455665111541748,0.005193371791392565,0.005202071741223335,0.07844226062297821,0.12348824739456177,0.07501866668462753,0.2893474977463484,0.03616843721829355,0.04169938713312149,0.13227582536637783,0.01653447817079723,0.15707167237997055,0.01963395904749632,-1.4416702560075247,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,11,22,11,10,0.125,0.25,0.03542361408472061,0.08151155710220337,0.14232322573661804,0.020333630964159966,2.581451099104015e-06,0.004399493802338839,0.0,0.8441743850708008,0.8464540839195251,0.005193371791392565,0.005255617666989565,0.09096128696745093,0.14992308616638184,0.08683709055185318,0.398936340585351,0.0398936340585351,0.04810155928134918,0.20440017897635698,0.0204400178976357,0.194536161608994,0.019453616160899398,-1.39909640038817,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,11,26,15,14,0.125,0.29545454545454547,0.03491586819291115,0.08117921650409698,0.13945256173610687,0.020016027614474297,2.565474915172672e-06,0.005175794940441847,0.0,0.8441743850708008,0.8522953987121582,0.005193371791392565,0.005238416139036417,0.09753851195176443,0.14992308616638184,0.08560371398925781,0.5650958810001612,0.04036399150001151,0.048090532422065735,0.2959520034492016,0.021139428817800114,0.2691438775509596,0.0192245626822114,-1.3940058939427895,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,12,19,7,6,0.13636363636363635,0.2159090909090909,0.029674535617232323,0.07149968296289444,0.11797641217708588,0.01944633014500141,2.4997930268000346e-06,0.004129448905587196,0.0,0.844007670879364,0.8483657836914062,0.005208595190197229,0.005195475649088621,0.07343823036977223,0.09456858783960342,0.06705490499734879,0.19715484604239464,0.03285914100706577,0.03824421390891075,0.07834729086607695,0.013057881811012825,0.11880755517631769,0.019801259196052946,-1.4833437939238765,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,12,21,9,8,0.13636363636363635,0.23863636363636365,0.031522803008556366,0.07646127045154572,0.12587282061576843,0.020024962723255157,2.515357891752501e-06,0.004049302078783512,0.0,0.844007670879364,0.8457029461860657,0.005208595190197229,0.005207177251577377,0.08691406498352687,0.14467072486877441,0.07318191975355148,0.30784540995955467,0.038480676244944334,0.04578152671456337,0.15045498963445425,0.01880687370430678,0.15739042032510042,0.019673802540637553,-1.414757304427847,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,12,22,10,9,0.13636363636363635,0.25,0.03536246716976166,0.08135714381933212,0.1422405242919922,0.020347481593489647,2.589983068901347e-06,0.00421260017901659,0.0,0.844007670879364,0.8464540839195251,0.005208595190197229,0.005255617666989565,0.09321496710181236,0.14992308616638184,0.0865703597664833,0.3547772653400898,0.03941969614889887,0.04738467186689377,0.17873293813318014,0.019859215348131128,0.17604432720690966,0.019560480800767742,-1.4042867276195088,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,13,16,3,2,0.14772727272727273,0.18181818181818182,0.022913873195648193,0.06018534302711487,0.09054182469844818,0.01805735006928444,2.288627456437098e-06,0.002730970038101077,0.0,0.8457885384559631,0.8485941886901855,0.0052299280650913715,0.005212180316448212,0.08029758681853612,0.09456858783960342,0.04392002150416374,0.06538650952279568,0.03269325476139784,0.03488854691386223,0.023201859556138515,0.011600929778069258,0.04218464996665716,0.02109232498332858,-1.4855418412738521,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,13,23,10,9,0.14772727272727273,0.26136363636363635,0.03577612340450287,0.08170850574970245,0.1443822830915451,0.020435800775885582,2.6433885977894533e-06,0.003833881113678217,0.0,0.8457885384559631,0.8491228222846985,0.0052299280650913715,0.005272342823445797,0.09964454658329487,0.14992308616638184,0.08884543180465698,0.357370613142848,0.03970784590476089,0.046430572867393494,0.18253476917743683,0.020281641019715205,0.1748358439654112,0.019426204885045685,-1.4011236721558644,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,13,24,11,10,0.14772727272727273,0.2727272727272727,0.03451548516750336,0.08023606240749359,0.13908393681049347,0.019690820947289467,2.6411319140606793e-06,0.003917785361409187,0.0,0.8457885384559631,0.8503868579864502,0.0052299280650913715,0.005255134776234627,0.102215226739645,0.14992308616638184,0.08442223072052002,0.40052955597639084,0.040052955597639085,0.04644186422228813,0.2070126486942172,0.02070126486942172,0.19351690728217363,0.019351690728217366,-1.3973654308202275,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,14,16,2,1,0.1590909090909091,0.18181818181818182,0.020076075568795204,0.05426587164402008,0.07945685088634491,0.017841659486293793,2.1674907202395843e-06,0.0015907958149909973,0.0,0.8466957211494446,0.8485941886901855,0.005238092504441738,0.005212180316448212,0.081488236784935,0.09456858783960342,0.03365155681967735,0.03230546414852142,0.03230546414852142,0.03230546414852142,0.009666436351835728,0.009666436351835728,0.022639027796685696,0.022639027796685696,-1.4907240148427308,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,14,19,5,4,0.1590909090909091,0.2159090909090909,0.02614753320813179,0.06536602228879929,0.10451601445674896,0.018708361312747,2.417056066406076e-06,0.002552224323153496,0.0,0.8466957211494446,0.8483657836914062,0.005238092504441738,0.005195475649088621,0.07522901371121407,0.09456858783960342,0.05522642657160759,0.12915951199829578,0.032289877999573946,0.03565635532140732,0.048584689386188984,0.012146172346547246,0.0805748226121068,0.0201437056530267,-1.4909335958554808,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,14,20,6,5,0.1590909090909091,0.22727272727272727,0.02856558747589588,0.06963562220335007,0.11473057419061661,0.01959153637290001,2.427040499242139e-06,0.0025215011555701494,0.0,0.8466957211494446,0.8455665111541748,0.005238092504441738,0.005202071741223335,0.08327221932510535,0.12348824739456177,0.06412413716316223,0.1768912896513939,0.03537825793027878,0.039866525679826736,0.07685490604490042,0.015370981208980084,0.10003638360649347,0.0200072767212987,-1.4512635560916336,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,14,21,7,6,0.1590909090909091,0.23863636363636365,0.03134402632713318,0.07489121705293655,0.1259632706642151,0.019924279302358627,2.5811434625211405e-06,0.0032176983077079058,0.0,0.8466957211494446,0.8457029461860657,0.005238092504441738,0.005207177251577377,0.09204343440277236,0.14467072486877441,0.07307527214288712,0.2278598640114069,0.03797664400190115,0.044192079454660416,0.1090098936110735,0.01816831560184558,0.1188499704003334,0.01980832840005557,-1.4204834165189244,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,14,22,8,7,0.1590909090909091,0.25,0.03408854454755783,0.07885873317718506,0.13741782307624817,0.02013244852423668,2.690535211513634e-06,0.0035865907557308674,0.0,0.8466957211494446,0.8464540839195251,0.005238092504441738,0.005255617666989565,0.09927839087322354,0.14992308616638184,0.08238741010427475,0.2739833239465952,0.0391404748495136,0.04572373628616333,0.13648112397640944,0.019497303425201347,0.13750219997018576,0.019643171424312253,-1.407373909804568,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,14,23,9,8,0.1590909090909091,0.26136363636363635,0.036134861409664154,0.08222591131925583,0.1457718312740326,0.02059078961610794,2.7936055175814545e-06,0.003947088029235601,0.0,0.8466957211494446,0.8491228222846985,0.005238092504441738,0.005272342823445797,0.10205879766080114,0.14992308616638184,0.08916095644235611,0.3119803238660097,0.038997540483251214,0.045777030289173126,0.15623708721250296,0.01952963590156287,0.15574323665350676,0.019467904581688344,-1.4089627824042847,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,14,26,12,11,0.1590909090909091,0.29545454545454547,0.0359012596309185,0.08188933879137039,0.1449911892414093,0.01987590454518795,2.8043079964845674e-06,0.003953734412789345,0.0,0.8466957211494446,0.8522953987121582,0.005238092504441738,0.005238416139036417,0.10472755413502455,0.14992308616638184,0.08864621073007584,0.43304456397891045,0.039367687634446404,0.046457648277282715,0.22072231117635965,0.020065664652396332,0.2123222528025508,0.019302022982050072,-1.4048600938879199,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,14,27,13,12,0.1590909090909091,0.3068181818181818,0.03484612703323364,0.08087632805109024,0.14012160897254944,0.02036415785551071,2.7565354230318917e-06,0.0040883831679821014,0.0,0.8466957211494446,0.8495609164237976,0.005238092504441738,0.005231876391917467,0.10300284595443653,0.14992308616638184,0.08465834707021713,0.46823976933956146,0.03901998077829679,0.045738887041807175,0.23618285730481148,0.019681904775400955,0.23205691203474998,0.019338076002895836,-1.4087129488689072,false
DAVIS,train,train,cat-girl,DAVIS/train/cat-girl,15,17,2,1,0.17045454545454544,0.19318181818181818,0.02085425890982151,0.05567999184131622,0.08290760964155197,0.018133457750082016,2.1849441509402823e-06,0.0014149018097668886,0.0,0.8488963842391968,0.8477628827095032,0.005229365546256304,0.005207558628171682,0.09125082939863205,0.09456858783960342,0.03687870129942894,0.033045750111341476,0.033045750111341476,0.033045750111341476,0.010471592657268047,0.010471592657268047,0.02257415745407343,0.02257415745407343,-1.4808843855410674,false
