dataset,split,sequence,frame_count,depth_count,mask_count,ready_for_anchor_export,image_dir,depth_dir,mask_dir
DAVIS,val,lab-coat,47,47,47,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/lab-coat,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/lab-coat,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/lab-coat
DAVIS,val,libby,49,49,49,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/libby,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/libby,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/libby
DAVIS,val,loading,50,50,50,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/loading,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/loading,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/loading
DAVIS,val,mbike-trick,79,79,79,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/mbike-trick,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/mbike-trick,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/mbike-trick
DAVIS,val,motocross-jump,40,40,40,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/motocross-jump,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/motocross-jump,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/motocross-jump
DAVIS,val,paragliding-launch,80,80,80,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/paragliding-launch,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/paragliding-launch,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/paragliding-launch
DAVIS,val,parkour,100,100,100,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/parkour,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/parkour,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/parkour
DAVIS,val,pigs,79,79,79,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/pigs,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/pigs,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/pigs
DAVIS,val,scooter-black,43,43,43,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/scooter-black,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/scooter-black,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/scooter-black
DAVIS,val,shooting,40,40,40,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/shooting,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/shooting,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/shooting
DAVIS,val,soapbox,99,99,99,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/soapbox,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/soapbox,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/soapbox
