sample,frame_gap,left_index,right_index,segment_length,middle_frame_count,dataset_item,dataset_item_relative,anchor_mib,gaussians_per_anchor
robot,2,14,16,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000014_000016.pt,robot/gap2/pair_000014_000016.pt,1.828125,36864
robot,2,16,18,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000016_000018.pt,robot/gap2/pair_000016_000018.pt,1.828125,36864
robot,2,18,20,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000018_000020.pt,robot/gap2/pair_000018_000020.pt,1.828125,36864
robot,2,20,22,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000020_000022.pt,robot/gap2/pair_000020_000022.pt,1.828125,36864
robot,2,22,24,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000022_000024.pt,robot/gap2/pair_000022_000024.pt,1.828125,36864
robot,2,24,26,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000024_000026.pt,robot/gap2/pair_000024_000026.pt,1.828125,36864
robot,2,26,28,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000026_000028.pt,robot/gap2/pair_000026_000028.pt,1.828125,36864
robot,2,28,30,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000028_000030.pt,robot/gap2/pair_000028_000030.pt,1.828125,36864
robot,2,30,32,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000030_000032.pt,robot/gap2/pair_000030_000032.pt,1.828125,36864
robot,2,32,34,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000032_000034.pt,robot/gap2/pair_000032_000034.pt,1.828125,36864
robot,2,34,36,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000034_000036.pt,robot/gap2/pair_000034_000036.pt,1.828125,36864
robot,2,36,38,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000036_000038.pt,robot/gap2/pair_000036_000038.pt,1.828125,36864
robot,2,38,40,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000038_000040.pt,robot/gap2/pair_000038_000040.pt,1.828125,36864
robot,2,40,42,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000040_000042.pt,robot/gap2/pair_000040_000042.pt,1.828125,36864
robot,2,42,44,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000042_000044.pt,robot/gap2/pair_000042_000044.pt,1.828125,36864
robot,2,44,46,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000044_000046.pt,robot/gap2/pair_000044_000046.pt,1.828125,36864
robot,2,46,48,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000046_000048.pt,robot/gap2/pair_000046_000048.pt,1.828125,36864
robot,2,48,50,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000048_000050.pt,robot/gap2/pair_000048_000050.pt,1.828125,36864
robot,2,50,52,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000050_000052.pt,robot/gap2/pair_000050_000052.pt,1.828125,36864
robot,2,52,54,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000052_000054.pt,robot/gap2/pair_000052_000054.pt,1.828125,36864
robot,2,54,56,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000054_000056.pt,robot/gap2/pair_000054_000056.pt,1.828125,36864
robot,2,56,58,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000056_000058.pt,robot/gap2/pair_000056_000058.pt,1.828125,36864
robot,2,58,60,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000058_000060.pt,robot/gap2/pair_000058_000060.pt,1.828125,36864
robot,2,60,62,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000060_000062.pt,robot/gap2/pair_000060_000062.pt,1.828125,36864
robot,2,62,64,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000062_000064.pt,robot/gap2/pair_000062_000064.pt,1.828125,36864
robot,2,64,66,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000064_000066.pt,robot/gap2/pair_000064_000066.pt,1.828125,36864
robot,2,66,68,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000066_000068.pt,robot/gap2/pair_000066_000068.pt,1.828125,36864
robot,2,68,70,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000068_000070.pt,robot/gap2/pair_000068_000070.pt,1.828125,36864
robot,2,70,72,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000070_000072.pt,robot/gap2/pair_000070_000072.pt,1.828125,36864
robot,2,72,74,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000072_000074.pt,robot/gap2/pair_000072_000074.pt,1.828125,36864
robot,2,74,76,2,1,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap2/pair_000074_000076.pt,robot/gap2/pair_000074_000076.pt,1.828125,36864
n3dv,4,0,4,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000000_000004.pt,n3dv/gap4/pair_000000_000004.pt,1.828125,36864
n3dv,4,4,8,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000004_000008.pt,n3dv/gap4/pair_000004_000008.pt,1.828125,36864
n3dv,4,8,12,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000008_000012.pt,n3dv/gap4/pair_000008_000012.pt,1.828125,36864
n3dv,4,12,16,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000012_000016.pt,n3dv/gap4/pair_000012_000016.pt,1.828125,36864
n3dv,4,16,20,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000016_000020.pt,n3dv/gap4/pair_000016_000020.pt,1.828125,36864
n3dv,4,20,24,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000020_000024.pt,n3dv/gap4/pair_000020_000024.pt,1.828125,36864
n3dv,4,24,28,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000024_000028.pt,n3dv/gap4/pair_000024_000028.pt,1.828125,36864
n3dv,4,28,32,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000028_000032.pt,n3dv/gap4/pair_000028_000032.pt,1.828125,36864
n3dv,4,32,36,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000032_000036.pt,n3dv/gap4/pair_000032_000036.pt,1.828125,36864
n3dv,4,36,40,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000036_000040.pt,n3dv/gap4/pair_000036_000040.pt,1.828125,36864
n3dv,4,40,44,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000040_000044.pt,n3dv/gap4/pair_000040_000044.pt,1.828125,36864
n3dv,4,44,48,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000044_000048.pt,n3dv/gap4/pair_000044_000048.pt,1.828125,36864
n3dv,4,48,52,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000048_000052.pt,n3dv/gap4/pair_000048_000052.pt,1.828125,36864
n3dv,4,52,56,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000052_000056.pt,n3dv/gap4/pair_000052_000056.pt,1.828125,36864
n3dv,4,56,60,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000056_000060.pt,n3dv/gap4/pair_000056_000060.pt,1.828125,36864
n3dv,4,60,64,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000060_000064.pt,n3dv/gap4/pair_000060_000064.pt,1.828125,36864
n3dv,4,64,68,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000064_000068.pt,n3dv/gap4/pair_000064_000068.pt,1.828125,36864
n3dv,4,68,72,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000068_000072.pt,n3dv/gap4/pair_000068_000072.pt,1.828125,36864
n3dv,4,72,76,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000072_000076.pt,n3dv/gap4/pair_000072_000076.pt,1.828125,36864
n3dv,4,76,80,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap4/pair_000076_000080.pt,n3dv/gap4/pair_000076_000080.pt,1.828125,36864
meetroom,4,0,4,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000000_000004.pt,meetroom/gap4/pair_000000_000004.pt,1.828125,36864
meetroom,4,4,8,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000004_000008.pt,meetroom/gap4/pair_000004_000008.pt,1.828125,36864
meetroom,4,8,12,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000008_000012.pt,meetroom/gap4/pair_000008_000012.pt,1.828125,36864
meetroom,4,12,16,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000012_000016.pt,meetroom/gap4/pair_000012_000016.pt,1.828125,36864
meetroom,4,16,20,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000016_000020.pt,meetroom/gap4/pair_000016_000020.pt,1.828125,36864
meetroom,4,20,24,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000020_000024.pt,meetroom/gap4/pair_000020_000024.pt,1.828125,36864
meetroom,4,24,28,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000024_000028.pt,meetroom/gap4/pair_000024_000028.pt,1.828125,36864
meetroom,4,28,32,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000028_000032.pt,meetroom/gap4/pair_000028_000032.pt,1.828125,36864
meetroom,4,32,36,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000032_000036.pt,meetroom/gap4/pair_000032_000036.pt,1.828125,36864
meetroom,4,36,40,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000036_000040.pt,meetroom/gap4/pair_000036_000040.pt,1.828125,36864
meetroom,4,40,44,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000040_000044.pt,meetroom/gap4/pair_000040_000044.pt,1.828125,36864
meetroom,4,44,48,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000044_000048.pt,meetroom/gap4/pair_000044_000048.pt,1.828125,36864
meetroom,4,48,52,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000048_000052.pt,meetroom/gap4/pair_000048_000052.pt,1.828125,36864
meetroom,4,52,56,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000052_000056.pt,meetroom/gap4/pair_000052_000056.pt,1.828125,36864
meetroom,4,56,60,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000056_000060.pt,meetroom/gap4/pair_000056_000060.pt,1.828125,36864
meetroom,4,60,64,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000060_000064.pt,meetroom/gap4/pair_000060_000064.pt,1.828125,36864
meetroom,4,64,68,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000064_000068.pt,meetroom/gap4/pair_000064_000068.pt,1.828125,36864
meetroom,4,68,72,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000068_000072.pt,meetroom/gap4/pair_000068_000072.pt,1.828125,36864
meetroom,4,72,76,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000072_000076.pt,meetroom/gap4/pair_000072_000076.pt,1.828125,36864
meetroom,4,76,80,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap4/pair_000076_000080.pt,meetroom/gap4/pair_000076_000080.pt,1.828125,36864
driving,4,0,4,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000000_000004.pt,driving/gap4/pair_000000_000004.pt,1.828125,36864
driving,4,4,8,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000004_000008.pt,driving/gap4/pair_000004_000008.pt,1.828125,36864
driving,4,8,12,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000008_000012.pt,driving/gap4/pair_000008_000012.pt,1.828125,36864
driving,4,12,16,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000012_000016.pt,driving/gap4/pair_000012_000016.pt,1.828125,36864
driving,4,16,20,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000016_000020.pt,driving/gap4/pair_000016_000020.pt,1.828125,36864
driving,4,20,24,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000020_000024.pt,driving/gap4/pair_000020_000024.pt,1.828125,36864
driving,4,24,28,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000024_000028.pt,driving/gap4/pair_000024_000028.pt,1.828125,36864
driving,4,28,32,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000028_000032.pt,driving/gap4/pair_000028_000032.pt,1.828125,36864
driving,4,32,36,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000032_000036.pt,driving/gap4/pair_000032_000036.pt,1.828125,36864
driving,4,36,40,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000036_000040.pt,driving/gap4/pair_000036_000040.pt,1.828125,36864
driving,4,40,44,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000040_000044.pt,driving/gap4/pair_000040_000044.pt,1.828125,36864
driving,4,44,48,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000044_000048.pt,driving/gap4/pair_000044_000048.pt,1.828125,36864
driving,4,48,52,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000048_000052.pt,driving/gap4/pair_000048_000052.pt,1.828125,36864
driving,4,52,56,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000052_000056.pt,driving/gap4/pair_000052_000056.pt,1.828125,36864
driving,4,56,60,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000056_000060.pt,driving/gap4/pair_000056_000060.pt,1.828125,36864
driving,4,60,64,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000060_000064.pt,driving/gap4/pair_000060_000064.pt,1.828125,36864
driving,4,64,68,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000064_000068.pt,driving/gap4/pair_000064_000068.pt,1.828125,36864
driving,4,68,72,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000068_000072.pt,driving/gap4/pair_000068_000072.pt,1.828125,36864
driving,4,72,76,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000072_000076.pt,driving/gap4/pair_000072_000076.pt,1.828125,36864
driving,4,76,80,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/driving/gap4/pair_000076_000080.pt,driving/gap4/pair_000076_000080.pt,1.828125,36864
robot,4,0,4,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000000_000004.pt,robot/gap4/pair_000000_000004.pt,1.828125,36864
robot,4,4,8,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000004_000008.pt,robot/gap4/pair_000004_000008.pt,1.828125,36864
robot,4,8,12,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000008_000012.pt,robot/gap4/pair_000008_000012.pt,1.828125,36864
robot,4,12,16,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000012_000016.pt,robot/gap4/pair_000012_000016.pt,1.828125,36864
robot,4,16,20,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000016_000020.pt,robot/gap4/pair_000016_000020.pt,1.828125,36864
robot,4,20,24,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000020_000024.pt,robot/gap4/pair_000020_000024.pt,1.828125,36864
robot,4,24,28,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000024_000028.pt,robot/gap4/pair_000024_000028.pt,1.828125,36864
robot,4,28,32,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000028_000032.pt,robot/gap4/pair_000028_000032.pt,1.828125,36864
robot,4,32,36,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000032_000036.pt,robot/gap4/pair_000032_000036.pt,1.828125,36864
robot,4,36,40,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000036_000040.pt,robot/gap4/pair_000036_000040.pt,1.828125,36864
robot,4,40,44,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000040_000044.pt,robot/gap4/pair_000040_000044.pt,1.828125,36864
robot,4,44,48,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000044_000048.pt,robot/gap4/pair_000044_000048.pt,1.828125,36864
robot,4,48,52,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000048_000052.pt,robot/gap4/pair_000048_000052.pt,1.828125,36864
robot,4,52,56,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000052_000056.pt,robot/gap4/pair_000052_000056.pt,1.828125,36864
robot,4,56,60,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000056_000060.pt,robot/gap4/pair_000056_000060.pt,1.828125,36864
robot,4,60,64,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000060_000064.pt,robot/gap4/pair_000060_000064.pt,1.828125,36864
robot,4,64,68,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000064_000068.pt,robot/gap4/pair_000064_000068.pt,1.828125,36864
robot,4,68,72,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000068_000072.pt,robot/gap4/pair_000068_000072.pt,1.828125,36864
robot,4,72,76,4,3,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/robot/gap4/pair_000072_000076.pt,robot/gap4/pair_000072_000076.pt,1.828125,36864
n3dv,8,0,8,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000000_000008.pt,n3dv/gap8/pair_000000_000008.pt,1.828125,36864
n3dv,8,8,16,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000008_000016.pt,n3dv/gap8/pair_000008_000016.pt,1.828125,36864
n3dv,8,16,24,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000016_000024.pt,n3dv/gap8/pair_000016_000024.pt,1.828125,36864
n3dv,8,24,32,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000024_000032.pt,n3dv/gap8/pair_000024_000032.pt,1.828125,36864
n3dv,8,32,40,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000032_000040.pt,n3dv/gap8/pair_000032_000040.pt,1.828125,36864
n3dv,8,40,48,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000040_000048.pt,n3dv/gap8/pair_000040_000048.pt,1.828125,36864
n3dv,8,48,56,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000048_000056.pt,n3dv/gap8/pair_000048_000056.pt,1.828125,36864
n3dv,8,56,64,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000056_000064.pt,n3dv/gap8/pair_000056_000064.pt,1.828125,36864
n3dv,8,64,72,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000064_000072.pt,n3dv/gap8/pair_000064_000072.pt,1.828125,36864
n3dv,8,72,80,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/n3dv/gap8/pair_000072_000080.pt,n3dv/gap8/pair_000072_000080.pt,1.828125,36864
meetroom,8,0,8,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000000_000008.pt,meetroom/gap8/pair_000000_000008.pt,1.828125,36864
meetroom,8,8,16,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000008_000016.pt,meetroom/gap8/pair_000008_000016.pt,1.828125,36864
meetroom,8,16,24,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000016_000024.pt,meetroom/gap8/pair_000016_000024.pt,1.828125,36864
meetroom,8,24,32,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000024_000032.pt,meetroom/gap8/pair_000024_000032.pt,1.828125,36864
meetroom,8,32,40,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000032_000040.pt,meetroom/gap8/pair_000032_000040.pt,1.828125,36864
meetroom,8,40,48,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000040_000048.pt,meetroom/gap8/pair_000040_000048.pt,1.828125,36864
meetroom,8,48,56,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000048_000056.pt,meetroom/gap8/pair_000048_000056.pt,1.828125,36864
meetroom,8,56,64,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000056_000064.pt,meetroom/gap8/pair_000056_000064.pt,1.828125,36864
meetroom,8,64,72,8,7,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage6_real_anchor_dataset/meetroom/gap8/pair_000064_000072.pt,meetroom/gap8/pair_000064_000072.pt,1.828125,36864
