selection,task_id,task_split,sequence,codec,bits,reference_gap,left_index,right_index,target_index,normalized_time,target_rgb_path,left_anchor_source_item,left_anchor_source_side,right_anchor_source_item,right_anchor_source_side
train,stage79_00004751,train,dancing,q12,12,4,12,16,14,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00014.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000011_000012.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor
train,stage79_00004752,train,dancing,q12,12,4,12,16,15,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00015.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000011_000012.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor
train,stage79_00004753,train,dancing,q12,12,4,16,20,17,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00017.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000019_000020.pt,right_anchor
train,stage79_00004754,train,dancing,q12,12,4,16,20,18,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00018.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000019_000020.pt,right_anchor
train,stage79_00004755,train,dancing,q12,12,4,16,20,19,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00019.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000019_000020.pt,right_anchor
train,stage79_00004756,train,dancing,q12,12,4,20,24,21,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00021.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000019_000020.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
train,stage79_00004757,train,dancing,q12,12,4,20,24,22,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00022.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000019_000020.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
train,stage79_00004758,train,dancing,q12,12,4,20,24,23,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00023.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000019_000020.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
train,stage79_00004759,train,dancing,q12,12,4,24,28,25,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00025.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000027_000028.pt,right_anchor
train,stage79_00004760,train,dancing,q12,12,4,24,28,26,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00026.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000027_000028.pt,right_anchor
train,stage79_00004761,train,dancing,q12,12,4,24,28,27,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00027.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000027_000028.pt,right_anchor
train,stage79_00004762,train,dancing,q12,12,4,28,32,29,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00029.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000027_000028.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000031_000032.pt,right_anchor
train,stage79_00004763,train,dancing,q12,12,4,28,32,30,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00030.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000027_000028.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000031_000032.pt,right_anchor
train,stage79_00004764,train,dancing,q12,12,4,28,32,31,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00031.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000027_000028.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000031_000032.pt,right_anchor
train,stage79_00004765,train,dancing,q12,12,4,32,36,33,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00033.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000035_000036.pt,right_anchor
train,stage79_00004766,train,dancing,q12,12,4,32,36,34,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00034.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000035_000036.pt,right_anchor
train,stage79_00004767,train,dancing,q12,12,4,32,36,35,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00035.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000031_000032.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000035_000036.pt,right_anchor
train,stage79_00004768,train,dancing,q12,12,4,36,40,37,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00037.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000035_000036.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000039_000040.pt,right_anchor
train,stage79_00004769,train,dancing,q12,12,4,36,40,38,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00038.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000035_000036.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000039_000040.pt,right_anchor
train,stage79_00004770,train,dancing,q12,12,4,36,40,39,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00039.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000035_000036.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000039_000040.pt,right_anchor
train,stage79_00004771,train,dancing,q12,12,4,40,44,41,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00041.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000039_000040.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000043_000044.pt,right_anchor
train,stage79_00004772,train,dancing,q12,12,4,40,44,42,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00042.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000039_000040.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000043_000044.pt,right_anchor
train,stage79_00004773,train,dancing,q12,12,4,40,44,43,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00043.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000039_000040.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000043_000044.pt,right_anchor
train,stage79_00004774,train,dancing,q12,12,4,44,48,45,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00045.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000043_000044.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000047_000048.pt,right_anchor
train,stage79_00004775,train,dancing,q12,12,4,44,48,46,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00046.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000043_000044.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000047_000048.pt,right_anchor
train,stage79_00004776,train,dancing,q12,12,4,44,48,47,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00047.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000043_000044.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000047_000048.pt,right_anchor
train,stage79_00004777,train,dancing,q12,12,4,48,52,49,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00049.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000051_000052.pt,right_anchor
train,stage79_00004778,train,dancing,q12,12,4,48,52,50,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00050.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000051_000052.pt,right_anchor
train,stage79_00004779,train,dancing,q12,12,4,48,52,51,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00051.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000047_000048.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000051_000052.pt,right_anchor
train,stage79_00004780,train,dancing,q12,12,4,52,56,53,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00053.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000051_000052.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000055_000056.pt,right_anchor
train,stage79_00004781,train,dancing,q12,12,4,52,56,54,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00054.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000051_000052.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000055_000056.pt,right_anchor
train,stage79_00004782,train,dancing,q12,12,4,52,56,55,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00055.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000051_000052.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000055_000056.pt,right_anchor
train,stage79_00004783,train,dancing,q12,12,4,56,60,57,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00057.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000059_000060.pt,right_anchor
train,stage79_00004784,train,dancing,q12,12,4,56,60,58,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00058.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000059_000060.pt,right_anchor
train,stage79_00004785,train,dancing,q12,12,4,56,60,59,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00059.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000055_000056.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000059_000060.pt,right_anchor
train,stage79_00004786,train,dancing,q12,12,8,0,8,1,0.125,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00001.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor
train,stage79_00004787,train,dancing,q12,12,8,0,8,2,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00002.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor
train,stage79_00004788,train,dancing,q12,12,8,0,8,3,0.375,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00003.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor
train,stage79_00004789,train,dancing,q12,12,8,0,8,4,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00004.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor
train,stage79_00004790,train,dancing,q12,12,8,0,8,5,0.625,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00005.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor
train,stage79_00004791,train,dancing,q12,12,8,0,8,6,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00006.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor
train,stage79_00004792,train,dancing,q12,12,8,0,8,7,0.875,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00007.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000000_000001.pt,left_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor
train,stage79_00004793,train,dancing,q12,12,8,8,16,9,0.125,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00009.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor
train,stage79_00004794,train,dancing,q12,12,8,8,16,10,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00010.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor
train,stage79_00004795,train,dancing,q12,12,8,8,16,11,0.375,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00011.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor
train,stage79_00004796,train,dancing,q12,12,8,8,16,12,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00012.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor
train,stage79_00004797,train,dancing,q12,12,8,8,16,13,0.625,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00013.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor
train,stage79_00004798,train,dancing,q12,12,8,8,16,14,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00014.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor
train,stage79_00004799,train,dancing,q12,12,8,8,16,15,0.875,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00015.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000007_000008.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor
train,stage79_00004800,train,dancing,q12,12,8,16,24,17,0.125,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00017.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
train,stage79_00004801,train,dancing,q12,12,8,16,24,18,0.25,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00018.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
train,stage79_00004802,train,dancing,q12,12,8,16,24,19,0.375,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00019.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
train,stage79_00004803,train,dancing,q12,12,8,16,24,20,0.5,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00020.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
train,stage79_00004804,train,dancing,q12,12,8,16,24,21,0.625,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00021.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
train,stage79_00004805,train,dancing,q12,12,8,16,24,22,0.75,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00022.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
train,stage79_00004806,train,dancing,q12,12,8,16,24,23,0.875,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/dancing/00023.jpg,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000015_000016.pt,right_anchor,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full/DAVIS/train/dancing/gap1/pair_000023_000024.pt,right_anchor
