dataset,split,sequence,frame_count,depth_count,mask_count,ready_for_anchor_export,image_dir,depth_dir,mask_dir
DAVIS,val,drift-chicane,52,52,52,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/drift-chicane,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/drift-chicane,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/drift-chicane
DAVIS,val,drift-straight,50,50,50,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/drift-straight,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/drift-straight,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/drift-straight
DAVIS,val,goat,90,90,90,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/goat,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/goat,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/goat
DAVIS,val,gold-fish,78,78,78,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/gold-fish,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/gold-fish,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/gold-fish
DAVIS,val,horsejump-high,50,50,50,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/horsejump-high,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/horsejump-high,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/horsejump-high
DAVIS,val,india,81,81,81,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/india,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/india,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/india
DAVIS,val,judo,34,34,34,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/judo,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/judo,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/judo
DAVIS,val,kite-surf,50,50,50,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/kite-surf,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/kite-surf,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/kite-surf
DAVIS,val,lab-coat,47,47,47,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/lab-coat,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/lab-coat,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/lab-coat
DAVIS,val,libby,49,49,49,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/libby,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/libby,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/libby
DAVIS,val,loading,50,50,50,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/loading,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/loading,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/loading
DAVIS,val,mbike-trick,79,79,79,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/mbike-trick,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/mbike-trick,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/mbike-trick
DAVIS,val,motocross-jump,40,40,40,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/motocross-jump,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/motocross-jump,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/motocross-jump
DAVIS,val,paragliding-launch,80,80,80,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/paragliding-launch,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/paragliding-launch,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/paragliding-launch
DAVIS,val,parkour,100,100,100,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/parkour,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/parkour,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/parkour
DAVIS,val,pigs,79,79,79,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/pigs,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/pigs,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/pigs
DAVIS,val,scooter-black,43,43,43,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/scooter-black,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/scooter-black,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/scooter-black
DAVIS,val,shooting,40,40,40,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/shooting,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/shooting,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/shooting
DAVIS,val,soapbox,99,99,99,true,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/JPEGImages/Full-Resolution/soapbox,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/depthImages/Full-Resolution/soapbox,/data/hctang/tmp/opencode/datasets/DAVIS_official_downloads/DAVIS/Annotations_unsupervised/Full-Resolution/soapbox
