sample,method,reference_gap,bits,codec_variant,rate_scope,rate_mib_per_frame,all_psnr,linear_all_psnr,adapter_all_psnr,total_frames,keyframe_count,source_rate_table,notes
n3dv,rendered_prior_0p1,8,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.09309895833333333,32.33865237537131,32.57623326049846,32.33865237537131,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
n3dv,rendered_prior_0p1,8,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.12421481991991584,32.355592038677514,32.60105215057685,32.355592038677514,81,11,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
n3dv,rendered_prior_0p1,8,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.08395976784788532,32.355592038677514,32.60105215057685,32.355592038677514,81,11,stage51/stage50,Generic zlib over the Stage50 dtype payload.
n3dv,rendered_prior_0p1,8,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.12413194444444445,32.355592038677514,32.60105215057685,32.355592038677514,81,11,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
n3dv,uniform,16,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.033898530183015044,29.125309658911,28.970305120452668,29.125309658911,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
n3dv,uniform,16,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.0223464141657323,29.125309658911,28.970305120452668,29.125309658911,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
n3dv,uniform,16,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.033854166666666664,29.125309658911,28.970305120452668,29.125309658911,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
n3dv,uniform,16,8,stage57_compact_raw_actual,actual Stage57 bitpacked raw container including metadata,0.033901202825852385,29.125309658911,28.970305120452668,29.125309658911,81,6,stage57,Available for the Stage57 formal subset only.
n3dv,uniform,16,8,stage57_compact_zlib_actual,actual Stage57 bitpacked zlib container including metadata,0.02234908680856964,29.125309658911,28.970305120452668,29.125309658911,81,6,stage57,Available for the Stage57 formal subset only.
n3dv,uniform,16,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775356810769917,30.7494322543347,30.860631382804026,30.7494322543347,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
n3dv,uniform,16,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.03446808567753545,30.7494322543347,30.860631382804026,30.7494322543347,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
n3dv,uniform,16,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.042317708333333336,30.7494322543347,30.860631382804026,30.7494322543347,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
n3dv,uniform,16,10,stage57_compact_raw_actual,actual Stage57 bitpacked raw container including metadata,0.04236554510799455,30.7494322543347,30.860631382804026,30.7494322543347,81,6,stage57,Available for the Stage57 formal subset only.
n3dv,uniform,16,10,stage57_compact_zlib_actual,actual Stage57 bitpacked zlib container including metadata,0.029799473138503087,30.7494322543347,30.860631382804026,30.7494322543347,81,6,stage57,Available for the Stage57 formal subset only.
n3dv,uniform,16,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775385067786699,30.956557774726353,31.15120323680476,30.956557774726353,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
n3dv,uniform,16,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.03897598643361786,30.956557774726353,31.15120323680476,30.956557774726353,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
n3dv,uniform,16,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.05078125,30.956557774726353,31.15120323680476,30.956557774726353,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
n3dv,uniform,16,12,stage57_compact_raw_actual,actual Stage57 bitpacked raw container including metadata,0.05082936934482904,30.956557774726353,31.15120323680476,30.956557774726353,81,6,stage57,Available for the Stage57 formal subset only.
n3dv,uniform,16,12,stage57_compact_zlib_actual,actual Stage57 bitpacked zlib container including metadata,0.03522841135660807,30.956557774726353,31.15120323680476,30.956557774726353,81,6,stage57,Available for the Stage57 formal subset only.
n3dv,uniform,16,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775427453311873,30.969784703432914,31.17042701783345,30.969784703432914,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
n3dv,uniform,16,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.045796582728256416,30.969784703432914,31.17042701783345,30.969784703432914,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
n3dv,uniform,16,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.06770833333333333,30.969784703432914,31.17042701783345,30.969784703432914,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
n3dv,uniform,16,16,stage57_compact_raw_actual,actual Stage57 bitpacked raw container including metadata,0.06775687653341411,30.969784703432914,31.17042701783345,30.969784703432914,81,6,stage57,Available for the Stage57 formal subset only.
n3dv,uniform,16,16,stage57_compact_zlib_actual,actual Stage57 bitpacked zlib container including metadata,0.045799184728551795,30.969784703432914,31.17042701783345,30.969784703432914,81,6,stage57,Available for the Stage57 formal subset only.
n3dv,rendered_prior_0p1,16,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.033898518409258054,29.20038990971024,29.035670257039186,29.20038990971024,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
n3dv,rendered_prior_0p1,16,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.022344659875940392,29.20038990971024,29.035670257039186,29.20038990971024,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
n3dv,rendered_prior_0p1,16,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.033854166666666664,29.20038990971024,29.035670257039186,29.20038990971024,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
n3dv,rendered_prior_0p1,16,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775353278642819,30.878676506823428,30.98229275935752,30.878676506823428,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
n3dv,rendered_prior_0p1,16,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.034463705839934175,30.878676506823428,30.98229275935752,30.878676506823428,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
n3dv,rendered_prior_0p1,16,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.042317708333333336,30.878676506823428,30.98229275935752,30.878676506823428,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
n3dv,rendered_prior_0p1,16,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775379180908203,31.09212964193053,31.28090379206947,31.09212964193053,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
n3dv,rendered_prior_0p1,16,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.03897187739242742,31.09212964193053,31.28090379206947,31.09212964193053,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
n3dv,rendered_prior_0p1,16,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.05078125,31.09212964193053,31.28090379206947,31.09212964193053,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
n3dv,rendered_prior_0p1,16,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.06775419211681978,31.105203075376902,31.300109226532687,31.105203075376902,81,6,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
n3dv,rendered_prior_0p1,16,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.04579731270118996,31.105203075376902,31.300109226532687,31.105203075376902,81,6,stage51/stage50,Generic zlib over the Stage50 dtype payload.
n3dv,rendered_prior_0p1,16,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.06770833333333333,31.105203075376902,31.300109226532687,31.105203075376902,81,6,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,1,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.4576104364277404,31.523855529489662,31.523855529489662,31.523855529489662,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,1,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.29418435508822216,31.523855529489662,31.523855529489662,31.523855529489662,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,1,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.45703125,31.523855529489662,31.523855529489662,31.523855529489662,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,1,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.914651882501296,35.361156410297525,35.361156410297525,35.361156410297525,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,1,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.4544349599767614,35.361156410297525,35.361156410297525,35.361156410297525,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,1,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.5712890625,35.361156410297525,35.361156410297525,35.361156410297525,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,1,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.9146564742665232,36.07325364548221,36.07325364548221,36.07325364548221,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,1,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.517361275943709,36.07325364548221,36.07325364548221,36.07325364548221,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,1,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.685546875,36.07325364548221,36.07325364548221,36.07325364548221,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,1,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.9146607363665545,36.137359505002735,36.137359505002735,36.137359505002735,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,1,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.6070812013414171,36.137359505002735,36.137359505002735,36.137359505002735,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,1,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.9140625,36.137359505002735,36.137359505002735,36.137359505002735,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,1,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.4576104364277404,31.523855529489662,31.523855529489662,31.523855529489662,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,1,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.29418435508822216,31.523855529489662,31.523855529489662,31.523855529489662,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,1,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.45703125,31.523855529489662,31.523855529489662,31.523855529489662,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,1,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.914651882501296,35.361156410297525,35.361156410297525,35.361156410297525,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,1,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.4544349599767614,35.361156410297525,35.361156410297525,35.361156410297525,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,1,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.5712890625,35.361156410297525,35.361156410297525,35.361156410297525,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,1,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.9146564742665232,36.07325364548221,36.07325364548221,36.07325364548221,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,1,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.517361275943709,36.07325364548221,36.07325364548221,36.07325364548221,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,1,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.685546875,36.07325364548221,36.07325364548221,36.07325364548221,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,1,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.9146607363665545,36.137359505002735,36.137359505002735,36.137359505002735,81,81,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,1,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.6070812013414171,36.137359505002735,36.137359505002735,36.137359505002735,81,81,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,1,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.9140625,36.137359505002735,36.137359505002735,36.137359505002735,81,81,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,2,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.2316303606386538,30.894989100413937,30.809355381121513,30.894989100413937,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,2,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.14892107174720293,30.894989100413937,30.809355381121513,30.894989100413937,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,2,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.23133680555555555,30.894989100413937,30.809355381121513,30.894989100413937,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,2,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.462972558574912,33.641241180812564,33.77258227580894,33.641241180812564,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,2,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.23003289728988835,33.641241180812564,33.77258227580894,33.641241180812564,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,2,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.2891710069444444,33.641241180812564,33.77258227580894,33.641241180812564,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,2,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.4629749486475815,34.101764571375774,34.26723772414382,34.101764571375774,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,2,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.2618924246893989,34.101764571375774,34.26723772414382,34.101764571375774,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,2,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.3470052083333333,34.101764571375774,34.26723772414382,34.101764571375774,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,2,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.4629769501862703,34.14493491847792,34.31187763015191,34.14493491847792,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,2,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.3072977301515179,34.14493491847792,34.31187763015191,34.14493491847792,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,2,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.4626736111111111,34.14493491847792,34.31187763015191,34.14493491847792,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,2,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.2316303606386538,30.894989100413937,30.809355381121513,30.894989100413937,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,2,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.14892107174720293,30.894989100413937,30.809355381121513,30.894989100413937,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,2,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.23133680555555555,30.894989100413937,30.809355381121513,30.894989100413937,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,2,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.462972558574912,33.641241180812564,33.77258227580894,33.641241180812564,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,2,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.23003289728988835,33.641241180812564,33.77258227580894,33.641241180812564,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,2,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.2891710069444444,33.641241180812564,33.77258227580894,33.641241180812564,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,2,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.4629749486475815,34.101764571375774,34.26723772414382,34.101764571375774,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,2,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.2618924246893989,34.101764571375774,34.26723772414382,34.101764571375774,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,2,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.3470052083333333,34.101764571375774,34.26723772414382,34.101764571375774,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,2,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.4629769501862703,34.14493491847792,34.31187763015191,34.14493491847792,81,41,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,2,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.3072977301515179,34.14493491847792,34.31187763015191,34.14493491847792,81,41,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,2,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.4626736111111111,34.14493491847792,34.31187763015191,34.14493491847792,81,41,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,3,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.15818700672667704,30.251845180797627,30.1503878439344,30.251845180797627,81,28,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,3,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.10170363202507113,30.251845180797627,30.1503878439344,30.251845180797627,81,28,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,3,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.1579861111111111,30.251845180797627,30.1503878439344,30.251845180797627,81,28,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,3,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.31617677947621287,32.471542002133084,32.59459456161942,32.471542002133084,81,28,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,3,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.15709556767969957,32.471542002133084,32.59459456161942,32.471542002133084,81,28,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,3,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.1974826388888889,32.471542002133084,32.59459456161942,32.471542002133084,81,28,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,3,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.3161783924809209,32.82131627792102,32.97953921235584,32.82131627792102,81,28,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,3,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.1788448993070626,32.82131627792102,32.97953921235584,32.82131627792102,81,28,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,3,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.23697916666666666,32.82131627792102,32.97953921235584,32.82131627792102,81,28,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,3,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.31617986420054495,32.85554448572006,33.014728132919636,32.85554448572006,81,28,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,3,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.20986157876473885,32.85554448572006,33.014728132919636,32.85554448572006,81,28,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,3,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.3159722222222222,32.85554448572006,33.014728132919636,32.85554448572006,81,28,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,3,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.15818717155927492,30.268540253576,30.168334645284048,30.268540253576,81,28,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,3,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.10169988797034746,30.268540253576,30.168334645284048,30.268540253576,81,28,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,3,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.1579861111111111,30.268540253576,30.168334645284048,30.268540253576,81,28,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,3,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.31617682657124085,32.48502686996154,32.611352557420076,32.48502686996154,81,28,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,3,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.15709441385151426,32.48502686996154,32.611352557420076,32.48502686996154,81,28,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,3,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.1974826388888889,32.48502686996154,32.611352557420076,32.48502686996154,81,28,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,3,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.31617845134970585,32.83677548239518,32.99840711856355,32.83677548239518,81,28,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,3,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.17885110407699772,32.83677548239518,32.99840711856355,32.83677548239518,81,28,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,3,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.23697916666666666,32.83677548239518,32.99840711856355,32.83677548239518,81,28,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,rendered_prior_0p1,3,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.31617993484308693,32.8712230385927,33.0338466553791,32.8712230385927,81,28,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,rendered_prior_0p1,3,16,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.20984949889006438,32.8712230385927,33.0338466553791,32.8712230385927,81,28,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,rendered_prior_0p1,3,16,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.3159722222222222,32.8712230385927,33.0338466553791,32.8712230385927,81,28,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,4,8,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.11864052289797936,29.643505213208805,29.545145261528557,29.643505213208805,81,21,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,4,8,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.07628175947401258,29.643505213208805,29.545145261528557,29.643505213208805,81,21,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,4,8,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.11848958333333333,29.643505213208805,29.545145261528557,29.643505213208805,81,21,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,4,10,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.23713296725426192,31.481323381985003,31.597200834219542,31.481323381985003,81,21,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,4,10,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.11782603793674046,31.481323381985003,31.597200834219542,31.481323381985003,81,21,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,4,10,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.14811197916666666,31.481323381985003,31.597200834219542,31.481323381985003,81,21,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,4,12,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.23713416817747515,31.756034962113922,31.90380838689646,31.756034962113922,81,21,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
meetroom,uniform,4,12,legacy_dtype_zlib,actual Stage50 dtype zlib container including metadata,0.13415439040572555,31.756034962113922,31.90380838689646,31.756034962113922,81,21,stage51/stage50,Generic zlib over the Stage50 dtype payload.
meetroom,uniform,4,12,compact_bitpack_raw_payload_estimate,"theoretical bitpacked payload only, no metadata/header",0.177734375,31.756034962113922,31.90380838689646,31.756034962113922,81,21,stage51/stage50,Payload-only estimate used before Stage57 actual compact containers.
meetroom,uniform,4,16,legacy_dtype_raw,actual Stage50 dtype raw container including metadata,0.2371352513631185,31.783293136213867,31.93159110771628,31.783293136213867,81,21,stage51/stage50,"Stage50 storage prototype: q<=8 uint8, q>8 uint16."
