dataset,split,sequence,frame_gap,total_frames,exported_pair_count,total_middle_frames,total_anchor_mib,avg_anchor_mib_per_pair,heavy_root
DAVIS,train,color-run,4,84,21,62,38.390625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,crossing,4,52,13,38,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dance-jump,4,60,15,44,27.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dancing,4,62,16,45,29.25,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,disc-jockey,4,76,19,56,34.734375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dog-agility,4,25,6,18,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dog-gooses,4,86,22,63,40.21875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dogs-scale,4,83,21,61,38.390625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drift-turn,4,64,16,47,29.25,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drone,4,91,23,67,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,elephant,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,flamingo,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hike,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hockey,4,75,19,55,34.734375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,horsejump-low,4,60,15,44,27.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kid-football,4,68,17,50,31.078125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kite-walk,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,koala,4,100,25,74,45.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lady-running,4,65,16,48,29.25,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lindy-hop,4,73,18,54,32.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,longboard,4,52,13,38,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lucia,4,70,18,51,32.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-fly,4,70,18,51,32.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-water,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,miami-surf,4,70,18,51,32.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motocross-bumps,4,60,15,44,27.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motorbike,4,43,11,31,20.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,night-race,4,46,12,33,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,paragliding,4,70,18,51,32.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,planes-water,4,38,10,27,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rallye,4,50,13,36,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rhino,4,90,23,66,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rollerblade,4,35,9,25,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,schoolgirls,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-board,4,91,23,67,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-gray,4,75,19,55,34.734375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,sheep,4,68,17,50,31.078125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,skate-park,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,snowboard,4,66,17,48,31.078125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,soccerball,4,48,12,35,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stroller,4,91,23,67,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stunt,4,71,18,52,32.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,surf,4,55,14,40,25.59375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,swing,4,60,15,44,27.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tennis,4,70,18,51,32.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tractor-sand,4,76,19,56,34.734375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,train,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tuk-tuk,4,59,15,43,27.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,upside-down,4,65,16,48,29.25,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,varanus-cage,4,67,17,49,31.078125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,walking,4,72,18,53,32.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bike-packing,4,69,17,51,31.078125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,blackswan,4,50,13,36,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bmx-trees,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,breakdance,4,84,21,62,38.390625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,camel,4,90,23,66,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-roundabout,4,75,19,55,34.734375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-shadow,4,40,10,29,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,cows,4,104,26,77,47.53125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dance-twirl,4,90,23,66,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dog,4,60,15,44,27.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dogs-jump,4,66,17,48,31.078125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-chicane,4,52,13,38,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-straight,4,50,13,36,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,goat,4,90,23,66,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,gold-fish,4,78,20,57,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,horsejump-high,4,50,13,36,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,india,4,81,20,60,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,judo,4,34,9,24,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,kite-surf,4,50,13,36,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,lab-coat,4,47,12,34,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,libby,4,49,12,36,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,loading,4,50,13,36,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,mbike-trick,4,79,20,58,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,motocross-jump,4,40,10,29,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,paragliding-launch,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,parkour,4,100,25,74,45.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,pigs,4,79,20,58,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,scooter-black,4,43,11,31,20.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,shooting,4,40,10,29,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,soapbox,4,99,25,73,45.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bear,8,82,11,70,20.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bmx-bumps,8,90,12,77,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,boat,8,75,10,64,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,boxing-fisheye,8,87,11,75,20.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,breakdance-flare,8,71,9,61,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bus,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,car-turn,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,cat-girl,8,89,11,77,20.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,classic-car,8,63,8,54,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,color-run,8,84,11,72,20.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,crossing,8,52,7,44,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dance-jump,8,60,8,51,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dancing,8,62,8,53,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,disc-jockey,8,76,10,65,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dog-agility,8,25,3,21,5.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dog-gooses,8,86,11,74,20.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dogs-scale,8,83,11,71,20.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drift-turn,8,64,8,55,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drone,8,91,12,78,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,elephant,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,flamingo,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hike,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hockey,8,75,10,64,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,horsejump-low,8,60,8,51,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kid-football,8,68,9,58,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kite-walk,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,koala,8,100,13,86,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lady-running,8,65,8,56,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lindy-hop,8,73,9,63,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,longboard,8,52,7,44,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lucia,8,70,9,60,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-fly,8,70,9,60,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-water,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,miami-surf,8,70,9,60,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motocross-bumps,8,60,8,51,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motorbike,8,43,6,36,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,night-race,8,46,6,39,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,paragliding,8,70,9,60,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,planes-water,8,38,5,32,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rallye,8,50,7,42,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rhino,8,90,12,77,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rollerblade,8,35,5,29,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,schoolgirls,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-board,8,91,12,78,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-gray,8,75,10,64,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,sheep,8,68,9,58,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,skate-park,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,snowboard,8,66,9,56,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,soccerball,8,48,6,41,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stroller,8,91,12,78,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stunt,8,71,9,61,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,surf,8,55,7,47,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,swing,8,60,8,51,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tennis,8,70,9,60,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tractor-sand,8,76,10,65,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,train,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tuk-tuk,8,59,8,50,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,upside-down,8,65,8,56,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,varanus-cage,8,67,9,57,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,walking,8,72,9,62,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bike-packing,8,69,9,59,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,blackswan,8,50,7,42,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bmx-trees,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,breakdance,8,84,11,72,20.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,camel,8,90,12,77,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-roundabout,8,75,10,64,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-shadow,8,40,5,34,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,cows,8,104,13,90,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dance-twirl,8,90,12,77,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dog,8,60,8,51,14.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dogs-jump,8,66,9,56,16.453125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-chicane,8,52,7,44,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-straight,8,50,7,42,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,goat,8,90,12,77,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,gold-fish,8,78,10,67,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,horsejump-high,8,50,7,42,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,india,8,81,10,70,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,judo,8,34,5,28,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,kite-surf,8,50,7,42,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,lab-coat,8,47,6,40,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,libby,8,49,6,42,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,loading,8,50,7,42,12.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,mbike-trick,8,79,10,68,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,motocross-jump,8,40,5,34,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,paragliding-launch,8,80,10,69,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,parkour,8,100,13,86,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,pigs,8,79,10,68,18.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,scooter-black,8,43,6,36,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,shooting,8,40,5,34,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,soapbox,8,99,13,85,23.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bear,16,82,6,75,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bmx-bumps,16,90,6,83,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,boat,16,75,5,69,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,boxing-fisheye,16,87,6,80,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,breakdance-flare,16,71,5,65,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bus,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,car-turn,16,80,5,74,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,cat-girl,16,89,6,82,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,classic-car,16,63,4,58,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,color-run,16,84,6,77,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,crossing,16,52,4,47,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dance-jump,16,60,4,55,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dancing,16,62,4,57,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,disc-jockey,16,76,5,70,9.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dog-agility,16,25,2,22,3.65625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dog-gooses,16,86,6,79,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dogs-scale,16,83,6,76,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drift-turn,16,64,4,59,7.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drone,16,91,6,84,10.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
