sequence,total_frames,schedule,frame_index,measurement_type,measurement_key,left_index,right_index,segment_length,normalized_time,is_keyframe,notes
car-shadow,40,stage165_adaptive,33,stage158_residual_payload,residual::car-shadow:00033:00032:00035,32,35,3,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,stage165_adaptive,34,stage158_residual_payload,residual::car-shadow:00034:00032:00035,32,35,3,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,stage165_adaptive,35,q12_keyframe_payload,keyframe::car-shadow:00035,35,35,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,stage165_adaptive,36,stage158_residual_payload,residual::car-shadow:00036:00035:00039,35,39,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,stage165_adaptive,37,stage158_residual_payload,residual::car-shadow:00037:00035:00039,35,39,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,stage165_adaptive,38,stage158_residual_payload,residual::car-shadow:00038:00035:00039,35,39,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,stage165_adaptive,39,q12_keyframe_payload,keyframe::car-shadow:00039,39,39,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,0,q12_keyframe_payload,keyframe::car-shadow:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,1,stage158_residual_payload,residual::car-shadow:00001:00000:00004,0,4,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,2,stage158_residual_payload,residual::car-shadow:00002:00000:00004,0,4,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,3,stage158_residual_payload,residual::car-shadow:00003:00000:00004,0,4,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,4,q12_keyframe_payload,keyframe::car-shadow:00004,4,4,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,5,stage158_residual_payload,residual::car-shadow:00005:00004:00008,4,8,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,6,stage158_residual_payload,residual::car-shadow:00006:00004:00008,4,8,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,7,stage158_residual_payload,residual::car-shadow:00007:00004:00008,4,8,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,8,q12_keyframe_payload,keyframe::car-shadow:00008,8,8,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,9,stage158_residual_payload,residual::car-shadow:00009:00008:00012,8,12,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,10,stage158_residual_payload,residual::car-shadow:00010:00008:00012,8,12,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,11,stage158_residual_payload,residual::car-shadow:00011:00008:00012,8,12,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,12,q12_keyframe_payload,keyframe::car-shadow:00012,12,12,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,13,stage158_residual_payload,residual::car-shadow:00013:00012:00016,12,16,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,14,stage158_residual_payload,residual::car-shadow:00014:00012:00016,12,16,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,15,stage158_residual_payload,residual::car-shadow:00015:00012:00016,12,16,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,16,q12_keyframe_payload,keyframe::car-shadow:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,17,stage158_residual_payload,residual::car-shadow:00017:00016:00020,16,20,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,18,stage158_residual_payload,residual::car-shadow:00018:00016:00020,16,20,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,19,stage158_residual_payload,residual::car-shadow:00019:00016:00020,16,20,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,20,q12_keyframe_payload,keyframe::car-shadow:00020,20,20,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,21,stage158_residual_payload,residual::car-shadow:00021:00020:00024,20,24,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,22,stage158_residual_payload,residual::car-shadow:00022:00020:00024,20,24,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,23,stage158_residual_payload,residual::car-shadow:00023:00020:00024,20,24,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,24,q12_keyframe_payload,keyframe::car-shadow:00024,24,24,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,25,stage158_residual_payload,residual::car-shadow:00025:00024:00028,24,28,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,26,stage158_residual_payload,residual::car-shadow:00026:00024:00028,24,28,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,27,stage158_residual_payload,residual::car-shadow:00027:00024:00028,24,28,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,28,q12_keyframe_payload,keyframe::car-shadow:00028,28,28,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,29,stage158_residual_payload,residual::car-shadow:00029:00028:00032,28,32,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,30,stage158_residual_payload,residual::car-shadow:00030:00028:00032,28,32,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,31,stage158_residual_payload,residual::car-shadow:00031:00028:00032,28,32,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,32,q12_keyframe_payload,keyframe::car-shadow:00032,32,32,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,33,stage158_residual_payload,residual::car-shadow:00033:00032:00036,32,36,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,34,stage158_residual_payload,residual::car-shadow:00034:00032:00036,32,36,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,35,stage158_residual_payload,residual::car-shadow:00035:00032:00036,32,36,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,36,q12_keyframe_payload,keyframe::car-shadow:00036,36,36,0,0.0,1,measure transmitted q12 keyframe anchor payload
car-shadow,40,uniform_gap4,37,stage158_residual_payload,residual::car-shadow:00037:00036:00039,36,39,3,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,38,stage158_residual_payload,residual::car-shadow:00038:00036:00039,36,39,3,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
car-shadow,40,uniform_gap4,39,q12_keyframe_payload,keyframe::car-shadow:00039,39,39,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,0,q12_keyframe_payload,keyframe::cows:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,1,stage158_residual_payload,residual::cows:00001:00000:00008,0,8,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,2,stage158_residual_payload,residual::cows:00002:00000:00008,0,8,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,3,stage158_residual_payload,residual::cows:00003:00000:00008,0,8,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,4,stage158_residual_payload,residual::cows:00004:00000:00008,0,8,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,5,stage158_residual_payload,residual::cows:00005:00000:00008,0,8,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,6,stage158_residual_payload,residual::cows:00006:00000:00008,0,8,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,7,stage158_residual_payload,residual::cows:00007:00000:00008,0,8,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,8,q12_keyframe_payload,keyframe::cows:00008,8,8,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,9,stage158_residual_payload,residual::cows:00009:00008:00016,8,16,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,10,stage158_residual_payload,residual::cows:00010:00008:00016,8,16,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,11,stage158_residual_payload,residual::cows:00011:00008:00016,8,16,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,12,stage158_residual_payload,residual::cows:00012:00008:00016,8,16,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,13,stage158_residual_payload,residual::cows:00013:00008:00016,8,16,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,14,stage158_residual_payload,residual::cows:00014:00008:00016,8,16,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,15,stage158_residual_payload,residual::cows:00015:00008:00016,8,16,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,16,q12_keyframe_payload,keyframe::cows:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,17,stage158_residual_payload,residual::cows:00017:00016:00024,16,24,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,18,stage158_residual_payload,residual::cows:00018:00016:00024,16,24,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,19,stage158_residual_payload,residual::cows:00019:00016:00024,16,24,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,20,stage158_residual_payload,residual::cows:00020:00016:00024,16,24,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,21,stage158_residual_payload,residual::cows:00021:00016:00024,16,24,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,22,stage158_residual_payload,residual::cows:00022:00016:00024,16,24,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,23,stage158_residual_payload,residual::cows:00023:00016:00024,16,24,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,24,q12_keyframe_payload,keyframe::cows:00024,24,24,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,25,stage158_residual_payload,residual::cows:00025:00024:00032,24,32,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,26,stage158_residual_payload,residual::cows:00026:00024:00032,24,32,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,27,stage158_residual_payload,residual::cows:00027:00024:00032,24,32,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,28,stage158_residual_payload,residual::cows:00028:00024:00032,24,32,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,29,stage158_residual_payload,residual::cows:00029:00024:00032,24,32,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,30,stage158_residual_payload,residual::cows:00030:00024:00032,24,32,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,31,stage158_residual_payload,residual::cows:00031:00024:00032,24,32,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,32,q12_keyframe_payload,keyframe::cows:00032,32,32,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,33,stage158_residual_payload,residual::cows:00033:00032:00040,32,40,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,34,stage158_residual_payload,residual::cows:00034:00032:00040,32,40,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,35,stage158_residual_payload,residual::cows:00035:00032:00040,32,40,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,36,stage158_residual_payload,residual::cows:00036:00032:00040,32,40,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,37,stage158_residual_payload,residual::cows:00037:00032:00040,32,40,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,38,stage158_residual_payload,residual::cows:00038:00032:00040,32,40,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,39,stage158_residual_payload,residual::cows:00039:00032:00040,32,40,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,40,q12_keyframe_payload,keyframe::cows:00040,40,40,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,41,stage158_residual_payload,residual::cows:00041:00040:00048,40,48,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,42,stage158_residual_payload,residual::cows:00042:00040:00048,40,48,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,43,stage158_residual_payload,residual::cows:00043:00040:00048,40,48,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,44,stage158_residual_payload,residual::cows:00044:00040:00048,40,48,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,45,stage158_residual_payload,residual::cows:00045:00040:00048,40,48,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,46,stage158_residual_payload,residual::cows:00046:00040:00048,40,48,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,47,stage158_residual_payload,residual::cows:00047:00040:00048,40,48,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,48,q12_keyframe_payload,keyframe::cows:00048,48,48,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,49,stage158_residual_payload,residual::cows:00049:00048:00056,48,56,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,50,stage158_residual_payload,residual::cows:00050:00048:00056,48,56,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,51,stage158_residual_payload,residual::cows:00051:00048:00056,48,56,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,52,stage158_residual_payload,residual::cows:00052:00048:00056,48,56,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,53,stage158_residual_payload,residual::cows:00053:00048:00056,48,56,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,54,stage158_residual_payload,residual::cows:00054:00048:00056,48,56,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,55,stage158_residual_payload,residual::cows:00055:00048:00056,48,56,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,56,q12_keyframe_payload,keyframe::cows:00056,56,56,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,57,stage158_residual_payload,residual::cows:00057:00056:00064,56,64,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,58,stage158_residual_payload,residual::cows:00058:00056:00064,56,64,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,59,stage158_residual_payload,residual::cows:00059:00056:00064,56,64,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,60,stage158_residual_payload,residual::cows:00060:00056:00064,56,64,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,61,stage158_residual_payload,residual::cows:00061:00056:00064,56,64,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,62,stage158_residual_payload,residual::cows:00062:00056:00064,56,64,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,63,stage158_residual_payload,residual::cows:00063:00056:00064,56,64,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,64,q12_keyframe_payload,keyframe::cows:00064,64,64,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,65,stage158_residual_payload,residual::cows:00065:00064:00072,64,72,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,66,stage158_residual_payload,residual::cows:00066:00064:00072,64,72,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,67,stage158_residual_payload,residual::cows:00067:00064:00072,64,72,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,68,stage158_residual_payload,residual::cows:00068:00064:00072,64,72,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,69,stage158_residual_payload,residual::cows:00069:00064:00072,64,72,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,70,stage158_residual_payload,residual::cows:00070:00064:00072,64,72,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,71,stage158_residual_payload,residual::cows:00071:00064:00072,64,72,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,72,q12_keyframe_payload,keyframe::cows:00072,72,72,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,73,stage158_residual_payload,residual::cows:00073:00072:00080,72,80,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,74,stage158_residual_payload,residual::cows:00074:00072:00080,72,80,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,75,stage158_residual_payload,residual::cows:00075:00072:00080,72,80,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,76,stage158_residual_payload,residual::cows:00076:00072:00080,72,80,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,77,stage158_residual_payload,residual::cows:00077:00072:00080,72,80,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,78,stage158_residual_payload,residual::cows:00078:00072:00080,72,80,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,79,stage158_residual_payload,residual::cows:00079:00072:00080,72,80,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,80,q12_keyframe_payload,keyframe::cows:00080,80,80,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,81,stage158_residual_payload,residual::cows:00081:00080:00088,80,88,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,82,stage158_residual_payload,residual::cows:00082:00080:00088,80,88,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,83,stage158_residual_payload,residual::cows:00083:00080:00088,80,88,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,84,stage158_residual_payload,residual::cows:00084:00080:00088,80,88,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,85,stage158_residual_payload,residual::cows:00085:00080:00088,80,88,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,86,stage158_residual_payload,residual::cows:00086:00080:00088,80,88,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,87,stage158_residual_payload,residual::cows:00087:00080:00088,80,88,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,88,q12_keyframe_payload,keyframe::cows:00088,88,88,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,89,stage158_residual_payload,residual::cows:00089:00088:00096,88,96,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,90,stage158_residual_payload,residual::cows:00090:00088:00096,88,96,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,91,stage158_residual_payload,residual::cows:00091:00088:00096,88,96,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,92,stage158_residual_payload,residual::cows:00092:00088:00096,88,96,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,93,stage158_residual_payload,residual::cows:00093:00088:00096,88,96,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,94,stage158_residual_payload,residual::cows:00094:00088:00096,88,96,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,95,stage158_residual_payload,residual::cows:00095:00088:00096,88,96,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,96,q12_keyframe_payload,keyframe::cows:00096,96,96,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,uniform_gap8,97,stage158_residual_payload,residual::cows:00097:00096:00103,96,103,7,0.14285714285714285,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,98,stage158_residual_payload,residual::cows:00098:00096:00103,96,103,7,0.2857142857142857,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,99,stage158_residual_payload,residual::cows:00099:00096:00103,96,103,7,0.42857142857142855,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,100,stage158_residual_payload,residual::cows:00100:00096:00103,96,103,7,0.5714285714285714,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,101,stage158_residual_payload,residual::cows:00101:00096:00103,96,103,7,0.7142857142857143,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,102,stage158_residual_payload,residual::cows:00102:00096:00103,96,103,7,0.8571428571428571,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,uniform_gap8,103,q12_keyframe_payload,keyframe::cows:00103,103,103,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,stage165_adaptive,0,q12_keyframe_payload,keyframe::cows:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,stage165_adaptive,1,stage158_residual_payload,residual::cows:00001:00000:00008,0,8,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,2,stage158_residual_payload,residual::cows:00002:00000:00008,0,8,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,3,stage158_residual_payload,residual::cows:00003:00000:00008,0,8,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,4,stage158_residual_payload,residual::cows:00004:00000:00008,0,8,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,5,stage158_residual_payload,residual::cows:00005:00000:00008,0,8,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,6,stage158_residual_payload,residual::cows:00006:00000:00008,0,8,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,7,stage158_residual_payload,residual::cows:00007:00000:00008,0,8,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,8,q12_keyframe_payload,keyframe::cows:00008,8,8,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,stage165_adaptive,9,stage158_residual_payload,residual::cows:00009:00008:00015,8,15,7,0.14285714285714285,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,10,stage158_residual_payload,residual::cows:00010:00008:00015,8,15,7,0.2857142857142857,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,11,stage158_residual_payload,residual::cows:00011:00008:00015,8,15,7,0.42857142857142855,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,12,stage158_residual_payload,residual::cows:00012:00008:00015,8,15,7,0.5714285714285714,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,13,stage158_residual_payload,residual::cows:00013:00008:00015,8,15,7,0.7142857142857143,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,14,stage158_residual_payload,residual::cows:00014:00008:00015,8,15,7,0.8571428571428571,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,15,q12_keyframe_payload,keyframe::cows:00015,15,15,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,stage165_adaptive,16,q12_keyframe_payload,keyframe::cows:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,stage165_adaptive,17,stage158_residual_payload,residual::cows:00017:00016:00019,16,19,3,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,18,stage158_residual_payload,residual::cows:00018:00016:00019,16,19,3,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,19,q12_keyframe_payload,keyframe::cows:00019,19,19,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,stage165_adaptive,20,stage158_residual_payload,residual::cows:00020:00019:00024,19,24,5,0.2,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,21,stage158_residual_payload,residual::cows:00021:00019:00024,19,24,5,0.4,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,22,stage158_residual_payload,residual::cows:00022:00019:00024,19,24,5,0.6,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,23,stage158_residual_payload,residual::cows:00023:00019:00024,19,24,5,0.8,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,24,q12_keyframe_payload,keyframe::cows:00024,24,24,0,0.0,1,measure transmitted q12 keyframe anchor payload
cows,104,stage165_adaptive,25,stage158_residual_payload,residual::cows:00025:00024:00032,24,32,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,26,stage158_residual_payload,residual::cows:00026:00024:00032,24,32,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
cows,104,stage165_adaptive,27,stage158_residual_payload,residual::cows:00027:00024:00032,24,32,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
