measurement_key,sequence,target_index,left_index,right_index,segment_length,normalized_time,used_by_schedules,schedule_count
residual::car-roundabout:00009:00008:00012,car-roundabout,9,8,12,4,0.25,uniform_gap4,1
residual::car-roundabout:00009:00008:00015,car-roundabout,9,8,15,7,0.14285714285714285,stage165_adaptive,1
residual::car-roundabout:00009:00008:00016,car-roundabout,9,8,16,8,0.125,uniform_gap8,1
residual::car-roundabout:00010:00008:00012,car-roundabout,10,8,12,4,0.5,uniform_gap4,1
residual::car-roundabout:00010:00008:00015,car-roundabout,10,8,15,7,0.2857142857142857,stage165_adaptive,1
residual::car-roundabout:00010:00008:00016,car-roundabout,10,8,16,8,0.25,uniform_gap8,1
residual::car-roundabout:00011:00008:00012,car-roundabout,11,8,12,4,0.75,uniform_gap4,1
residual::car-roundabout:00011:00008:00015,car-roundabout,11,8,15,7,0.42857142857142855,stage165_adaptive,1
residual::car-roundabout:00011:00008:00016,car-roundabout,11,8,16,8,0.375,uniform_gap8,1
residual::car-roundabout:00012:00008:00015,car-roundabout,12,8,15,7,0.5714285714285714,stage165_adaptive,1
residual::car-roundabout:00012:00008:00016,car-roundabout,12,8,16,8,0.5,uniform_gap8,1
residual::car-roundabout:00013:00008:00015,car-roundabout,13,8,15,7,0.7142857142857143,stage165_adaptive,1
residual::car-roundabout:00013:00008:00016,car-roundabout,13,8,16,8,0.625,uniform_gap8,1
residual::car-roundabout:00013:00012:00016,car-roundabout,13,12,16,4,0.25,uniform_gap4,1
residual::car-roundabout:00014:00008:00015,car-roundabout,14,8,15,7,0.8571428571428571,stage165_adaptive,1
residual::car-roundabout:00014:00008:00016,car-roundabout,14,8,16,8,0.75,uniform_gap8,1
residual::car-roundabout:00014:00012:00016,car-roundabout,14,12,16,4,0.5,uniform_gap4,1
residual::car-roundabout:00015:00008:00016,car-roundabout,15,8,16,8,0.875,uniform_gap8,1
residual::car-roundabout:00015:00012:00016,car-roundabout,15,12,16,4,0.75,uniform_gap4,1
residual::car-roundabout:00017:00016:00020,car-roundabout,17,16,20,4,0.25,uniform_gap4,1
residual::car-roundabout:00017:00016:00024,car-roundabout,17,16,24,8,0.125,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00018:00016:00020,car-roundabout,18,16,20,4,0.5,uniform_gap4,1
residual::car-roundabout:00018:00016:00024,car-roundabout,18,16,24,8,0.25,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00019:00016:00020,car-roundabout,19,16,20,4,0.75,uniform_gap4,1
residual::car-roundabout:00019:00016:00024,car-roundabout,19,16,24,8,0.375,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00020:00016:00024,car-roundabout,20,16,24,8,0.5,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00021:00016:00024,car-roundabout,21,16,24,8,0.625,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00021:00020:00024,car-roundabout,21,20,24,4,0.25,uniform_gap4,1
residual::car-roundabout:00022:00016:00024,car-roundabout,22,16,24,8,0.75,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00022:00020:00024,car-roundabout,22,20,24,4,0.5,uniform_gap4,1
residual::car-roundabout:00023:00016:00024,car-roundabout,23,16,24,8,0.875,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00023:00020:00024,car-roundabout,23,20,24,4,0.75,uniform_gap4,1
residual::car-roundabout:00025:00024:00028,car-roundabout,25,24,28,4,0.25,uniform_gap4,1
residual::car-roundabout:00025:00024:00029,car-roundabout,25,24,29,5,0.2,stage165_adaptive,1
residual::car-roundabout:00025:00024:00032,car-roundabout,25,24,32,8,0.125,uniform_gap8,1
residual::car-roundabout:00026:00024:00028,car-roundabout,26,24,28,4,0.5,uniform_gap4,1
residual::car-roundabout:00026:00024:00029,car-roundabout,26,24,29,5,0.4,stage165_adaptive,1
residual::car-roundabout:00026:00024:00032,car-roundabout,26,24,32,8,0.25,uniform_gap8,1
residual::car-roundabout:00027:00024:00028,car-roundabout,27,24,28,4,0.75,uniform_gap4,1
residual::car-roundabout:00027:00024:00029,car-roundabout,27,24,29,5,0.6,stage165_adaptive,1
residual::car-roundabout:00027:00024:00032,car-roundabout,27,24,32,8,0.375,uniform_gap8,1
residual::car-roundabout:00028:00024:00029,car-roundabout,28,24,29,5,0.8,stage165_adaptive,1
residual::car-roundabout:00028:00024:00032,car-roundabout,28,24,32,8,0.5,uniform_gap8,1
residual::car-roundabout:00029:00024:00032,car-roundabout,29,24,32,8,0.625,uniform_gap8,1
residual::car-roundabout:00029:00028:00032,car-roundabout,29,28,32,4,0.25,uniform_gap4,1
residual::car-roundabout:00030:00024:00032,car-roundabout,30,24,32,8,0.75,uniform_gap8,1
residual::car-roundabout:00030:00028:00032,car-roundabout,30,28,32,4,0.5,uniform_gap4,1
residual::car-roundabout:00030:00029:00032,car-roundabout,30,29,32,3,0.3333333333333333,stage165_adaptive,1
residual::car-roundabout:00031:00024:00032,car-roundabout,31,24,32,8,0.875,uniform_gap8,1
residual::car-roundabout:00031:00028:00032,car-roundabout,31,28,32,4,0.75,uniform_gap4,1
residual::car-roundabout:00031:00029:00032,car-roundabout,31,29,32,3,0.6666666666666666,stage165_adaptive,1
residual::car-roundabout:00033:00032:00036,car-roundabout,33,32,36,4,0.25,uniform_gap4,1
residual::car-roundabout:00033:00032:00040,car-roundabout,33,32,40,8,0.125,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00034:00032:00036,car-roundabout,34,32,36,4,0.5,uniform_gap4,1
residual::car-roundabout:00034:00032:00040,car-roundabout,34,32,40,8,0.25,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00035:00032:00036,car-roundabout,35,32,36,4,0.75,uniform_gap4,1
residual::car-roundabout:00035:00032:00040,car-roundabout,35,32,40,8,0.375,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00036:00032:00040,car-roundabout,36,32,40,8,0.5,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00037:00032:00040,car-roundabout,37,32,40,8,0.625,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00037:00036:00040,car-roundabout,37,36,40,4,0.25,uniform_gap4,1
residual::car-roundabout:00038:00032:00040,car-roundabout,38,32,40,8,0.75,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00038:00036:00040,car-roundabout,38,36,40,4,0.5,uniform_gap4,1
residual::car-roundabout:00039:00032:00040,car-roundabout,39,32,40,8,0.875,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00039:00036:00040,car-roundabout,39,36,40,4,0.75,uniform_gap4,1
residual::car-roundabout:00041:00040:00044,car-roundabout,41,40,44,4,0.25,uniform_gap4,1
residual::car-roundabout:00041:00040:00048,car-roundabout,41,40,48,8,0.125,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00042:00040:00044,car-roundabout,42,40,44,4,0.5,uniform_gap4,1
residual::car-roundabout:00042:00040:00048,car-roundabout,42,40,48,8,0.25,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00043:00040:00044,car-roundabout,43,40,44,4,0.75,uniform_gap4,1
residual::car-roundabout:00043:00040:00048,car-roundabout,43,40,48,8,0.375,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00044:00040:00048,car-roundabout,44,40,48,8,0.5,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00045:00040:00048,car-roundabout,45,40,48,8,0.625,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00045:00044:00048,car-roundabout,45,44,48,4,0.25,uniform_gap4,1
residual::car-roundabout:00046:00040:00048,car-roundabout,46,40,48,8,0.75,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00046:00044:00048,car-roundabout,46,44,48,4,0.5,uniform_gap4,1
residual::car-roundabout:00047:00040:00048,car-roundabout,47,40,48,8,0.875,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00047:00044:00048,car-roundabout,47,44,48,4,0.75,uniform_gap4,1
residual::car-roundabout:00049:00048:00052,car-roundabout,49,48,52,4,0.25,uniform_gap4,1
residual::car-roundabout:00049:00048:00056,car-roundabout,49,48,56,8,0.125,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00050:00048:00052,car-roundabout,50,48,52,4,0.5,uniform_gap4,1
residual::car-roundabout:00050:00048:00056,car-roundabout,50,48,56,8,0.25,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00051:00048:00052,car-roundabout,51,48,52,4,0.75,uniform_gap4,1
residual::car-roundabout:00051:00048:00056,car-roundabout,51,48,56,8,0.375,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00052:00048:00056,car-roundabout,52,48,56,8,0.5,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00053:00048:00056,car-roundabout,53,48,56,8,0.625,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00053:00052:00056,car-roundabout,53,52,56,4,0.25,uniform_gap4,1
residual::car-roundabout:00054:00048:00056,car-roundabout,54,48,56,8,0.75,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00054:00052:00056,car-roundabout,54,52,56,4,0.5,uniform_gap4,1
residual::car-roundabout:00055:00048:00056,car-roundabout,55,48,56,8,0.875,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00055:00052:00056,car-roundabout,55,52,56,4,0.75,uniform_gap4,1
residual::car-roundabout:00057:00056:00059,car-roundabout,57,56,59,3,0.3333333333333333,stage165_adaptive,1
residual::car-roundabout:00057:00056:00060,car-roundabout,57,56,60,4,0.25,uniform_gap4,1
residual::car-roundabout:00057:00056:00064,car-roundabout,57,56,64,8,0.125,uniform_gap8,1
residual::car-roundabout:00058:00056:00059,car-roundabout,58,56,59,3,0.6666666666666666,stage165_adaptive,1
residual::car-roundabout:00058:00056:00060,car-roundabout,58,56,60,4,0.5,uniform_gap4,1
residual::car-roundabout:00058:00056:00064,car-roundabout,58,56,64,8,0.25,uniform_gap8,1
residual::car-roundabout:00059:00056:00060,car-roundabout,59,56,60,4,0.75,uniform_gap4,1
residual::car-roundabout:00059:00056:00064,car-roundabout,59,56,64,8,0.375,uniform_gap8,1
residual::car-roundabout:00060:00056:00064,car-roundabout,60,56,64,8,0.5,uniform_gap8,1
residual::car-roundabout:00060:00059:00064,car-roundabout,60,59,64,5,0.2,stage165_adaptive,1
residual::car-roundabout:00061:00056:00064,car-roundabout,61,56,64,8,0.625,uniform_gap8,1
residual::car-roundabout:00061:00059:00064,car-roundabout,61,59,64,5,0.4,stage165_adaptive,1
residual::car-roundabout:00061:00060:00064,car-roundabout,61,60,64,4,0.25,uniform_gap4,1
residual::car-roundabout:00062:00056:00064,car-roundabout,62,56,64,8,0.75,uniform_gap8,1
residual::car-roundabout:00062:00059:00064,car-roundabout,62,59,64,5,0.6,stage165_adaptive,1
residual::car-roundabout:00062:00060:00064,car-roundabout,62,60,64,4,0.5,uniform_gap4,1
residual::car-roundabout:00063:00056:00064,car-roundabout,63,56,64,8,0.875,uniform_gap8,1
residual::car-roundabout:00063:00059:00064,car-roundabout,63,59,64,5,0.8,stage165_adaptive,1
residual::car-roundabout:00063:00060:00064,car-roundabout,63,60,64,4,0.75,uniform_gap4,1
residual::car-roundabout:00065:00064:00068,car-roundabout,65,64,68,4,0.25,uniform_gap4,1
residual::car-roundabout:00065:00064:00072,car-roundabout,65,64,72,8,0.125,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00066:00064:00068,car-roundabout,66,64,68,4,0.5,uniform_gap4,1
residual::car-roundabout:00066:00064:00072,car-roundabout,66,64,72,8,0.25,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00067:00064:00068,car-roundabout,67,64,68,4,0.75,uniform_gap4,1
residual::car-roundabout:00067:00064:00072,car-roundabout,67,64,72,8,0.375,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00068:00064:00072,car-roundabout,68,64,72,8,0.5,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00069:00064:00072,car-roundabout,69,64,72,8,0.625,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00069:00068:00072,car-roundabout,69,68,72,4,0.25,uniform_gap4,1
residual::car-roundabout:00070:00064:00072,car-roundabout,70,64,72,8,0.75,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00070:00068:00072,car-roundabout,70,68,72,4,0.5,uniform_gap4,1
residual::car-roundabout:00071:00064:00072,car-roundabout,71,64,72,8,0.875,stage165_adaptive uniform_gap8,2
residual::car-roundabout:00071:00068:00072,car-roundabout,71,68,72,4,0.75,uniform_gap4,1
residual::car-roundabout:00073:00072:00074,car-roundabout,73,72,74,2,0.5,stage165_adaptive uniform_gap4 uniform_gap8,3
residual::car-shadow:00001:00000:00004,car-shadow,1,0,4,4,0.25,uniform_gap4,1
residual::car-shadow:00001:00000:00008,car-shadow,1,0,8,8,0.125,stage165_adaptive uniform_gap8,2
residual::car-shadow:00002:00000:00004,car-shadow,2,0,4,4,0.5,uniform_gap4,1
residual::car-shadow:00002:00000:00008,car-shadow,2,0,8,8,0.25,stage165_adaptive uniform_gap8,2
residual::car-shadow:00003:00000:00004,car-shadow,3,0,4,4,0.75,uniform_gap4,1
residual::car-shadow:00003:00000:00008,car-shadow,3,0,8,8,0.375,stage165_adaptive uniform_gap8,2
residual::car-shadow:00004:00000:00008,car-shadow,4,0,8,8,0.5,stage165_adaptive uniform_gap8,2
residual::car-shadow:00005:00000:00008,car-shadow,5,0,8,8,0.625,stage165_adaptive uniform_gap8,2
residual::car-shadow:00005:00004:00008,car-shadow,5,4,8,4,0.25,uniform_gap4,1
residual::car-shadow:00006:00000:00008,car-shadow,6,0,8,8,0.75,stage165_adaptive uniform_gap8,2
residual::car-shadow:00006:00004:00008,car-shadow,6,4,8,4,0.5,uniform_gap4,1
residual::car-shadow:00007:00000:00008,car-shadow,7,0,8,8,0.875,stage165_adaptive uniform_gap8,2
residual::car-shadow:00007:00004:00008,car-shadow,7,4,8,4,0.75,uniform_gap4,1
residual::car-shadow:00009:00008:00010,car-shadow,9,8,10,2,0.5,stage165_adaptive,1
residual::car-shadow:00009:00008:00012,car-shadow,9,8,12,4,0.25,uniform_gap4,1
residual::car-shadow:00009:00008:00016,car-shadow,9,8,16,8,0.125,uniform_gap8,1
residual::car-shadow:00010:00008:00012,car-shadow,10,8,12,4,0.5,uniform_gap4,1
residual::car-shadow:00010:00008:00016,car-shadow,10,8,16,8,0.25,uniform_gap8,1
residual::car-shadow:00011:00008:00012,car-shadow,11,8,12,4,0.75,uniform_gap4,1
residual::car-shadow:00011:00008:00016,car-shadow,11,8,16,8,0.375,uniform_gap8,1
residual::car-shadow:00011:00010:00016,car-shadow,11,10,16,6,0.16666666666666666,stage165_adaptive,1
residual::car-shadow:00012:00008:00016,car-shadow,12,8,16,8,0.5,uniform_gap8,1
residual::car-shadow:00012:00010:00016,car-shadow,12,10,16,6,0.3333333333333333,stage165_adaptive,1
residual::car-shadow:00013:00008:00016,car-shadow,13,8,16,8,0.625,uniform_gap8,1
residual::car-shadow:00013:00010:00016,car-shadow,13,10,16,6,0.5,stage165_adaptive,1
residual::car-shadow:00013:00012:00016,car-shadow,13,12,16,4,0.25,uniform_gap4,1
residual::car-shadow:00014:00008:00016,car-shadow,14,8,16,8,0.75,uniform_gap8,1
residual::car-shadow:00014:00010:00016,car-shadow,14,10,16,6,0.6666666666666666,stage165_adaptive,1
residual::car-shadow:00014:00012:00016,car-shadow,14,12,16,4,0.5,uniform_gap4,1
residual::car-shadow:00015:00008:00016,car-shadow,15,8,16,8,0.875,uniform_gap8,1
residual::car-shadow:00015:00010:00016,car-shadow,15,10,16,6,0.8333333333333334,stage165_adaptive,1
residual::car-shadow:00015:00012:00016,car-shadow,15,12,16,4,0.75,uniform_gap4,1
residual::car-shadow:00017:00016:00019,car-shadow,17,16,19,3,0.3333333333333333,stage165_adaptive,1
residual::car-shadow:00017:00016:00020,car-shadow,17,16,20,4,0.25,uniform_gap4,1
residual::car-shadow:00017:00016:00024,car-shadow,17,16,24,8,0.125,uniform_gap8,1
residual::car-shadow:00018:00016:00019,car-shadow,18,16,19,3,0.6666666666666666,stage165_adaptive,1
residual::car-shadow:00018:00016:00020,car-shadow,18,16,20,4,0.5,uniform_gap4,1
residual::car-shadow:00018:00016:00024,car-shadow,18,16,24,8,0.25,uniform_gap8,1
residual::car-shadow:00019:00016:00020,car-shadow,19,16,20,4,0.75,uniform_gap4,1
residual::car-shadow:00019:00016:00024,car-shadow,19,16,24,8,0.375,uniform_gap8,1
residual::car-shadow:00020:00016:00024,car-shadow,20,16,24,8,0.5,uniform_gap8,1
residual::car-shadow:00020:00019:00024,car-shadow,20,19,24,5,0.2,stage165_adaptive,1
residual::car-shadow:00021:00016:00024,car-shadow,21,16,24,8,0.625,uniform_gap8,1
residual::car-shadow:00021:00019:00024,car-shadow,21,19,24,5,0.4,stage165_adaptive,1
residual::car-shadow:00021:00020:00024,car-shadow,21,20,24,4,0.25,uniform_gap4,1
residual::car-shadow:00022:00016:00024,car-shadow,22,16,24,8,0.75,uniform_gap8,1
residual::car-shadow:00022:00019:00024,car-shadow,22,19,24,5,0.6,stage165_adaptive,1
residual::car-shadow:00022:00020:00024,car-shadow,22,20,24,4,0.5,uniform_gap4,1
residual::car-shadow:00023:00016:00024,car-shadow,23,16,24,8,0.875,uniform_gap8,1
residual::car-shadow:00023:00019:00024,car-shadow,23,19,24,5,0.8,stage165_adaptive,1
residual::car-shadow:00023:00020:00024,car-shadow,23,20,24,4,0.75,uniform_gap4,1
residual::car-shadow:00025:00024:00028,car-shadow,25,24,28,4,0.25,uniform_gap4,1
residual::car-shadow:00025:00024:00032,car-shadow,25,24,32,8,0.125,stage165_adaptive uniform_gap8,2
residual::car-shadow:00026:00024:00028,car-shadow,26,24,28,4,0.5,uniform_gap4,1
residual::car-shadow:00026:00024:00032,car-shadow,26,24,32,8,0.25,stage165_adaptive uniform_gap8,2
residual::car-shadow:00027:00024:00028,car-shadow,27,24,28,4,0.75,uniform_gap4,1
residual::car-shadow:00027:00024:00032,car-shadow,27,24,32,8,0.375,stage165_adaptive uniform_gap8,2
residual::car-shadow:00028:00024:00032,car-shadow,28,24,32,8,0.5,stage165_adaptive uniform_gap8,2
residual::car-shadow:00029:00024:00032,car-shadow,29,24,32,8,0.625,stage165_adaptive uniform_gap8,2
residual::car-shadow:00029:00028:00032,car-shadow,29,28,32,4,0.25,uniform_gap4,1
residual::car-shadow:00030:00024:00032,car-shadow,30,24,32,8,0.75,stage165_adaptive uniform_gap8,2
residual::car-shadow:00030:00028:00032,car-shadow,30,28,32,4,0.5,uniform_gap4,1
residual::car-shadow:00031:00024:00032,car-shadow,31,24,32,8,0.875,stage165_adaptive uniform_gap8,2
residual::car-shadow:00031:00028:00032,car-shadow,31,28,32,4,0.75,uniform_gap4,1
residual::car-shadow:00033:00032:00035,car-shadow,33,32,35,3,0.3333333333333333,stage165_adaptive,1
residual::car-shadow:00033:00032:00036,car-shadow,33,32,36,4,0.25,uniform_gap4,1
residual::car-shadow:00033:00032:00039,car-shadow,33,32,39,7,0.14285714285714285,uniform_gap8,1
residual::car-shadow:00034:00032:00035,car-shadow,34,32,35,3,0.6666666666666666,stage165_adaptive,1
residual::car-shadow:00034:00032:00036,car-shadow,34,32,36,4,0.5,uniform_gap4,1
residual::car-shadow:00034:00032:00039,car-shadow,34,32,39,7,0.2857142857142857,uniform_gap8,1
residual::car-shadow:00035:00032:00036,car-shadow,35,32,36,4,0.75,uniform_gap4,1
residual::car-shadow:00035:00032:00039,car-shadow,35,32,39,7,0.42857142857142855,uniform_gap8,1
residual::car-shadow:00036:00032:00039,car-shadow,36,32,39,7,0.5714285714285714,uniform_gap8,1
residual::car-shadow:00036:00035:00039,car-shadow,36,35,39,4,0.25,stage165_adaptive,1
residual::car-shadow:00037:00032:00039,car-shadow,37,32,39,7,0.7142857142857143,uniform_gap8,1
residual::car-shadow:00037:00035:00039,car-shadow,37,35,39,4,0.5,stage165_adaptive,1
residual::car-shadow:00037:00036:00039,car-shadow,37,36,39,3,0.3333333333333333,uniform_gap4,1
residual::car-shadow:00038:00032:00039,car-shadow,38,32,39,7,0.8571428571428571,uniform_gap8,1
residual::car-shadow:00038:00035:00039,car-shadow,38,35,39,4,0.75,stage165_adaptive,1
residual::car-shadow:00038:00036:00039,car-shadow,38,36,39,3,0.6666666666666666,uniform_gap4,1
residual::cows:00001:00000:00004,cows,1,0,4,4,0.25,uniform_gap4,1
residual::cows:00001:00000:00008,cows,1,0,8,8,0.125,stage165_adaptive uniform_gap8,2
residual::cows:00002:00000:00004,cows,2,0,4,4,0.5,uniform_gap4,1
residual::cows:00002:00000:00008,cows,2,0,8,8,0.25,stage165_adaptive uniform_gap8,2
residual::cows:00003:00000:00004,cows,3,0,4,4,0.75,uniform_gap4,1
residual::cows:00003:00000:00008,cows,3,0,8,8,0.375,stage165_adaptive uniform_gap8,2
residual::cows:00004:00000:00008,cows,4,0,8,8,0.5,stage165_adaptive uniform_gap8,2
residual::cows:00005:00000:00008,cows,5,0,8,8,0.625,stage165_adaptive uniform_gap8,2
residual::cows:00005:00004:00008,cows,5,4,8,4,0.25,uniform_gap4,1
residual::cows:00006:00000:00008,cows,6,0,8,8,0.75,stage165_adaptive uniform_gap8,2
residual::cows:00006:00004:00008,cows,6,4,8,4,0.5,uniform_gap4,1
residual::cows:00007:00000:00008,cows,7,0,8,8,0.875,stage165_adaptive uniform_gap8,2
residual::cows:00007:00004:00008,cows,7,4,8,4,0.75,uniform_gap4,1
residual::cows:00009:00008:00012,cows,9,8,12,4,0.25,uniform_gap4,1
residual::cows:00009:00008:00015,cows,9,8,15,7,0.14285714285714285,stage165_adaptive,1
residual::cows:00009:00008:00016,cows,9,8,16,8,0.125,uniform_gap8,1
residual::cows:00010:00008:00012,cows,10,8,12,4,0.5,uniform_gap4,1
residual::cows:00010:00008:00015,cows,10,8,15,7,0.2857142857142857,stage165_adaptive,1
residual::cows:00010:00008:00016,cows,10,8,16,8,0.25,uniform_gap8,1
residual::cows:00011:00008:00012,cows,11,8,12,4,0.75,uniform_gap4,1
residual::cows:00011:00008:00015,cows,11,8,15,7,0.42857142857142855,stage165_adaptive,1
residual::cows:00011:00008:00016,cows,11,8,16,8,0.375,uniform_gap8,1
residual::cows:00012:00008:00015,cows,12,8,15,7,0.5714285714285714,stage165_adaptive,1
residual::cows:00012:00008:00016,cows,12,8,16,8,0.5,uniform_gap8,1
residual::cows:00013:00008:00015,cows,13,8,15,7,0.7142857142857143,stage165_adaptive,1
residual::cows:00013:00008:00016,cows,13,8,16,8,0.625,uniform_gap8,1
residual::cows:00013:00012:00016,cows,13,12,16,4,0.25,uniform_gap4,1
residual::cows:00014:00008:00015,cows,14,8,15,7,0.8571428571428571,stage165_adaptive,1
residual::cows:00014:00008:00016,cows,14,8,16,8,0.75,uniform_gap8,1
residual::cows:00014:00012:00016,cows,14,12,16,4,0.5,uniform_gap4,1
residual::cows:00015:00008:00016,cows,15,8,16,8,0.875,uniform_gap8,1
residual::cows:00015:00012:00016,cows,15,12,16,4,0.75,uniform_gap4,1
residual::cows:00017:00016:00019,cows,17,16,19,3,0.3333333333333333,stage165_adaptive,1
residual::cows:00017:00016:00020,cows,17,16,20,4,0.25,uniform_gap4,1
residual::cows:00017:00016:00024,cows,17,16,24,8,0.125,uniform_gap8,1
residual::cows:00018:00016:00019,cows,18,16,19,3,0.6666666666666666,stage165_adaptive,1
residual::cows:00018:00016:00020,cows,18,16,20,4,0.5,uniform_gap4,1
residual::cows:00018:00016:00024,cows,18,16,24,8,0.25,uniform_gap8,1
residual::cows:00019:00016:00020,cows,19,16,20,4,0.75,uniform_gap4,1
residual::cows:00019:00016:00024,cows,19,16,24,8,0.375,uniform_gap8,1
residual::cows:00020:00016:00024,cows,20,16,24,8,0.5,uniform_gap8,1
residual::cows:00020:00019:00024,cows,20,19,24,5,0.2,stage165_adaptive,1
residual::cows:00021:00016:00024,cows,21,16,24,8,0.625,uniform_gap8,1
residual::cows:00021:00019:00024,cows,21,19,24,5,0.4,stage165_adaptive,1
residual::cows:00021:00020:00024,cows,21,20,24,4,0.25,uniform_gap4,1
residual::cows:00022:00016:00024,cows,22,16,24,8,0.75,uniform_gap8,1
residual::cows:00022:00019:00024,cows,22,19,24,5,0.6,stage165_adaptive,1
residual::cows:00022:00020:00024,cows,22,20,24,4,0.5,uniform_gap4,1
residual::cows:00023:00016:00024,cows,23,16,24,8,0.875,uniform_gap8,1
residual::cows:00023:00019:00024,cows,23,19,24,5,0.8,stage165_adaptive,1
residual::cows:00023:00020:00024,cows,23,20,24,4,0.75,uniform_gap4,1
residual::cows:00025:00024:00028,cows,25,24,28,4,0.25,uniform_gap4,1
residual::cows:00025:00024:00032,cows,25,24,32,8,0.125,stage165_adaptive uniform_gap8,2
residual::cows:00026:00024:00028,cows,26,24,28,4,0.5,uniform_gap4,1
residual::cows:00026:00024:00032,cows,26,24,32,8,0.25,stage165_adaptive uniform_gap8,2
residual::cows:00027:00024:00028,cows,27,24,28,4,0.75,uniform_gap4,1
residual::cows:00027:00024:00032,cows,27,24,32,8,0.375,stage165_adaptive uniform_gap8,2
residual::cows:00028:00024:00032,cows,28,24,32,8,0.5,stage165_adaptive uniform_gap8,2
residual::cows:00029:00024:00032,cows,29,24,32,8,0.625,stage165_adaptive uniform_gap8,2
residual::cows:00029:00028:00032,cows,29,28,32,4,0.25,uniform_gap4,1
residual::cows:00030:00024:00032,cows,30,24,32,8,0.75,stage165_adaptive uniform_gap8,2
residual::cows:00030:00028:00032,cows,30,28,32,4,0.5,uniform_gap4,1
residual::cows:00031:00024:00032,cows,31,24,32,8,0.875,stage165_adaptive uniform_gap8,2
residual::cows:00031:00028:00032,cows,31,28,32,4,0.75,uniform_gap4,1
residual::cows:00033:00032:00036,cows,33,32,36,4,0.25,uniform_gap4,1
residual::cows:00033:00032:00040,cows,33,32,40,8,0.125,stage165_adaptive uniform_gap8,2
residual::cows:00034:00032:00036,cows,34,32,36,4,0.5,uniform_gap4,1
residual::cows:00034:00032:00040,cows,34,32,40,8,0.25,stage165_adaptive uniform_gap8,2
residual::cows:00035:00032:00036,cows,35,32,36,4,0.75,uniform_gap4,1
residual::cows:00035:00032:00040,cows,35,32,40,8,0.375,stage165_adaptive uniform_gap8,2
residual::cows:00036:00032:00040,cows,36,32,40,8,0.5,stage165_adaptive uniform_gap8,2
residual::cows:00037:00032:00040,cows,37,32,40,8,0.625,stage165_adaptive uniform_gap8,2
residual::cows:00037:00036:00040,cows,37,36,40,4,0.25,uniform_gap4,1
residual::cows:00038:00032:00040,cows,38,32,40,8,0.75,stage165_adaptive uniform_gap8,2
residual::cows:00038:00036:00040,cows,38,36,40,4,0.5,uniform_gap4,1
residual::cows:00039:00032:00040,cows,39,32,40,8,0.875,stage165_adaptive uniform_gap8,2
residual::cows:00039:00036:00040,cows,39,36,40,4,0.75,uniform_gap4,1
residual::cows:00041:00040:00042,cows,41,40,42,2,0.5,stage165_adaptive,1
residual::cows:00041:00040:00044,cows,41,40,44,4,0.25,uniform_gap4,1
residual::cows:00041:00040:00048,cows,41,40,48,8,0.125,uniform_gap8,1
residual::cows:00042:00040:00044,cows,42,40,44,4,0.5,uniform_gap4,1
residual::cows:00042:00040:00048,cows,42,40,48,8,0.25,uniform_gap8,1
residual::cows:00043:00040:00044,cows,43,40,44,4,0.75,uniform_gap4,1
residual::cows:00043:00040:00048,cows,43,40,48,8,0.375,uniform_gap8,1
residual::cows:00043:00042:00048,cows,43,42,48,6,0.16666666666666666,stage165_adaptive,1
residual::cows:00044:00040:00048,cows,44,40,48,8,0.5,uniform_gap8,1
residual::cows:00044:00042:00048,cows,44,42,48,6,0.3333333333333333,stage165_adaptive,1
residual::cows:00045:00040:00048,cows,45,40,48,8,0.625,uniform_gap8,1
residual::cows:00045:00042:00048,cows,45,42,48,6,0.5,stage165_adaptive,1
